Entity,Code,Year,month,dates,Total_Meat_Consumption
Spain,ESP,1976,January,January-1976,2173717840
Spain,ESP,1977,January,January-1977,2225686900
Spain,ESP,1978,January,January-1978,2373893600
Spain,ESP,1979,January,January-1979,2458195250
Spain,ESP,1980,January,January-1980,2653185240.0000005
Spain,ESP,1981,January,January-1981,2871062919.9999995
Spain,ESP,1982,January,January-1982,2999102900.0000005
Spain,ESP,1983,January,January-1983,2937442110
Spain,ESP,1984,January,January-1984,3012101220
Spain,ESP,1985,January,January-1985,3011181160.0000005
Spain,ESP,1986,January,January-1986,3068069760.0000005
Spain,ESP,1987,January,January-1987,3221106260
Spain,ESP,1988,January,January-1988,3498284790
Spain,ESP,1989,January,January-1989,3510147870.0000005
Spain,ESP,1990,January,January-1990,3655287720
Spain,ESP,1991,January,January-1991,3798248349.9999995
Spain,ESP,1992,January,January-1992,3820502340
Spain,ESP,1993,January,January-1993,3943121160
Spain,ESP,1994,January,January-1994,3976311600
Spain,ESP,1995,January,January-1995,4030820970
Spain,ESP,1996,January,January-1996,4106636099.9999995
Spain,ESP,1997,January,January-1997,4142421450
Spain,ESP,1998,January,January-1998,4695191580
Spain,ESP,1999,January,January-1999,4640478340
Spain,ESP,2000,January,January-2000,4623431250
Spain,ESP,2001,January,January-2001,4756230090
Spain,ESP,2002,January,January-2002,5014051199.999999
Spain,ESP,2003,January,January-2003,5042940440
Spain,ESP,2004,January,January-2004,4694587200
Spain,ESP,2005,January,January-2005,4756693139.999999
Spain,ESP,2006,January,January-2006,4794501510
Spain,ESP,2007,January,January-2007,5033987490
Spain,ESP,2008,January,January-2008,4721611810
Spain,ESP,2009,January,January-2009,4585263120
Spain,ESP,2010,January,January-2010,4535411840.000001
Spain,ESP,2011,January,January-2011,4508763840
Spain,ESP,2012,January,January-2012,4502517209.999999
Spain,ESP,2013,January,January-2013,4413860550
Spain,ESP,2014,January,January-2014,4422392120
Spain,ESP,2015,January,January-2015,4501047679.999999
Spain,ESP,2016,January,January-2016,4567333960.000001
Spain,ESP,2017,January,January-2017,4676361750
Turkey,TUR,1961,January,January-1961,476247240.00000006
Turkey,TUR,1962,January,January-1962,474302850
Turkey,TUR,1963,January,January-1963,476039719.99999994
Turkey,TUR,1964,January,January-1964,464547840
Turkey,TUR,1965,January,January-1965,479462040
Turkey,TUR,1966,January,January-1966,501461580
Turkey,TUR,1967,January,January-1967,491392139.99999994
Turkey,TUR,1968,January,January-1968,505823759.99999994
Turkey,TUR,1969,January,January-1969,556799250
Turkey,TUR,1970,January,January-1970,569525080
Turkey,TUR,1971,January,January-1971,575108099.9999999
Turkey,TUR,1972,January,January-1972,570757200
Turkey,TUR,1973,January,January-1973,589059840
Turkey,TUR,1974,January,January-1974,646534499.9999999
Turkey,TUR,1975,January,January-1975,723482339.9999999
Turkey,TUR,1976,January,January-1976,708549700
Turkey,TUR,1977,January,January-1977,724734040
Turkey,TUR,1978,January,January-1978,732336800.0000001
Turkey,TUR,1979,January,January-1979,659957900.0000001
Turkey,TUR,1980,January,January-1980,680748480
Turkey,TUR,1981,January,January-1981,759847320
Turkey,TUR,1982,January,January-1982,759412500.0000001
Turkey,TUR,1983,January,January-1983,732926610
Turkey,TUR,1984,January,January-1984,996440940
Turkey,TUR,1985,January,January-1985,998402880
Turkey,TUR,1986,January,January-1986,1154972160.0000002
Turkey,TUR,1987,January,January-1987,1073632009.9999999
Turkey,TUR,1988,January,January-1988,1084805360
Turkey,TUR,1989,January,January-1989,1139857920
Turkey,TUR,1990,January,January-1990,1161479880
Turkey,TUR,1991,January,January-1991,1152757820
Turkey,TUR,1992,January,January-1992,1139509560
Turkey,TUR,1993,January,January-1993,1154041980
Turkey,TUR,1994,January,January-1994,1176032520
Turkey,TUR,1995,January,January-1995,1217093660
Turkey,TUR,1996,January,January-1996,1117746630.0000002
Turkey,TUR,1997,January,January-1997,1240061420.0000002
Turkey,TUR,1998,January,January-1998,1235799500
Turkey,TUR,1999,January,January-1999,1330450320.0000002
Turkey,TUR,2000,January,January-2000,1393809600.0000002
Turkey,TUR,2001,January,January-2001,1297962240
Turkey,TUR,2002,January,January-2002,1355016000
Turkey,TUR,2003,January,January-2003,1469158470
Turkey,TUR,2004,January,January-2004,1554655199.9999998
Turkey,TUR,2005,January,January-2005,1550225490
Turkey,TUR,2006,January,January-2006,1555283339.9999998
Turkey,TUR,2007,January,January-2007,1789649040
Turkey,TUR,2008,January,January-2008,1714702649.9999998
Turkey,TUR,2009,January,January-2009,1821538340.0000002
Turkey,TUR,2010,January,January-2010,2270344530.0000005
Turkey,TUR,2011,January,January-2011,2454465060
Turkey,TUR,2012,January,January-2012,2600840839.9999995
Turkey,TUR,2013,January,January-2013,2667245250
Turkey,TUR,2014,January,January-2014,2787194610.0000005
Turkey,TUR,2015,January,January-2015,2907928870.0000005
Turkey,TUR,2016,January,January-2016,3004725920.0000005
Turkey,TUR,2017,January,January-2017,3152167760
"United Kingdom",GBR,1961,January,January-1961,3650886719.9999995
"United Kingdom",GBR,1962,January,January-1962,3767552460
"United Kingdom",GBR,1963,January,January-1963,3765400379.9999995
"United Kingdom",GBR,1964,January,January-1964,3759955740
"United Kingdom",GBR,1965,January,January-1965,3797954820
"United Kingdom",GBR,1966,January,January-1966,3871670549.9999995
"United Kingdom",GBR,1967,January,January-1967,3894459660
"United Kingdom",GBR,1968,January,January-1968,3959652060.0000005
"United Kingdom",GBR,1969,January,January-1969,3998123279.9999995
"United Kingdom",GBR,1970,January,January-1970,4036822720
"United Kingdom",GBR,1971,January,January-1971,4143265680.0000005
"United Kingdom",GBR,1972,January,January-1972,4142156120
"United Kingdom",GBR,1973,January,January-1973,3933861439.9999995
"United Kingdom",GBR,1974,January,January-1974,3963460720
"United Kingdom",GBR,1975,January,January-1975,3837427679.9999995
"United Kingdom",GBR,1976,January,January-1976,3767405400
"United Kingdom",GBR,1977,January,January-1977,3789273680
"United Kingdom",GBR,1978,January,January-1978,3937230300
"United Kingdom",GBR,1979,January,January-1979,4061373300.0000005
"United Kingdom",GBR,1980,January,January-1980,3970603760
"United Kingdom",GBR,1981,January,January-1981,3894990880
"United Kingdom",GBR,1982,January,January-1982,3878379359.9999995
"United Kingdom",GBR,1983,January,January-1983,3871294830.0000005
"United Kingdom",GBR,1984,January,January-1984,3917396819.9999995
"United Kingdom",GBR,1985,January,January-1985,3979443559.9999995
"United Kingdom",GBR,1986,January,January-1986,4050438180.0000005
"United Kingdom",GBR,1987,January,January-1987,4170595380
"United Kingdom",GBR,1988,January,January-1988,4170642330
"United Kingdom",GBR,1989,January,January-1989,4073071259.9999995
"United Kingdom",GBR,1990,January,January-1990,4111933980
"United Kingdom",GBR,1991,January,January-1991,4154743320
"United Kingdom",GBR,1992,January,January-1992,4344640980
"United Kingdom",GBR,1993,January,January-1993,4161168479.9999995
"United Kingdom",GBR,1994,January,January-1994,4256555470
"United Kingdom",GBR,1995,January,January-1995,4258002000.000001
"United Kingdom",GBR,1996,January,January-1996,4251039099.9999995
"United Kingdom",GBR,1997,January,January-1997,4273320030.0000005
"United Kingdom",GBR,1998,January,January-1998,4464898100
"United Kingdom",GBR,1999,January,January-1999,4461241680
"United Kingdom",GBR,2000,January,January-2000,4541195610
"United Kingdom",GBR,2001,January,January-2001,4638869040
"United Kingdom",GBR,2002,January,January-2002,4700398980
"United Kingdom",GBR,2003,January,January-2003,4938798120
"United Kingdom",GBR,2004,January,January-2004,5085612620
"United Kingdom",GBR,2005,January,January-2005,5035253760
"United Kingdom",GBR,2006,January,January-2006,5212967910
"United Kingdom",GBR,2007,January,January-2007,5231664150.000001
"United Kingdom",GBR,2008,January,January-2008,5064817500
"United Kingdom",GBR,2009,January,January-2009,5075326620
"United Kingdom",GBR,2010,January,January-2010,5143433000
"United Kingdom",GBR,2011,January,January-2011,5279254120
"United Kingdom",GBR,2012,January,January-2012,5349122500.000001
"United States",USA,1985,January,January-1985,26536769999.999996
"United States",USA,1993,January,January-1993,30230287360
Vietnam,VNM,2016,January,January-2016,5937712399.999999
"United Kingdom",GBR,2015,January,January-2015,5175937399.999999
"United States",USA,1979,January,January-1979,24232064862.720005
Vietnam,VNM,1961,January,January-1961,372009299.99999994
Vietnam,VNM,1995,January,January-1995,1355870999.9999998
"United States",USA,2011,January,January-2011,36234103360
Vietnam,VNM,1968,January,January-1968,445719080
"United States",USA,1976,January,January-1976,24107217440
Vietnam,VNM,1980,January,January-1980,490166459.99999994
Vietnam,VNM,1993,January,January-1993,1197288000
"United States",USA,1991,January,January-1991,29088717834.24
Vietnam,VNM,1986,January,January-1986,888935380.0000001
"United States",USA,1964,January,January-1964,18931427200
"United States",USA,1981,January,January-1981,25127873279.999996
"United States",USA,1983,January,January-1983,25604534400
"United States",USA,1984,January,January-1984,25910447880.000004
"United Kingdom",GBR,2013,January,January-2013,5295546160.000001
"United States",USA,2001,January,January-2001,34374954240
"United States",USA,2005,January,January-2005,36962746195.200005
Vietnam,VNM,1996,January,January-1996,1420968919.9999998
Vietnam,VNM,2005,January,January-2005,2929125020
"United States",USA,2013,January,January-2013,36427246208.96001
Vietnam,VNM,2009,January,January-2009,4385953119.999999
"United States",USA,1963,January,January-1963,18052652520
"United States",USA,1996,January,January-1996,31623280692.799995
"United States",USA,2014,January,January-2014,37466383669.439995
"United States",USA,2017,January,January-2017,40343047507.2
Vietnam,VNM,1967,January,January-1967,447214679.99999994
Vietnam,VNM,1991,January,January-1991,1021418269.9999999
Vietnam,VNM,1999,January,January-1999,1754599200
"United States",USA,1995,January,January-1995,31323823320
"United States",USA,2010,January,January-2010,36716687970.56
Vietnam,VNM,1988,January,January-1988,973544000.0000001
Vietnam,VNM,2008,January,January-2008,3974939869.9999995
"United States",USA,1982,January,January-1982,24698617860
Vietnam,VNM,1969,January,January-1969,434915960
Vietnam,VNM,2000,January,January-2000,1886675099.9999998
"United States",USA,1977,January,January-1977,24261577280
"United States",USA,2002,January,January-2002,35734635805.12
"United States",USA,2016,January,January-2016,39685745760
Vietnam,VNM,1992,January,January-1992,1154684070
Vietnam,VNM,1997,January,January-1997,1540346010
Vietnam,VNM,2015,January,January-2015,5963764949.999999
"United States",USA,1967,January,January-1967,20567896543.039997
Vietnam,VNM,1962,January,January-1962,384981300
Vietnam,VNM,1974,January,January-1974,445125719.9999999
Vietnam,VNM,1982,January,January-1982,686313120
Vietnam,VNM,2001,January,January-2001,2042797900
Vietnam,VNM,1965,January,January-1965,420234900
Vietnam,VNM,1971,January,January-1971,437277719.99999994
Vietnam,VNM,1998,January,January-1998,1625593960
"United States",USA,1968,January,January-1968,21132160080
"United States",USA,1999,January,January-1999,34489813360
"United States",USA,2008,January,January-2008,37210420421.76
Vietnam,VNM,2006,January,January-2006,3224791980
Vietnam,VNM,1990,January,January-1990,1045670819.9999999
Vietnam,VNM,2002,January,January-2002,2266645200
Vietnam,VNM,2003,January,January-2003,2441077320.0000005
Vietnam,VNM,2017,January,January-2017,5991081330
"United States",USA,1994,January,January-1994,31206678048.000004
"United States",USA,2004,January,January-2004,36769489356.159996
"United States",USA,2009,January,January-2009,36361822680
"United States",USA,1966,January,January-1966,19581893040
"United States",USA,1998,January,January-1998,33131070963.2
Vietnam,VNM,2004,January,January-2004,2634758359.9999995
Vietnam,VNM,2012,January,January-2012,4939110000.000001
"United Kingdom",GBR,2017,January,January-2017,5331487300
"United States",USA,2006,January,January-2006,37380665864.32
"United Kingdom",GBR,2014,January,January-2014,4863545820
"United States",USA,1970,January,January-1970,22174855073.280003
"United States",USA,1987,January,January-1987,27274398009.600002
"United States",USA,1989,January,January-1989,28156606500
"United States",USA,2012,January,January-2012,36086796040
Vietnam,VNM,1966,January,January-1966,434381700
"United Kingdom",GBR,2016,January,January-2016,5356215420
"United States",USA,1974,January,January-1974,23053271549.440002
Vietnam,VNM,1970,January,January-1970,431011650
Vietnam,VNM,1979,January,January-1979,466705049.99999994
"United States",USA,1972,January,January-1972,23022496499.999996
"United States",USA,2000,January,January-2000,34278595453.44
"United States",USA,2015,January,January-2015,38781317013.76
Vietnam,VNM,1972,January,January-1972,458212879.99999994
Vietnam,VNM,1978,January,January-1978,442171089.9999999
Vietnam,VNM,1984,January,January-1984,815328100
Vietnam,VNM,1985,January,January-1985,840987570
Vietnam,VNM,1987,January,January-1987,972092520.0000001
"United States",USA,1971,January,January-1971,22943619360.000004
"United States",USA,1978,January,January-1978,24076339555.2
"United States",USA,1980,January,January-1980,24854545560
"United States",USA,1986,January,January-1986,26844733424.640003
"United States",USA,1988,January,January-1988,28178144520.000004
Vietnam,VNM,1963,January,January-1963,401504040
Vietnam,VNM,1977,January,January-1977,424180740
Vietnam,VNM,2013,January,January-2013,5012288190
"United States",USA,1961,January,January-1961,16807276200
Vietnam,VNM,1976,January,January-1976,414709050
"United States",USA,1990,January,January-1990,28408881600
Vietnam,VNM,1973,January,January-1973,458583359.9999999
Vietnam,VNM,1994,January,January-1994,1289629010
"United States",USA,1965,January,January-1965,18727059840
"United States",USA,2003,January,January-2003,35696636720.00001
Vietnam,VNM,1983,January,January-1983,780927640
"United States",USA,1962,January,January-1962,17202487299.999996
"United States",USA,1969,January,January-1969,21397184184.32
"United States",USA,1975,January,January-1975,22390077382.4
"United States",USA,1997,January,January-1997,31757930449.920002
"United States",USA,1973,January,January-1973,21730928017.920002
Vietnam,VNM,1989,January,January-1989,1030193999.9999999
Vietnam,VNM,2007,January,January-2007,3607286599.9999995
Vietnam,VNM,2010,January,January-2010,4532111360
Vietnam,VNM,2011,January,January-2011,5118080890
Vietnam,VNM,1964,January,January-1964,401269800
Vietnam,VNM,1975,January,January-1975,408744020
Vietnam,VNM,1981,January,January-1981,616305300
Vietnam,VNM,2014,January,January-2014,5637659580
"United States",USA,1992,January,January-1992,30173314249.280003
"United States",USA,2007,January,January-2007,37717285760
Argentina,ARG,2018,January,January-2018,NULL
Australia,AUS,2018,January,January-2018,NULL
Brazil,BRA,2018,January,January-2018,NULL
Canada,CAN,2018,January,January-2018,NULL
China,CHN,2018,January,January-2018,NULL
France,FRA,2018,January,January-2018,NULL
Germany,DEU,2018,January,January-2018,NULL
India,IND,2018,January,January-2018,NULL
Indonesia,IDN,2018,January,January-2018,NULL
Iran,IRN,2018,January,January-2018,NULL
Italy,ITA,2018,January,January-2018,NULL
Japan,JPN,2018,January,January-2018,NULL
Mexico,MEX,2018,January,January-2018,NULL
Myanmar,MMR,2018,January,January-2018,NULL
Pakistan,PAK,2018,January,January-2018,NULL
Philippines,PHL,2018,January,January-2018,NULL
Poland,POL,2018,January,January-2018,NULL
Russia,RUS,2018,January,January-2018,NULL
"South Africa",ZAF,2018,January,January-2018,NULL
"South Korea",KOR,2018,January,January-2018,NULL
Spain,ESP,2018,January,January-2018,NULL
Turkey,TUR,2018,January,January-2018,NULL
"United States",USA,2018,January,January-2018,NULL
Vietnam,VNM,2018,January,January-2018,NULL
"United Kingdom",GBR,2018,January,January-2018,NULL
Argentina,ARG,2019,January,January-2019,NULL
Australia,AUS,2019,January,January-2019,NULL
Brazil,BRA,2019,January,January-2019,NULL
Canada,CAN,2019,January,January-2019,NULL
China,CHN,2019,January,January-2019,NULL
France,FRA,2019,January,January-2019,NULL
Germany,DEU,2019,January,January-2019,NULL
India,IND,2019,January,January-2019,NULL
Indonesia,IDN,2019,January,January-2019,NULL
Iran,IRN,2019,January,January-2019,NULL
Italy,ITA,2019,January,January-2019,NULL
Japan,JPN,2019,January,January-2019,NULL
Mexico,MEX,2019,January,January-2019,NULL
Myanmar,MMR,2019,January,January-2019,NULL
Pakistan,PAK,2019,January,January-2019,NULL
Philippines,PHL,2019,January,January-2019,NULL
Poland,POL,2019,January,January-2019,NULL
Russia,RUS,2019,January,January-2019,NULL
"South Africa",ZAF,2019,January,January-2019,NULL
"South Korea",KOR,2019,January,January-2019,NULL
Spain,ESP,2019,January,January-2019,NULL
Turkey,TUR,2019,January,January-2019,NULL
"United States",USA,2019,January,January-2019,NULL
Vietnam,VNM,2019,January,January-2019,NULL
"United Kingdom",GBR,2019,January,January-2019,NULL
Argentina,ARG,2020,January,January-2020,NULL
Australia,AUS,2020,January,January-2020,NULL
Brazil,BRA,2020,January,January-2020,NULL
Canada,CAN,2020,January,January-2020,NULL
China,CHN,2020,January,January-2020,NULL
France,FRA,2020,January,January-2020,NULL
Germany,DEU,2020,January,January-2020,NULL
India,IND,2020,January,January-2020,NULL
Indonesia,IDN,2020,January,January-2020,NULL
Iran,IRN,2020,January,January-2020,NULL
Italy,ITA,2020,January,January-2020,NULL
Japan,JPN,2020,January,January-2020,NULL
Mexico,MEX,2020,January,January-2020,NULL
Myanmar,MMR,2020,January,January-2020,NULL
Pakistan,PAK,2020,January,January-2020,NULL
Philippines,PHL,2020,January,January-2020,NULL
Poland,POL,2020,January,January-2020,NULL
Russia,RUS,2020,January,January-2020,NULL
"South Africa",ZAF,2020,January,January-2020,NULL
"South Korea",KOR,2020,January,January-2020,NULL
Spain,ESP,2020,January,January-2020,NULL
Turkey,TUR,2020,January,January-2020,NULL
"United States",USA,2020,January,January-2020,NULL
Vietnam,VNM,2020,January,January-2020,NULL
"United Kingdom",GBR,2020,January,January-2020,NULL
Argentina,ARG,2021,January,January-2021,NULL
Australia,AUS,2021,January,January-2021,NULL
Brazil,BRA,2021,January,January-2021,NULL
Canada,CAN,2021,January,January-2021,NULL
China,CHN,2021,January,January-2021,NULL
France,FRA,2021,January,January-2021,NULL
Germany,DEU,2021,January,January-2021,NULL
India,IND,2021,January,January-2021,NULL
Indonesia,IDN,2021,January,January-2021,NULL
Iran,IRN,2021,January,January-2021,NULL
Italy,ITA,2021,January,January-2021,NULL
Japan,JPN,2021,January,January-2021,NULL
Mexico,MEX,2021,January,January-2021,NULL
Myanmar,MMR,2021,January,January-2021,NULL
Pakistan,PAK,2021,January,January-2021,NULL
Philippines,PHL,2021,January,January-2021,NULL
Poland,POL,2021,January,January-2021,NULL
Russia,RUS,2021,January,January-2021,NULL
"South Africa",ZAF,2021,January,January-2021,NULL
"South Korea",KOR,2021,January,January-2021,NULL
Spain,ESP,2021,January,January-2021,NULL
Turkey,TUR,2021,January,January-2021,NULL
"United States",USA,2021,January,January-2021,NULL
Vietnam,VNM,2021,January,January-2021,NULL
"United Kingdom",GBR,2021,January,January-2021,NULL
Argentina,ARG,2022,January,January-2022,NULL
Australia,AUS,2022,January,January-2022,NULL
Brazil,BRA,2022,January,January-2022,NULL
Canada,CAN,2022,January,January-2022,NULL
China,CHN,2022,January,January-2022,NULL
France,FRA,2022,January,January-2022,NULL
Germany,DEU,2022,January,January-2022,NULL
India,IND,2022,January,January-2022,NULL
Indonesia,IDN,2022,January,January-2022,NULL
Iran,IRN,2022,January,January-2022,NULL
Italy,ITA,2022,January,January-2022,NULL
Japan,JPN,2022,January,January-2022,NULL
Mexico,MEX,2022,January,January-2022,NULL
Myanmar,MMR,2022,January,January-2022,NULL
Pakistan,PAK,2022,January,January-2022,NULL
Philippines,PHL,2022,January,January-2022,NULL
Poland,POL,2022,January,January-2022,NULL
Russia,RUS,2022,January,January-2022,NULL
"South Africa",ZAF,2022,January,January-2022,NULL
"South Korea",KOR,2022,January,January-2022,NULL
Spain,ESP,2022,January,January-2022,NULL
Turkey,TUR,2022,January,January-2022,NULL
"United States",USA,2022,January,January-2022,NULL
Vietnam,VNM,2022,January,January-2022,NULL
"United Kingdom",GBR,2022,January,January-2022,NULL
Argentina,ARG,2023,January,January-2023,NULL
Australia,AUS,2023,January,January-2023,NULL
Brazil,BRA,2023,January,January-2023,NULL
Canada,CAN,2023,January,January-2023,NULL
China,CHN,2023,January,January-2023,NULL
France,FRA,2023,January,January-2023,NULL
Germany,DEU,2023,January,January-2023,NULL
India,IND,2023,January,January-2023,NULL
Indonesia,IDN,2023,January,January-2023,NULL
Iran,IRN,2023,January,January-2023,NULL
Italy,ITA,2023,January,January-2023,NULL
Japan,JPN,2023,January,January-2023,NULL
Mexico,MEX,2023,January,January-2023,NULL
Myanmar,MMR,2023,January,January-2023,NULL
Pakistan,PAK,2023,January,January-2023,NULL
Philippines,PHL,2023,January,January-2023,NULL
Poland,POL,2023,January,January-2023,NULL
Russia,RUS,2023,January,January-2023,NULL
"South Africa",ZAF,2023,January,January-2023,NULL
"South Korea",KOR,2023,January,January-2023,NULL
Spain,ESP,2023,January,January-2023,NULL
Turkey,TUR,2023,January,January-2023,NULL
"United States",USA,2023,January,January-2023,NULL
Vietnam,VNM,2023,January,January-2023,NULL
"United Kingdom",GBR,2023,January,January-2023,NULL
Argentina,ARG,2024,January,January-2024,NULL
Australia,AUS,2024,January,January-2024,NULL
Brazil,BRA,2024,January,January-2024,NULL
Canada,CAN,2024,January,January-2024,NULL
China,CHN,2024,January,January-2024,NULL
France,FRA,2024,January,January-2024,NULL
Germany,DEU,2024,January,January-2024,NULL
India,IND,2024,January,January-2024,NULL
Indonesia,IDN,2024,January,January-2024,NULL
Iran,IRN,2024,January,January-2024,NULL
Italy,ITA,2024,January,January-2024,NULL
Japan,JPN,2024,January,January-2024,NULL
Mexico,MEX,2024,January,January-2024,NULL
Myanmar,MMR,2024,January,January-2024,NULL
Pakistan,PAK,2024,January,January-2024,NULL
Philippines,PHL,2024,January,January-2024,NULL
Poland,POL,2024,January,January-2024,NULL
Russia,RUS,2024,January,January-2024,NULL
"South Africa",ZAF,2024,January,January-2024,NULL
"South Korea",KOR,2024,January,January-2024,NULL
Spain,ESP,2024,January,January-2024,NULL
Turkey,TUR,2024,January,January-2024,NULL
"United States",USA,2024,January,January-2024,NULL
Vietnam,VNM,2024,January,January-2024,NULL
"United Kingdom",GBR,2024,January,January-2024,NULL
Argentina,ARG,2025,January,January-2025,NULL
Australia,AUS,2025,January,January-2025,NULL
Brazil,BRA,2025,January,January-2025,NULL
Canada,CAN,2025,January,January-2025,NULL
China,CHN,2025,January,January-2025,NULL
France,FRA,2025,January,January-2025,NULL
Germany,DEU,2025,January,January-2025,NULL
India,IND,2025,January,January-2025,NULL
Indonesia,IDN,2025,January,January-2025,NULL
Iran,IRN,2025,January,January-2025,NULL
Italy,ITA,2025,January,January-2025,NULL
Japan,JPN,2025,January,January-2025,NULL
Mexico,MEX,2025,January,January-2025,NULL
Myanmar,MMR,2025,January,January-2025,NULL
Pakistan,PAK,2025,January,January-2025,NULL
Philippines,PHL,2025,January,January-2025,NULL
Poland,POL,2025,January,January-2025,NULL
Russia,RUS,2025,January,January-2025,NULL
"South Africa",ZAF,2025,January,January-2025,NULL
"South Korea",KOR,2025,January,January-2025,NULL
Spain,ESP,2025,January,January-2025,NULL
Turkey,TUR,2025,January,January-2025,NULL
"United States",USA,2025,January,January-2025,NULL
Vietnam,VNM,2025,January,January-2025,NULL
"United Kingdom",GBR,2025,January,January-2025,NULL
Argentina,ARG,2026,January,January-2026,NULL
Australia,AUS,2026,January,January-2026,NULL
Brazil,BRA,2026,January,January-2026,NULL
Canada,CAN,2026,January,January-2026,NULL
China,CHN,2026,January,January-2026,NULL
France,FRA,2026,January,January-2026,NULL
Germany,DEU,2026,January,January-2026,NULL
India,IND,2026,January,January-2026,NULL
Indonesia,IDN,2026,January,January-2026,NULL
Iran,IRN,2026,January,January-2026,NULL
Italy,ITA,2026,January,January-2026,NULL
Japan,JPN,2026,January,January-2026,NULL
Mexico,MEX,2026,January,January-2026,NULL
Myanmar,MMR,2026,January,January-2026,NULL
Pakistan,PAK,2026,January,January-2026,NULL
Philippines,PHL,2026,January,January-2026,NULL
Poland,POL,2026,January,January-2026,NULL
Russia,RUS,2026,January,January-2026,NULL
"South Africa",ZAF,2026,January,January-2026,NULL
"South Korea",KOR,2026,January,January-2026,NULL
Spain,ESP,2026,January,January-2026,NULL
Turkey,TUR,2026,January,January-2026,NULL
"United States",USA,2026,January,January-2026,NULL
Vietnam,VNM,2026,January,January-2026,NULL
"United Kingdom",GBR,2026,January,January-2026,NULL
Argentina,ARG,2027,January,January-2027,NULL
Australia,AUS,2027,January,January-2027,NULL
Brazil,BRA,2027,January,January-2027,NULL
Canada,CAN,2027,January,January-2027,NULL
China,CHN,2027,January,January-2027,NULL
France,FRA,2027,January,January-2027,NULL
Germany,DEU,2027,January,January-2027,NULL
India,IND,2027,January,January-2027,NULL
Indonesia,IDN,2027,January,January-2027,NULL
Iran,IRN,2027,January,January-2027,NULL
Italy,ITA,2027,January,January-2027,NULL
Japan,JPN,2027,January,January-2027,NULL
Mexico,MEX,2027,January,January-2027,NULL
Myanmar,MMR,2027,January,January-2027,NULL
Pakistan,PAK,2027,January,January-2027,NULL
Philippines,PHL,2027,January,January-2027,NULL
Poland,POL,2027,January,January-2027,NULL
Russia,RUS,2027,January,January-2027,NULL
"South Africa",ZAF,2027,January,January-2027,NULL
"South Korea",KOR,2027,January,January-2027,NULL
Spain,ESP,2027,January,January-2027,NULL
Turkey,TUR,2027,January,January-2027,NULL
"United States",USA,2027,January,January-2027,NULL
Vietnam,VNM,2027,January,January-2027,NULL
"United Kingdom",GBR,2027,January,January-2027,NULL
Argentina,ARG,2028,January,January-2028,NULL
Australia,AUS,2028,January,January-2028,NULL
Brazil,BRA,2028,January,January-2028,NULL
Canada,CAN,2028,January,January-2028,NULL
China,CHN,2028,January,January-2028,NULL
France,FRA,2028,January,January-2028,NULL
Germany,DEU,2028,January,January-2028,NULL
India,IND,2028,January,January-2028,NULL
Indonesia,IDN,2028,January,January-2028,NULL
Iran,IRN,2028,January,January-2028,NULL
Italy,ITA,2028,January,January-2028,NULL
Japan,JPN,2028,January,January-2028,NULL
Mexico,MEX,2028,January,January-2028,NULL
Myanmar,MMR,2028,January,January-2028,NULL
Pakistan,PAK,2028,January,January-2028,NULL
Philippines,PHL,2028,January,January-2028,NULL
Poland,POL,2028,January,January-2028,NULL
Russia,RUS,2028,January,January-2028,NULL
"South Africa",ZAF,2028,January,January-2028,NULL
"South Korea",KOR,2028,January,January-2028,NULL
Spain,ESP,2028,January,January-2028,NULL
Turkey,TUR,2028,January,January-2028,NULL
"United States",USA,2028,January,January-2028,NULL
Vietnam,VNM,2028,January,January-2028,NULL
"United Kingdom",GBR,2028,January,January-2028,NULL
Argentina,ARG,2029,January,January-2029,NULL
Australia,AUS,2029,January,January-2029,NULL
Brazil,BRA,2029,January,January-2029,NULL
Canada,CAN,2029,January,January-2029,NULL
China,CHN,2029,January,January-2029,NULL
France,FRA,2029,January,January-2029,NULL
Germany,DEU,2029,January,January-2029,NULL
India,IND,2029,January,January-2029,NULL
Indonesia,IDN,2029,January,January-2029,NULL
Iran,IRN,2029,January,January-2029,NULL
Italy,ITA,2029,January,January-2029,NULL
Japan,JPN,2029,January,January-2029,NULL
Mexico,MEX,2029,January,January-2029,NULL
Myanmar,MMR,2029,January,January-2029,NULL
Pakistan,PAK,2029,January,January-2029,NULL
Philippines,PHL,2029,January,January-2029,NULL
Poland,POL,2029,January,January-2029,NULL
Russia,RUS,2029,January,January-2029,NULL
"South Africa",ZAF,2029,January,January-2029,NULL
"South Korea",KOR,2029,January,January-2029,NULL
Spain,ESP,2029,January,January-2029,NULL
Turkey,TUR,2029,January,January-2029,NULL
"United States",USA,2029,January,January-2029,NULL
Vietnam,VNM,2029,January,January-2029,NULL
"United Kingdom",GBR,2029,January,January-2029,NULL
Argentina,ARG,2030,January,January-2030,NULL
Australia,AUS,2030,January,January-2030,NULL
Brazil,BRA,2030,January,January-2030,NULL
Canada,CAN,2030,January,January-2030,NULL
China,CHN,2030,January,January-2030,NULL
France,FRA,2030,January,January-2030,NULL
Germany,DEU,2030,January,January-2030,NULL
India,IND,2030,January,January-2030,NULL
Indonesia,IDN,2030,January,January-2030,NULL
Iran,IRN,2030,January,January-2030,NULL
Italy,ITA,2030,January,January-2030,NULL
Japan,JPN,2030,January,January-2030,NULL
Mexico,MEX,2030,January,January-2030,NULL
