Entity,Code,Year,month,dates,Total_Meat_Consumption
Iran,IRN,2017,January,January-2017,2902650519.9999995
Italy,ITA,1961,January,January-1961,1551111480
Italy,ITA,1962,January,January-1962,1720576620.0000002
Italy,ITA,1963,January,January-1963,1890317520
Italy,ITA,1964,January,January-1964,2019130740.0000002
Italy,ITA,1965,January,January-1965,2120824080
Italy,ITA,1966,January,January-1966,2337628700.0000005
Italy,ITA,1967,January,January-1967,2506297400
Italy,ITA,1968,January,January-1968,2595930150
Italy,ITA,1969,January,January-1969,2686453699.9999995
Italy,ITA,1970,January,January-1970,2915179930.0000005
Italy,ITA,1971,January,January-1971,3063589649.9999995
Italy,ITA,1972,January,January-1972,3141053510
Italy,ITA,1973,January,January-1973,3416418450
Italy,ITA,1974,January,January-1974,3428280040
Italy,ITA,1975,January,January-1975,3439693599.9999995
Italy,ITA,1976,January,January-1976,3577202580
Italy,ITA,1977,January,January-1977,3697523620.0000005
Italy,ITA,1978,January,January-1978,3894034950
Italy,ITA,1979,January,January-1979,4051557359.9999995
Italy,ITA,1980,January,January-1980,4254912989.9999995
Italy,ITA,1981,January,January-1981,4258216800.000001
Italy,ITA,1982,January,January-1982,4263669150
Italy,ITA,1983,January,January-1983,4465702549.999999
Italy,ITA,1984,January,January-1984,4488765220
Italy,ITA,1985,January,January-1985,4469554500
Italy,ITA,1986,January,January-1986,4518831200
Italy,ITA,1987,January,January-1987,4689478079.999999
Italy,ITA,1988,January,January-1988,4745608139.999999
Italy,ITA,1989,January,January-1989,4812107020.000001
Italy,ITA,1990,January,January-1990,4880456400
Italy,ITA,1991,January,January-1991,4934115840
Italy,ITA,1992,January,January-1992,4943613949.999999
Italy,ITA,1993,January,January-1993,5024844300
Italy,ITA,1994,January,January-1994,5001647880
Italy,ITA,1995,January,January-1995,4805474700.000001
Italy,ITA,1996,January,January-1996,4990904900
Italy,ITA,1997,January,January-1997,4867568160
Italy,ITA,1998,January,January-1998,5012676620
Italy,ITA,1999,January,January-1999,5012922879.999999
Italy,ITA,2000,January,January-2000,5026312720.000001
Italy,ITA,2001,January,January-2001,5126143750.000001
Italy,ITA,2002,January,January-2002,5104154580.000001
Italy,ITA,2003,January,January-2003,4969586450
Italy,ITA,2004,January,January-2004,4962087240
Italy,ITA,2005,January,January-2005,4927658550
Italy,ITA,2006,January,January-2006,4977325860.000001
Italy,ITA,2007,January,January-2007,5153962040
Italy,ITA,2008,January,January-2008,5066113560
Italy,ITA,2009,January,January-2009,5180049839.999999
Italy,ITA,2010,January,January-2010,5307807750
Italy,ITA,2011,January,January-2011,5162790960
Italy,ITA,2012,January,January-2012,5180731080
Italy,ITA,2013,January,January-2013,5056434680
Italy,ITA,2014,January,January-2014,4751850600
Italy,ITA,2015,January,January-2015,4705699040
Italy,ITA,2016,January,January-2016,4651638840
Italy,ITA,2017,January,January-2017,4911560300
Japan,JPN,1961,January,January-1961,722446040
Japan,JPN,1962,January,January-1962,917360990
Japan,JPN,1963,January,January-1963,937864970
Japan,JPN,1964,January,January-1964,1063378680
Japan,JPN,1965,January,January-1965,1132140500
Japan,JPN,1966,January,January-1966,1310683359.9999998
Japan,JPN,1967,January,January-1967,1386302500
Japan,JPN,1968,January,January-1968,1434842200
Japan,JPN,1969,January,January-1969,1632131920.0000002
Japan,JPN,1970,January,January-1970,1841503950
Japan,JPN,1971,January,January-1971,2084904929.9999995
Japan,JPN,1972,January,January-1972,2323643520
Japan,JPN,1973,January,January-1973,2541072800
Japan,JPN,1974,January,January-1974,2549088079.9999995
Japan,JPN,1975,January,January-1975,2625967680.0000005
Japan,JPN,1976,January,January-1976,2769220440
Japan,JPN,1977,January,January-1977,2997010800
Japan,JPN,1978,January,January-1978,3268946589.9999995
Japan,JPN,1979,January,January-1979,3555094140
Japan,JPN,1980,January,January-1980,3555717060
Japan,JPN,1981,January,January-1981,3633229799.9999995
Japan,JPN,1982,January,January-1982,3691010300
Japan,JPN,1983,January,January-1983,3798299119.9999995
Japan,JPN,1984,January,January-1984,3928947380
Japan,JPN,1985,January,January-1985,4112332419.9999995
Japan,JPN,1986,January,January-1986,4270663739.999999
Japan,JPN,1987,January,January-1987,4493395230
Japan,JPN,1988,January,January-1988,4688814900.000001
Japan,JPN,1989,January,January-1989,4811008020
Japan,JPN,1990,January,January-1990,4772276650.000001
Japan,JPN,1991,January,January-1991,4806057100
Japan,JPN,1992,January,January-1992,4990680420
Japan,JPN,1993,January,January-1993,5044621910
Japan,JPN,1994,January,January-1994,5121533390
Japan,JPN,1995,January,January-1995,5567641900
Japan,JPN,1996,January,January-1996,5612862080
Japan,JPN,1997,January,January-1997,5365036039.999999
Japan,JPN,1998,January,January-1998,5384676120
Japan,JPN,1999,January,January-1999,5622716160
Japan,JPN,2000,January,January-2000,5771736240
Japan,JPN,2001,January,January-2001,5717755780
Japan,JPN,2002,January,January-2002,5712980310
Japan,JPN,2003,January,January-2003,5762609999.999999
Japan,JPN,2004,January,January-2004,5679437200
Japan,JPN,2005,January,January-2005,5994107460
Japan,JPN,2006,January,January-2006,5883057630
Japan,JPN,2007,January,January-2007,5932567980
Japan,JPN,2008,January,January-2008,5974492720
Japan,JPN,2009,January,January-2009,5885247900
Japan,JPN,2010,January,January-2010,6125026300.000001
Japan,JPN,2011,January,January-2011,6268181220
Japan,JPN,2012,January,January-2012,6392946720
Japan,JPN,2013,January,January-2013,6345127299.999999
Japan,JPN,2014,January,January-2014,6020097930
Japan,JPN,2015,January,January-2015,5905227900
Japan,JPN,2016,January,January-2016,6034246490.000001
Japan,JPN,2017,January,January-2017,6289722990
Mexico,MEX,1961,January,January-1961,946094480
Mexico,MEX,1962,January,January-1962,1020551050
Mexico,MEX,1963,January,January-1963,1039037720
Mexico,MEX,1964,January,January-1964,1082106299.9999998
Mexico,MEX,1965,January,January-1965,1109277360
Mexico,MEX,1966,January,January-1966,1119336800
Mexico,MEX,1967,January,January-1967,1156995840
Mexico,MEX,1968,January,January-1968,1160915040
Mexico,MEX,1969,January,January-1969,1185194850
Mexico,MEX,1970,January,January-1970,1202899840
Mexico,MEX,1971,January,January-1971,1231893959.9999998
Mexico,MEX,1972,January,January-1972,1316935200
Mexico,MEX,1973,January,January-1973,1396271960
Mexico,MEX,1974,January,January-1974,1526271110
Mexico,MEX,1975,January,January-1975,1719690799.9999998
Mexico,MEX,1976,January,January-1976,1922998800
Mexico,MEX,1977,January,January-1977,2088541400
Mexico,MEX,1978,January,January-1978,2166387050
Mexico,MEX,1979,January,January-1979,2220443920
Mexico,MEX,1980,January,January-1980,2444139270
Mexico,MEX,1981,January,January-1981,2657632320.0000005
Mexico,MEX,1982,January,January-1982,2769169230
Mexico,MEX,1983,January,January-1983,2981796090
Mexico,MEX,1984,January,January-1984,2964454110
Mexico,MEX,1985,January,January-1985,2912428389.9999995
Mexico,MEX,1986,January,January-1986,3010065210
Mexico,MEX,1987,January,January-1987,2991383999.9999995
Mexico,MEX,1988,January,January-1988,3043321630
Mexico,MEX,1989,January,January-1989,2796427550
Mexico,MEX,1990,January,January-1990,2913661530
Mexico,MEX,1991,January,January-1991,3297381280
Mexico,MEX,1992,January,January-1992,3468197250
Mexico,MEX,1993,January,January-1993,3632738750
Mexico,MEX,1994,January,January-1994,3948832799.9999995
Mexico,MEX,1995,January,January-1995,3965341380
Mexico,MEX,1996,January,January-1996,3874915200
Mexico,MEX,1997,January,January-1997,4241411130.0000005
Mexico,MEX,1998,January,January-1998,4667361040
Mexico,MEX,1999,January,January-1999,4911294299.999999
Mexico,MEX,2000,January,January-2000,5245656000
Mexico,MEX,2001,January,January-2001,5495327420.000001
Mexico,MEX,2002,January,January-2002,5745202500
Mexico,MEX,2003,January,January-2003,5771505190
Mexico,MEX,2004,January,January-2004,5959445300
Mexico,MEX,2005,January,January-2005,6221433450.000001
Mexico,MEX,2006,January,January-2006,6412727200.000001
Mexico,MEX,2007,January,January-2007,6542618029.999999
Mexico,MEX,2008,January,January-2008,6750849800
Mexico,MEX,2009,January,January-2009,6906414240
Mexico,MEX,2010,January,January-2010,7000746480
Mexico,MEX,2011,January,January-2011,7052767199.999999
Mexico,MEX,2012,January,January-2012,7184205240.000001
Mexico,MEX,2013,January,January-2013,7393415940.000001
Mexico,MEX,2014,January,January-2014,7360911800
Mexico,MEX,2015,January,January-2015,7613687840
Mexico,MEX,2016,January,January-2016,7837812150
Mexico,MEX,2017,January,January-2017,8094283990.000001
Myanmar,MMR,1961,January,January-1961,105729120.00000001
Myanmar,MMR,1962,January,January-1962,106453620.00000001
Myanmar,MMR,1963,January,January-1963,116221980
Myanmar,MMR,1964,January,January-1964,124756680
Myanmar,MMR,1965,January,January-1965,132211550
Myanmar,MMR,1966,January,January-1966,143482720
Myanmar,MMR,1967,January,January-1967,161099400.00000003
Myanmar,MMR,1968,January,January-1968,160252400
Myanmar,MMR,1969,January,January-1969,175797600
Myanmar,MMR,1970,January,January-1970,188156100
Myanmar,MMR,1971,January,January-1971,190931760
Myanmar,MMR,1972,January,January-1972,188276300
Myanmar,MMR,1973,January,January-1973,191216519.99999997
Myanmar,MMR,1974,January,January-1974,184294879.99999997
Myanmar,MMR,1975,January,January-1975,193767630
Myanmar,MMR,1976,January,January-1976,205106700
Myanmar,MMR,1977,January,January-1977,207214690
Myanmar,MMR,1978,January,January-1978,215815910
Myanmar,MMR,1979,January,January-1979,230349280
Myanmar,MMR,1980,January,January-1980,240594719.99999997
Myanmar,MMR,1981,January,January-1981,258122880.00000003
Myanmar,MMR,1982,January,January-1982,272650420
Myanmar,MMR,1983,January,January-1983,280623480
Myanmar,MMR,1984,January,January-1984,289742760
Myanmar,MMR,1985,January,January-1985,298878990
Myanmar,MMR,1986,January,January-1986,300683460
Myanmar,MMR,1987,January,January-1987,312473719.99999994
Myanmar,MMR,1988,January,January-1988,322692300
Myanmar,MMR,1989,January,January-1989,259863780
Myanmar,MMR,1990,January,January-1990,198821350.00000003
Myanmar,MMR,1991,January,January-1991,204842100.00000003
Myanmar,MMR,1992,January,January-1992,217522260
Myanmar,MMR,1993,January,January-1993,227745900.00000003
Myanmar,MMR,1994,January,January-1994,267673110
Myanmar,MMR,1995,January,January-1995,293265360
Myanmar,MMR,1996,January,January-1996,319609880
Myanmar,MMR,1997,January,January-1997,338152770
Myanmar,MMR,1998,January,January-1998,348924150.00000006
Myanmar,MMR,1999,January,January-1999,374527910
Myanmar,MMR,2000,January,January-2000,448512000
Myanmar,MMR,2001,January,January-2001,502946249.99999994
Myanmar,MMR,2002,January,January-2002,612493680
Myanmar,MMR,2003,January,January-2003,741976090
Myanmar,MMR,2004,January,January-2004,873666360.0000001
Myanmar,MMR,2005,January,January-2005,1049977500
Myanmar,MMR,2006,January,January-2006,1201958380
Myanmar,MMR,2007,January,January-2007,1335301110
Myanmar,MMR,2008,January,January-2008,1472435700
Myanmar,MMR,2009,January,January-2009,1684882499.9999998
Myanmar,MMR,2010,January,January-2010,1910187750.0000005
Myanmar,MMR,2011,January,January-2011,2016694049.9999998
Myanmar,MMR,2012,January,January-2012,2020570200.0000002
Myanmar,MMR,2013,January,January-2013,2023783560.0000005
Myanmar,MMR,2014,January,January-2014,2711815470
Myanmar,MMR,2015,January,January-2015,2914312920
Myanmar,MMR,2016,January,January-2016,2989085749.9999995
Myanmar,MMR,2017,January,January-2017,3109025919.9999995
Pakistan,PAK,1961,January,January-1961,360688949.99999994
Pakistan,PAK,1962,January,January-1962,372400110
Pakistan,PAK,1963,January,January-1963,379837950
Pakistan,PAK,1964,January,January-1964,390572360
Pakistan,PAK,1965,January,January-1965,398687940.00000006
Pakistan,PAK,1966,January,January-1966,410241000
Pakistan,PAK,1967,January,January-1967,421199600
Pakistan,PAK,1968,January,January-1968,430905460
Pakistan,PAK,1969,January,January-1969,441464400.00000006
Pakistan,PAK,1970,January,January-1970,454089020
Pakistan,PAK,1971,January,January-1971,468314560
Pakistan,PAK,1972,January,January-1972,483690160
Pakistan,PAK,1973,January,January-1973,510470910
Pakistan,PAK,1974,January,January-1974,534176380
Pakistan,PAK,1975,January,January-1975,553244760.0000001
Pakistan,PAK,1976,January,January-1976,578893940
Pakistan,PAK,1977,January,January-1977,605981320.0000001
Pakistan,PAK,1978,January,January-1978,631690110
Pakistan,PAK,1979,January,January-1979,664181190.0000001
Pakistan,PAK,1980,January,January-1980,695461140
Pakistan,PAK,1981,January,January-1981,729347200.0000001
Pakistan,PAK,1982,January,January-1982,760899840.0000001
Pakistan,PAK,1983,January,January-1983,806774100.0000001
Pakistan,PAK,1984,January,January-1984,858238680.0000001
Pakistan,PAK,1985,January,January-1985,920998080
Pakistan,PAK,1986,January,January-1986,1024513400
Pakistan,PAK,1987,January,January-1987,1084094580
Pakistan,PAK,1988,January,January-1988,1157873800
Pakistan,PAK,1989,January,January-1989,1234298530
Pakistan,PAK,1990,January,January-1990,1284240640
Pakistan,PAK,1991,January,January-1991,1341533690
Pakistan,PAK,1992,January,January-1992,1431861270
Pakistan,PAK,1993,January,January-1993,1600579290.0000002
Pakistan,PAK,1994,January,January-1994,1713969120
Pakistan,PAK,1995,January,January-1995,1813333049.9999998
Pakistan,PAK,1996,January,January-1996,1492530279.9999998
Pakistan,PAK,1997,January,January-1997,1635591360
Pakistan,PAK,1998,January,January-1998,1568224183.04
Pakistan,PAK,1999,January,January-1999,1630229905.92
Pakistan,PAK,2000,January,January-2000,1678235760.0000002
Pakistan,PAK,2001,January,January-2001,1734218639.9999998
Pakistan,PAK,2002,January,January-2002,1793104499.9999998
Pakistan,PAK,2003,January,January-2003,1852425203.1999996
Pakistan,PAK,2004,January,January-2004,1909746252.48
Pakistan,PAK,2005,January,January-2005,1963724000
Pakistan,PAK,2006,January,January-2006,2279919811.2000003
Pakistan,PAK,2007,January,January-2007,2384551680
Pakistan,PAK,2008,January,January-2008,2488910384.0000005
Pakistan,PAK,2009,January,January-2009,2597784800
Pakistan,PAK,2010,January,January-2010,2714700128.96
Pakistan,PAK,2011,January,January-2011,2845436800.0000005
Pakistan,PAK,2012,January,January-2012,2981497600
Pakistan,PAK,2013,January,January-2013,3138592878.72
Pakistan,PAK,2014,January,January-2014,3013556026.56
Pakistan,PAK,2015,January,January-2015,3152940996.48
Pakistan,PAK,2016,January,January-2016,3319185430.3999996
Philippines,PHL,1961,January,January-1961,344673090
Philippines,PHL,1962,January,January-1962,389989530
Philippines,PHL,1963,January,January-1963,409373430.00000006
Philippines,PHL,1964,January,January-1964,422721490
Philippines,PHL,1965,January,January-1965,473541200
Philippines,PHL,1966,January,January-1966,523206880.00000006
Philippines,PHL,1967,January,January-1967,534374720.00000006
Philippines,PHL,1968,January,January-1968,586681200.0000001
Philippines,PHL,1969,January,January-1969,596579900
Philippines,PHL,1970,January,January-1970,562480840
Philippines,PHL,1971,January,January-1971,577071000
Philippines,PHL,1972,January,January-1972,546849660.0000001
Philippines,PHL,1973,January,January-1973,625928920
Philippines,PHL,1974,January,January-1974,736240960
Philippines,PHL,1975,January,January-1975,613922820
Philippines,PHL,1976,January,January-1976,595955880
Philippines,PHL,1977,January,January-1977,570231030
Philippines,PHL,1978,January,January-1978,618764400
Philippines,PHL,1979,January,January-1979,740966400.0000001
Philippines,PHL,1980,January,January-1980,796561560
Philippines,PHL,1981,January,January-1981,845936740
Philippines,PHL,1982,January,January-1982,812389759.9999999
Philippines,PHL,1983,January,January-1983,855445759.9999999
Philippines,PHL,1984,January,January-1984,867947609.9999998
Philippines,PHL,1985,January,January-1985,706130760
Philippines,PHL,1986,January,January-1986,789490800
Philippines,PHL,1987,January,January-1987,856096800.0000001
Philippines,PHL,1988,January,January-1988,930136900
Philippines,PHL,1989,January,January-1989,1045709529.9999999
Philippines,PHL,1990,January,January-1990,1132059550
Philippines,PHL,1991,January,January-1991,1310980300
Philippines,PHL,1992,January,January-1992,1342012800
Philippines,PHL,1993,January,January-1993,1449751380
Philippines,PHL,1994,January,January-1994,1536117930
Philippines,PHL,1995,January,January-1995,1646204560.0000002
Philippines,PHL,1996,January,January-1996,1809326680
Philippines,PHL,1997,January,January-1997,1951388320.0000002
Philippines,PHL,1998,January,January-1998,1986275200
Philippines,PHL,1999,January,January-1999,2153919720
Philippines,PHL,2000,January,January-2000,2243829840
Philippines,PHL,2001,January,January-2001,2336809090
Philippines,PHL,2002,January,January-2002,2466173150
Philippines,PHL,2003,January,January-2003,2548035360
Philippines,PHL,2004,January,January-2004,2564201970
Philippines,PHL,2005,January,January-2005,2562155680
Philippines,PHL,2006,January,January-2006,2738621240
Philippines,PHL,2007,January,January-2007,2954835249.9999995
Philippines,PHL,2008,January,January-2008,3056125240
Philippines,PHL,2009,January,January-2009,3091248300.000001
Philippines,PHL,2010,January,January-2010,3239042490
Philippines,PHL,2011,January,January-2011,3295253600.0000005
Philippines,PHL,2012,January,January-2012,3381068140
Philippines,PHL,2013,January,January-2013,3470407200
Philippines,PHL,2014,January,January-2014,3475739540
Philippines,PHL,2015,January,January-2015,3608673419.9999995
Philippines,PHL,2016,January,January-2016,3840751199.9999995
Philippines,PHL,2017,January,January-2017,3894556189.9999995
Poland,POL,1961,January,January-1961,1399946239.9999998
Poland,POL,1962,January,January-1962,1418862410.0000002
Poland,POL,1963,January,January-1963,1424306240
Poland,POL,1964,January,January-1964,1489279049.9999998
Poland,POL,1965,January,January-1965,1558014480
Poland,POL,1966,January,January-1966,1604831520.0000002
Poland,POL,1967,January,January-1967,1659542039.9999998
Poland,POL,1968,January,January-1968,1703950000
Poland,POL,1969,January,January-1969,1712617910.0000002
Poland,POL,1970,January,January-1970,1733783679.9999998
Poland,POL,1971,January,January-1971,1861245100
Poland,POL,1972,January,January-1972,2047821660
Poland,POL,1973,January,January-1973,2169775280
Poland,POL,1974,January,January-1974,2301427520
Poland,POL,1975,January,January-1975,2505021540.0000005
Poland,POL,1976,January,January-1976,2456872200
Poland,POL,1977,January,January-1977,2478049280
Poland,POL,1978,January,January-1978,2556794940
Poland,POL,1979,January,January-1979,2672715190.0000005
Poland,POL,1980,January,January-1980,2723430200
Poland,POL,1981,January,January-1981,2401314540.0000005
Poland,POL,1982,January,January-1982,2181288840
Poland,POL,1983,January,January-1983,2241613920.0000005
Poland,POL,1984,January,January-1984,2207047680
Poland,POL,1985,January,January-1985,2355780960
Poland,POL,1986,January,January-1986,2632759200
Poland,POL,1987,January,January-1987,2684771440
Poland,POL,1988,January,January-1988,2768090710.0000005
Poland,POL,1989,January,January-1989,2785643790.0000005
Poland,POL,1990,January,January-1990,2771080000
Poland,POL,1991,January,January-1991,2969331510
Poland,POL,1992,January,January-1992,2905721860.0000005
Poland,POL,1993,January,January-1993,2811293400
Poland,POL,1994,January,January-1994,2630030389.9999995
Poland,POL,1995,January,January-1995,2663285750
Poland,POL,1996,January,January-1996,2718420900
Poland,POL,1997,January,January-1997,2537417350
Poland,POL,1998,January,January-1998,2682897479.9999995
Poland,POL,1999,January,January-1999,2789623440.0000005
Poland,POL,2000,January,January-2000,2726365470.0000005
Poland,POL,2001,January,January-2001,2725612200
Poland,POL,2002,January,January-2002,2845106880
Poland,POL,2003,January,January-2003,2887378620.0000005
Poland,POL,2004,January,January-2004,2809344000
Poland,POL,2005,January,January-2005,2795181650
Poland,POL,2006,January,January-2006,2913753380
Poland,POL,2007,January,January-2007,2893350320.0000005
Poland,POL,2008,January,January-2008,2822691630.0000005
Poland,POL,2009,January,January-2009,2858758079.9999995
Poland,POL,2010,January,January-2010,2864017600
Poland,POL,2011,January,January-2011,2920915229.9999995
Poland,POL,2012,January,January-2012,2880404450.0000005
Poland,POL,2013,January,January-2013,2903060640
Poland,POL,2014,January,January-2014,3112796520
Poland,POL,2015,January,January-2015,3233270340
Poland,POL,2016,January,January-2016,3278450700.0000005
Poland,POL,2017,January,January-2017,3366051570
Russia,RUS,1992,January,January-1992,9075545000.32
Russia,RUS,1993,January,January-1993,8725874940
Russia,RUS,1994,January,January-1994,8154744090.24
Russia,RUS,1995,January,January-1995,7873818664.96
Russia,RUS,1996,January,January-1996,7390688130.56
Russia,RUS,1997,January,January-1997,7218087800
Russia,RUS,1998,January,January-1998,6939229113.28
Russia,RUS,1999,January,January-1999,6008864400
Russia,RUS,2000,January,January-2000,5835702981.12
Russia,RUS,2001,January,January-2001,6646977344.639999
Russia,RUS,2002,January,January-2002,7266608640
Russia,RUS,2003,January,January-2003,7483619663.999999
Russia,RUS,2004,January,January-2004,7204049600.000001
Russia,RUS,2005,January,January-2005,7488184640
Russia,RUS,2006,January,January-2006,7993283665.920001
Russia,RUS,2007,January,January-2007,8614584580
Russia,RUS,2008,January,January-2008,9291129621.12
Russia,RUS,2009,January,January-2009,9137096760
Russia,RUS,2010,January,January-2010,9379222752.960001
Russia,RUS,2011,January,January-2011,9517450219.84
Russia,RUS,2012,January,January-2012,10477003440
Russia,RUS,2013,January,January-2013,10798395901.44
Russia,RUS,2014,January,January-2014,10621303712.64
Russia,RUS,2015,January,January-2015,10598402915.199999
Russia,RUS,2016,January,January-2016,10703862589.439999
Russia,RUS,2017,January,January-2017,11147598000
"South Africa",ZAF,1961,January,January-1961,565006000
"South Africa",ZAF,1962,January,January-1962,568084920
"South Africa",ZAF,1963,January,January-1963,587141010.0000001
"South Africa",ZAF,1964,January,January-1964,610718719.9999999
"South Africa",ZAF,1965,January,January-1965,642031200
"South Africa",ZAF,1966,January,January-1966,655707360
"South Africa",ZAF,1967,January,January-1967,678532750
"South Africa",ZAF,1968,January,January-1968,713075100
"South Africa",ZAF,1969,January,January-1969,754509600
"South Africa",ZAF,1970,January,January-1970,731620500.0000001
"South Africa",ZAF,1971,January,January-1971,751571399.9999999
"South Africa",ZAF,1972,January,January-1972,829072019.9999999
"South Africa",ZAF,1973,January,January-1973,844846290
"South Africa",ZAF,1974,January,January-1974,865247720
"South Africa",ZAF,1975,January,January-1975,903996600.0000001
"South Africa",ZAF,1976,January,January-1976,941241910
"South Africa",ZAF,1977,January,January-1977,953580810
"South Africa",ZAF,1978,January,January-1978,984602920
"South Africa",ZAF,1979,January,January-1979,1005667779.9999998
"South Africa",ZAF,1980,January,January-1980,1029194280
"South Africa",ZAF,1981,January,January-1981,1023721700
"South Africa",ZAF,1982,January,January-1982,1105299000
"South Africa",ZAF,1983,January,January-1983,1129731299.9999998
"South Africa",ZAF,1984,January,January-1984,1180064520
"South Africa",ZAF,1985,January,January-1985,1229383980
"South Africa",ZAF,1986,January,January-1986,1178389280
"South Africa",ZAF,1987,January,January-1987,1258393620
"South Africa",ZAF,1988,January,January-1988,1270656200
"South Africa",ZAF,1989,January,January-1989,1279107999.9999998
"South Africa",ZAF,1990,January,January-1990,1497800699.9999998
"South Africa",ZAF,1991,January,January-1991,1502724959.9999995
"South Africa",ZAF,1992,January,January-1992,1589073570.0000002
"South Africa",ZAF,1993,January,January-1993,1577433200
"South Africa",ZAF,1994,January,January-1994,1630672800
"South Africa",ZAF,1995,January,January-1995,1549292039.9999998
"South Africa",ZAF,1996,January,January-1996,1560804949.9999998
"South Africa",ZAF,1997,January,January-1997,1641243659.9999998
"South Africa",ZAF,1998,January,January-1998,1546342800.0000002
"South Africa",ZAF,1999,January,January-1999,1650740969.9999998
"South Africa",ZAF,2000,January,January-2000,1870219119.9999998
"South Africa",ZAF,2001,January,January-2001,1780914679.9999995
"South Africa",ZAF,2002,January,January-2002,1846963020.0000002
"South Africa",ZAF,2003,January,January-2003,1964066760
"South Africa",ZAF,2004,January,January-2004,2054364480
"South Africa",ZAF,2005,January,January-2005,2198216710
"South Africa",ZAF,2006,January,January-2006,2401660170.0000005
"South Africa",ZAF,2007,January,January-2007,2593536000
"South Africa",ZAF,2008,January,January-2008,2815002450
"South Africa",ZAF,2009,January,January-2009,2901417959.9999995
"South Africa",ZAF,2010,January,January-2010,2982365910
"South Africa",ZAF,2011,January,January-2011,3084357239.9999995
"South Africa",ZAF,2012,January,January-2012,3189528210
"South Africa",ZAF,2013,January,January-2013,3485360040
"South Africa",ZAF,2014,January,January-2014,3340820000
"South Africa",ZAF,2015,January,January-2015,3367468800
"South Africa",ZAF,2016,January,January-2016,3511313759.9999995
"South Africa",ZAF,2017,January,January-2017,3421170100
"South Korea",KOR,1961,January,January-1961,107205240.00000001
"South Korea",KOR,1962,January,January-1962,86870880
"South Korea",KOR,1963,January,January-1963,116125960
"South Korea",KOR,1964,January,January-1964,140485800
"South Korea",KOR,1965,January,January-1965,143324159.99999997
"South Korea",KOR,1966,January,January-1966,153188140
"South Korea",KOR,1967,January,January-1967,138183090
"South Korea",KOR,1968,January,January-1968,141176439.99999997
"South Korea",KOR,1969,January,January-1969,160558959.99999997
"South Korea",KOR,1970,January,January-1970,173858399.99999997
"South Korea",KOR,1971,January,January-1971,180023479.99999997
"South Korea",KOR,1972,January,January-1972,191995110
"South Korea",KOR,1973,January,January-1973,200825519.99999997
"South Korea",KOR,1974,January,January-1974,215294390
"South Korea",KOR,1975,January,January-1975,251544689.99999994
"South Korea",KOR,1976,January,January-1976,267767900
"South Korea",KOR,1977,January,January-1977,313685000
"South Korea",KOR,1978,January,January-1978,417269760.00000006
"South Korea",KOR,1979,January,January-1979,558163680
"South Korea",KOR,1980,January,January-1980,501446280
"South Korea",KOR,1981,January,January-1981,501439980
"South Korea",KOR,1982,January,January-1982,586058000
"South Korea",KOR,1983,January,January-1983,678100880.0000001
"South Korea",KOR,1984,January,January-1984,713239200
"South Korea",KOR,1985,January,January-1985,750793600
"South Korea",KOR,1986,January,January-1986,748547100
"South Korea",KOR,1987,January,January-1987,819566420.0000001
"South Korea",KOR,1988,January,January-1988,876672210.0000001
"South Korea",KOR,1989,January,January-1989,941175649.9999999
"South Korea",KOR,1990,January,January-1990,1084108680
"South Korea",KOR,1991,January,January-1991,1224853520
"South Korea",KOR,1992,January,January-1992,1514071440
"South Korea",KOR,1993,January,January-1993,1532217600
"South Korea",KOR,1994,January,January-1994,1638170999.9999998
"South Korea",KOR,1995,January,January-1995,1738798269.9999998
"South Korea",KOR,1996,January,January-1996,1878078550.0000002
"South Korea",KOR,1997,January,January-1997,1958248440
"South Korea",KOR,1998,January,January-1998,1838732240.0000002
"South Korea",KOR,1999,January,January-1999,2170304720
"South Korea",KOR,2000,January,January-2000,2254292820.0000005
"South Korea",KOR,2001,January,January-2001,2082843959.9999998
"South Korea",KOR,2002,January,January-2002,2416799999.9999995
"South Korea",KOR,2003,January,January-2003,2563141710
"South Korea",KOR,2004,January,January-2004,2187034300
"South Korea",KOR,2005,January,January-2005,2425309800
"South Korea",KOR,2006,January,January-2006,2671292000
"South Korea",KOR,2007,January,January-2007,2760670500
"South Korea",KOR,2008,January,January-2008,2750257439.9999995
"South Korea",KOR,2009,January,January-2009,2783170800
"South Korea",KOR,2010,January,January-2010,2929654980
"South Korea",KOR,2011,January,January-2011,3096689200.0000005
"South Korea",KOR,2012,January,January-2012,3184880820
"South Korea",KOR,2013,January,January-2013,3202509060
"South Korea",KOR,2014,January,January-2014,3224741760
"South Korea",KOR,2015,January,January-2015,3392943479.9999995
"South Korea",KOR,2016,January,January-2016,3515277850
"South Korea",KOR,2017,January,January-2017,3612487199.9999995
Spain,ESP,1961,January,January-1961,668992100
Spain,ESP,1962,January,January-1962,737409750
Spain,ESP,1963,January,January-1963,928530820.0000001
Spain,ESP,1964,January,January-1964,958210880
Spain,ESP,1965,January,January-1965,965665840
Spain,ESP,1966,January,January-1966,1167112640
Spain,ESP,1967,January,January-1967,1276430400
Spain,ESP,1968,January,January-1968,1305531840
Spain,ESP,1969,January,January-1969,1375243540
Spain,ESP,1970,January,January-1970,1563746600
Spain,ESP,1971,January,January-1971,1577310010
Spain,ESP,1972,January,January-1972,1684670399.9999998
Spain,ESP,1973,January,January-1973,1842525260
Spain,ESP,1974,January,January-1974,1966079920
Spain,ESP,1975,January,January-1975,1972627420.0000002
