Entity,Code,Year,Bovine_meat,Poultry_meat,Pigmeat,Mutton_Goat,Meat_Other,TOTAL_meat_consumed_per_capita,Total_population,Total_Meat_Consumption,month,dates
Italy,ITA,2003,24.67,14.98,40.1,1.42,5.16,86.33,57565000,4969586450,January,January-2003
Italy,ITA,2004,23.53,15.74,39.64,1.41,5.31,85.63,57948000,4962087240,January,January-2004
Italy,ITA,2005,23.61,15.41,38.69,1.45,5.39,84.55,58281000,4927658550,January,January-2005
Italy,ITA,2006,24.28,13.46,40.32,1.48,5.48,85.02000000000001,58543000,4977325860.000001,January,January-2006
Italy,ITA,2007,24.05,15.81,40.94,1.4,5.53,87.73,58748000,5153962040,January,January-2007
Italy,ITA,2008,22.91,17.04,38.94,1.36,5.73,85.98,58922000,5066113560,January,January-2008
Italy,ITA,2009,23.59,17.35,39.69,1.33,5.68,87.63999999999999,59106000,5180049839.999999,January,January-2009
Italy,ITA,2010,23.13,17.56,41.87,1.23,5.68,89.47,59325000,5307807750,January,January-2010
Italy,ITA,2011,21.53,18.13,40.12,1.17,5.69,86.64,59589000,5162790960,January,January-2011
Italy,ITA,2012,20.73,19.02,39.78,1.1,5.89,86.52,59879000,5180731080,January,January-2012
Italy,ITA,2013,18.6,18.61,40.28,0.92,5.63,84.04,60167000,5056434680,January,January-2013
Italy,ITA,2014,19.31,18.48,36.73,0.98,3.16,78.66,60410000,4751850600,January,January-2014
Italy,ITA,2015,16.99,18.52,39.07,0.91,2.19,77.67999999999999,60578000,4705699040,January,January-2015
Italy,ITA,2016,16.77,18.63,38.25,0.96,2.07,76.67999999999999,60663000,4651638840,January,January-2016
Italy,ITA,2017,15.56,18.88,43.77,0.89,1.85,80.95,60674000,4911560300,January,January-2017
Japan,JPN,1961,1.57,1.39,2.17,0.28,2.23,7.640000000000001,94561000,722446040,January,January-1961
Japan,JPN,1962,1.57,1.61,3.38,0.27,2.78,9.61,95459000,917360990,January,January-1962
Japan,JPN,1963,1.96,1.87,2.94,0.53,2.43,9.73,96389000,937864970,January,January-1963
Japan,JPN,1964,2.48,1.85,3.54,0.65,2.4,10.92,97379000,1063378680,January,January-1964
Japan,JPN,1965,2.31,2.12,4.09,0.56,2.42,11.5,98447000,1132140500,January,January-1965
Japan,JPN,1966,1.7,2.47,5.62,0.94,2.43,13.159999999999998,99596000,1310683359.9999998,January,January-1966
Japan,JPN,1967,1.71,2.95,5.93,0.98,2.18,13.75,100822000,1386302500,January,January-1967
Japan,JPN,1968,1.85,3.34,5.82,1.07,1.97,14.05,102124000,1434842200,January,January-1968
Japan,JPN,1969,2.49,4.02,6.04,1.25,1.97,15.770000000000001,103496000,1632131920.0000002,January,January-1969
Japan,JPN,1970,2.91,4.73,7.1,1.06,1.75,17.55,104929000,1841503950,January,January-1970
Japan,JPN,1971,3.26,5.28,8.11,1.22,1.72,19.589999999999996,106427000,2084904929.9999995,January,January-1971
Japan,JPN,1972,3.61,5.98,8.77,1.4,1.76,21.52,107976000,2323643520,January,January-1972
Japan,JPN,1973,3.69,6.43,10.08,1.22,1.78,23.2,109529000,2541072800,January,January-1973
Japan,JPN,1974,3.49,6.7,10.35,0.81,1.61,22.959999999999997,111023000,2549088079.9999995,January,January-1974
Japan,JPN,1975,3.66,6.71,10.39,1.16,1.44,23.360000000000003,112413000,2625967680.0000005,January,January-1975
Japan,JPN,1976,3.68,7.53,10.65,1.19,1.31,24.36,113679000,2769220440,January,January-1976
Japan,JPN,1977,4.15,8.22,11.19,1.29,1.25,26.1,114828000,2997010800,January,January-1977
Japan,JPN,1978,4.71,9.14,12.01,1.2,1.15,28.209999999999997,115879000,3268946589.9999995,January,January-1978
Japan,JPN,1979,5.02,9.89,13.41,1.01,1.09,30.42,116867000,3555094140,January,January-1979
Japan,JPN,1980,4.97,10.11,13.46,0.67,0.97,30.18,117817000,3555717060,January,January-1980
Japan,JPN,1981,5.36,10.26,13.34,0.74,0.9,30.599999999999998,118733000,3633229799.9999995,January,January-1981
Japan,JPN,1982,5.4,10.71,13.14,0.71,0.9,30.86,119605000,3691010300,January,January-1982
Japan,JPN,1983,5.63,11.09,13.26,0.68,0.88,31.539999999999996,120428000,3798299119.9999995,January,January-1983
Japan,JPN,1984,6.03,11.52,13.39,0.62,0.86,32.42,121189000,3928947380,January,January-1984
Japan,JPN,1985,6.2,11.89,14.18,0.65,0.82,33.739999999999995,121883000,4112332419.9999995,January,January-1985
Japan,JPN,1986,6.51,12.64,14.44,0.65,0.62,34.85999999999999,122509000,4270663739.999999,January,January-1986
Japan,JPN,1987,6.94,13.19,15.24,0.62,0.52,36.51,123073000,4493395230,January,January-1987
Japan,JPN,1988,7.48,13.9,15.52,0.63,0.41,37.940000000000005,123585000,4688814900.000001,January,January-1988
Japan,JPN,1989,8.19,13.78,15.85,0.56,0.4,38.78,124059000,4811008020,January,January-1989
Japan,JPN,1990,8.42,13.62,15.39,0.52,0.38,38.330000000000005,124505000,4772276650.000001,January,January-1990
Japan,JPN,1991,8.43,13.83,15.33,0.52,0.36,38.47,124930000,4806057100,January,January-1991
Japan,JPN,1992,9.13,14.28,15.54,0.54,0.33,39.82,125331000,4990680420,January,January-1992
Japan,JPN,1993,10.13,13.86,15.36,0.45,0.33,40.13,125707000,5044621910,January,January-1993
Japan,JPN,1994,10.83,13.88,15.25,0.38,0.29,40.63,126053000,5121533390,January,January-1994
Japan,JPN,1995,11.35,14.79,17.25,0.38,0.29,44.06,126365000,5567641900,January,January-1995
Japan,JPN,1996,10.73,14.86,18.14,0.33,0.26,44.32,126644000,5612862080,January,January-1996
Japan,JPN,1997,10.7,14.55,16.52,0.29,0.22,42.279999999999994,126893000,5365036039.999999,January,January-1997
Japan,JPN,1998,10.89,14.51,16.46,0.28,0.22,42.36,127117000,5384676120,January,January-1998
Japan,JPN,1999,11.09,15.17,17.45,0.24,0.21,44.16,127326000,5622716160,January,January-1999
Japan,JPN,2000,11.42,15.59,17.85,0.21,0.19,45.26,127524000,5771736240,January,January-2000
Japan,JPN,2001,10.4,15.73,18.25,0.21,0.18,44.77,127714000,5717755780,January,January-2001
Japan,JPN,2002,8.99,16.2,19.12,0.2,0.16,44.67,127893000,5712980310,January,January-2002
Japan,JPN,2003,9.61,15.92,19.13,0.18,0.16,44.99999999999999,128058000,5762609999.999999,January,January-2003
Japan,JPN,2004,8.38,14.98,20.54,0.22,0.18,44.3,128204000,5679437200,January,January-2004
Japan,JPN,2005,8.58,16.87,20.82,0.25,0.19,46.71,128326000,5994107460,January,January-2005
Japan,JPN,2006,8.5,17.37,19.52,0.25,0.17,45.81,128423000,5883057630,January,January-2006
Japan,JPN,2007,8.6,17.17,20.07,0.18,0.15,46.17,128494000,5932567980,January,January-2007
Japan,JPN,2008,8.52,17.34,20.3,0.18,0.14,46.48,128539000,5974492720,January,January-2008
Japan,JPN,2009,8.75,16.96,19.76,0.18,0.13,45.78,128555000,5885247900,January,January-2009
Japan,JPN,2010,8.9,18.26,20.21,0.15,0.13,47.650000000000006,128542000,6125026300.000001,January,January-2010
Japan,JPN,2011,8.96,19.05,20.51,0.15,0.11,48.78,128499000,6268181220,January,January-2011
Japan,JPN,2012,9.06,19.61,20.86,0.13,0.12,49.78,128424000,6392946720,January,January-2012
Japan,JPN,2013,9.15,19.42,20.62,0.14,0.12,49.449999999999996,128314000,6345127299.999999,January,January-2013
Japan,JPN,2014,8.89,17.65,20.18,0.14,0.11,46.97,128169000,6020097930,January,January-2014
Japan,JPN,2015,8.5,17.68,19.71,0.15,0.1,46.14,127985000,5905227900,January,January-2015
Japan,JPN,2016,8.47,17.88,20.63,0.15,0.1,47.230000000000004,127763000,6034246490.000001,January,January-2016
Japan,JPN,2017,9.19,18.5,21.39,0.15,0.1,49.33,127503000,6289722990,January,January-2017
Mexico,MEX,1961,8.54,3.39,10.57,0.75,1.03,24.28,38966000,946094480,January,January-1961
Mexico,MEX,1962,9.88,3.62,10.24,0.72,0.93,25.39,40195000,1020551050,January,January-1962
Mexico,MEX,1963,9.82,3.65,9.96,0.72,0.91,25.06,41462000,1039037720,January,January-1963
Mexico,MEX,1964,10.27,3.69,9.7,0.73,0.91,25.299999999999997,42771000,1082106299.9999998,January,January-1964
Mexico,MEX,1965,10.2,3.89,9.44,0.72,0.89,25.14,44124000,1109277360,January,January-1965
Mexico,MEX,1966,9.95,3.92,9.19,0.69,0.84,24.59,45520000,1119336800,January,January-1966
Mexico,MEX,1967,10,3.95,9.2,0.69,0.8,24.64,46956000,1156995840,January,January-1967
Mexico,MEX,1968,9.61,3.96,8.96,0.67,0.77,23.970000000000002,48432000,1160915040,January,January-1968
Mexico,MEX,1969,9.35,3.99,8.96,0.73,0.7,23.73,49945000,1185194850,January,January-1969
Mexico,MEX,1970,8.79,4.14,9.04,0.71,0.68,23.36,51494000,1202899840,January,January-1970
Mexico,MEX,1971,8.29,4.27,9.21,0.72,0.72,23.209999999999997,53076000,1231893959.9999998,January,January-1971
Mexico,MEX,1972,7.97,4.37,10.13,0.87,0.74,24.08,54690000,1316935200,January,January-1972
Mexico,MEX,1973,7.61,4.68,11.02,0.84,0.64,24.79,56324000,1396271960,January,January-1973
Mexico,MEX,1974,7.92,4.94,12,0.81,0.66,26.33,57967000,1526271110,January,January-1974
Mexico,MEX,1975,9.16,5.03,13.13,0.79,0.74,28.849999999999998,59608000,1719690799.9999998,January,January-1975
Mexico,MEX,1976,10.35,5.23,14.29,0.77,0.76,31.4,61242000,1922998800,January,January-1976
Mexico,MEX,1977,10.86,5.42,15.45,0.76,0.73,33.22,62870000,2088541400,January,January-1977
Mexico,MEX,1978,10.35,5.69,16.16,0.75,0.64,33.59,64495000,2166387050,January,January-1978
Mexico,MEX,1979,9.22,6,16.98,0.76,0.62,33.58,66124000,2220443920,January,January-1979
Mexico,MEX,1980,10.57,6.33,17.78,0.76,0.63,36.07,67761000,2444139270,January,January-1980
Mexico,MEX,1981,11.73,6.75,18.17,0.81,0.83,38.290000000000006,69408000,2657632320.0000005,January,January-1981
Mexico,MEX,1982,11.84,6.9,18.6,0.8,0.83,38.97,71059000,2769169230,January,January-1982
Mexico,MEX,1983,12.64,6.99,19.85,0.73,0.8,41.01,72709000,2981796090,January,January-1983
Mexico,MEX,1984,12.09,7.26,19.06,0.69,0.77,39.87,74353000,2964454110,January,January-1984
Mexico,MEX,1985,12.01,8.04,16.63,0.78,0.87,38.32999999999999,75983000,2912428389.9999995,January,January-1985
Mexico,MEX,1986,15.69,9.34,12.1,0.83,0.83,38.79,77599000,3010065210,January,January-1986
Mexico,MEX,1987,15.7,9.14,11.31,0.76,0.86,37.769999999999996,79200000,2991383999.9999995,January,January-1987
Mexico,MEX,1988,15.68,9.11,11.04,0.81,1.03,37.67,80789000,3043321630,January,January-1988
Mexico,MEX,1989,14.28,8.33,9.45,0.83,1.06,33.95,82369000,2796427550,January,January-1989
Mexico,MEX,1990,13.56,9.9,9.33,0.82,1.1,34.71,83943000,2913661530,January,January-1990
Mexico,MEX,1991,15.12,11.32,10.13,0.9,1.09,38.56,85513000,3297381280,January,January-1991
Mexico,MEX,1992,15.54,11.94,10.28,0.97,1.1,39.83,87075000,3468197250,January,January-1992
Mexico,MEX,1993,14.94,13.76,10.13,0.99,1.17,40.99,88625000,3632738750,January,January-1993
Mexico,MEX,1994,16.11,14.61,10.9,0.99,1.19,43.8,90156000,3948832799.9999995,January,January-1994
Mexico,MEX,1995,15.3,15.85,10.24,0.87,1,43.26,91663000,3965341380,January,January-1995
Mexico,MEX,1996,14.59,15.44,9.79,0.81,0.97,41.6,93147000,3874915200,January,January-1996
Mexico,MEX,1997,15.3,17.65,10.04,0.88,0.96,44.830000000000005,94611000,4241411130.0000005,January,January-1997
Mexico,MEX,1998,16.45,19.21,10.62,0.95,1.36,48.589999999999996,96056000,4667361040,January,January-1998
Mexico,MEX,1999,16.77,20.36,11.02,1,1.23,50.37999999999999,97485000,4911294299.999999,January,January-1999
Mexico,MEX,2000,17.15,21.37,11.88,1.12,1.52,53.04,98900000,5245656000,January,January-2000
Mexico,MEX,2001,17.32,22.32,12.13,1.18,1.84,54.790000000000006,100298000,5495327420.000001,January,January-2001
Mexico,MEX,2002,17.84,23.55,12.34,1.19,1.58,56.5,101685000,5745202500,January,January-2002
Mexico,MEX,2003,16.95,24.48,12.3,1.15,1.11,55.99,103081000,5771505190,January,January-2003
Mexico,MEX,2004,16.36,25.41,12.96,1.3,0.99,57.019999999999996,104515000,5959445300,January,January-2004
Mexico,MEX,2005,16.53,27.33,12.74,1.14,0.95,58.690000000000005,106005000,6221433450.000001,January,January-2005
Mexico,MEX,2006,17.14,27.75,12.75,1.1,0.88,59.620000000000005,107560000,6412727200.000001,January,January-2006
Mexico,MEX,2007,17.25,27.88,12.87,1.11,0.82,59.92999999999999,109171000,6542618029.999999,January,January-2007
Mexico,MEX,2008,17.36,28.33,13.38,1.1,0.75,60.92,110815000,6750849800,January,January-2008
Mexico,MEX,2009,16.75,28.43,14.5,1.01,0.72,61.41,112464000,6906414240,January,January-2009
Mexico,MEX,2010,16.3,28.97,14.42,0.96,0.71,61.36,114093000,7000746480,January,January-2010
Mexico,MEX,2011,16.04,29.54,13.8,0.93,0.65,60.959999999999994,115695000,7052767199.999999,January,January-2011
Mexico,MEX,2012,15.25,29.85,14.66,0.89,0.61,61.260000000000005,117274000,7184205240.000001,January,January-2012
Mexico,MEX,2013,15.33,30.12,15.23,0.89,0.65,62.220000000000006,118827000,7393415940.000001,January,January-2013
Mexico,MEX,2014,14.53,30.35,14.8,0.87,0.61,61.160000000000004,120355000,7360911800,January,January-2014
Mexico,MEX,2015,14.06,30.99,15.89,0.87,0.67,62.48,121858000,7613687840,January,January-2015
Mexico,MEX,2016,14.05,31.75,16.25,0.85,0.65,63.55,123333000,7837812150,January,January-2016
Mexico,MEX,2017,14.18,32.52,16.67,0.85,0.65,64.87,124777000,8094283990.000001,January,January-2017
Myanmar,MMR,1961,2.66,0.91,1.11,0.08,0,4.760000000000001,22212000,105729120.00000001,January,January-1961
Myanmar,MMR,1962,2.62,0.93,1.07,0.07,0,4.69,22698000,106453620.00000001,January,January-1962
Myanmar,MMR,1963,2.73,0.99,1.21,0.08,0,5.01,23198000,116221980,January,January-1963
Myanmar,MMR,1964,2.89,0.98,1.3,0.09,0,5.26,23718000,124756680,January,January-1964
Myanmar,MMR,1965,2.94,1.08,1.32,0.11,0,5.45,24259000,132211550,January,January-1965
Myanmar,MMR,1966,2.77,1.33,1.57,0.11,0,5.78,24824000,143482720,January,January-1966
Myanmar,MMR,1967,2.8,1.52,1.9,0.12,0,6.340000000000001,25410000,161099400.00000003,January,January-1967
Myanmar,MMR,1968,2.87,1.47,1.7,0.12,0,6.16,26015000,160252400,January,January-1968
Myanmar,MMR,1969,2.86,1.56,2.08,0.1,0,6.6,26636000,175797600,January,January-1969
Myanmar,MMR,1970,2.85,1.74,2.21,0.1,0,6.8999999999999995,27269000,188156100,January,January-1970
Myanmar,MMR,1971,2.85,1.74,2.15,0.1,0,6.84,27914000,190931760,January,January-1971
Myanmar,MMR,1972,2.85,1.7,1.95,0.09,0,6.59,28570000,188276300,January,January-1972
Myanmar,MMR,1973,2.84,1.68,1.92,0.1,0,6.539999999999999,29238000,191216519.99999997,January,January-1973
Myanmar,MMR,1974,2.78,1.5,1.79,0.09,0,6.159999999999999,29918000,184294879.99999997,January,January-1974
Myanmar,MMR,1975,2.75,1.57,1.92,0.09,0,6.33,30611000,193767630,January,January-1975
Myanmar,MMR,1976,2.72,1.62,2.12,0.09,0,6.55,31314000,205106700,January,January-1976
Myanmar,MMR,1977,2.71,1.58,2.09,0.09,0,6.47,32027000,207214690,January,January-1977
Myanmar,MMR,1978,2.73,1.6,2.17,0.09,0,6.59,32749000,215815910,January,January-1978
Myanmar,MMR,1979,2.78,1.76,2.25,0.09,0,6.88,33481000,230349280,January,January-1979
Myanmar,MMR,1980,2.8,1.91,2.23,0.09,0,7.029999999999999,34224000,240594719.99999997,January,January-1980
Myanmar,MMR,1981,2.84,2.22,2.21,0.11,0,7.380000000000001,34976000,258122880.00000003,January,January-1981
Myanmar,MMR,1982,2.86,2.46,2.19,0.12,0,7.63,35734000,272650420,January,January-1982
Myanmar,MMR,1983,2.85,2.56,2.15,0.13,0,7.69,36492000,280623480,January,January-1983
Myanmar,MMR,1984,2.84,2.68,2.12,0.14,0,7.779999999999999,37242000,289742760,January,January-1984
Myanmar,MMR,1985,2.85,2.78,2.09,0.15,0,7.87,37977000,298878990,January,January-1985
Myanmar,MMR,1986,2.8,2.74,2.09,0.14,0,7.77,38698000,300683460,January,January-1986
Myanmar,MMR,1987,2.8,2.9,2.09,0.14,0,7.929999999999999,39404000,312473719.99999994,January,January-1987
Myanmar,MMR,1988,2.8,3.04,2.07,0.14,0,8.05,40086000,322692300,January,January-1988
Myanmar,MMR,1989,2.49,1.97,1.8,0.12,0,6.38,40731000,259863780,January,January-1989
Myanmar,MMR,1990,1.53,1.85,1.27,0.16,0,4.8100000000000005,41335000,198821350.00000003,January,January-1990
Myanmar,MMR,1991,1.53,1.9,1.31,0.15,0,4.890000000000001,41890000,204842100.00000003,January,January-1991
Myanmar,MMR,1992,1.52,2.04,1.41,0.16,0,5.13,42402000,217522260,January,January-1992
Myanmar,MMR,1993,1.52,2.12,1.51,0.16,0,5.3100000000000005,42890000,227745900.00000003,January,January-1993
Myanmar,MMR,1994,1.52,2.18,2.31,0.16,0,6.17,43383000,267673110,January,January-1994
Myanmar,MMR,1995,1.52,2.52,2.47,0.17,0,6.68,43902000,293265360,January,January-1995
Myanmar,MMR,1996,1.62,2.79,2.61,0.17,0,7.1899999999999995,44452000,319609880,January,January-1996
Myanmar,MMR,1997,1.76,3.01,2.56,0.18,0,7.51,45027000,338152770,January,January-1997
Myanmar,MMR,1998,1.9,3.17,2.39,0.19,0,7.650000000000001,45611000,348924150.00000006,January,January-1998
Myanmar,MMR,1999,1.7,3.65,2.55,0.21,0,8.11,46181000,374527910,January,January-1999
Myanmar,MMR,2000,1.91,4.99,2.46,0.24,0,9.6,46720000,448512000,January,January-2000
Myanmar,MMR,2001,1.98,5.8,2.62,0.25,0,10.649999999999999,47225000,502946249.99999994,January,January-2001
Myanmar,MMR,2002,2.1,6.67,3.81,0.26,0,12.84,47702000,612493680,January,January-2002
Myanmar,MMR,2003,2.45,8.32,4.33,0.3,0.01,15.41,48149000,741976090,January,January-2003
Myanmar,MMR,2004,2.37,10.15,5.08,0.38,0.01,17.990000000000002,48564000,873666360.0000001,January,January-2004
Myanmar,MMR,2005,2.58,12.1,6.34,0.43,0,21.45,48950000,1049977500,January,January-2005
Myanmar,MMR,2006,2.91,13.89,7.1,0.48,0,24.38,49301000,1201958380,January,January-2006
Myanmar,MMR,2007,3.14,15.41,7.84,0.52,0,26.91,49621000,1335301110,January,January-2007
Myanmar,MMR,2008,3.35,16.8,8.78,0.56,0,29.49,49930000,1472435700,January,January-2008
Myanmar,MMR,2009,3.47,19.26,10.07,0.72,0.01,33.529999999999994,50250000,1684882499.9999998,January,January-2009
Myanmar,MMR,2010,4.93,21.05,10.94,0.81,0.02,37.75000000000001,50601000,1910187750.0000005,January,January-2010
Myanmar,MMR,2011,4.99,22.14,11.48,0.91,0.03,39.55,50991000,2016694049.9999998,January,January-2011
Myanmar,MMR,2012,5.01,21.98,11.39,0.9,0.02,39.300000000000004,51414000,2020570200.0000002,January,January-2012
Myanmar,MMR,2013,4.94,21.87,11.31,0.89,0.02,39.03000000000001,51852000,2023783560.0000005,January,January-2013
Myanmar,MMR,2014,6.77,28.47,15.25,1.38,0,51.87,52281000,2711815470,January,January-2014
Myanmar,MMR,2015,7.31,30.5,15.91,1.6,0,55.32,52681000,2914312920,January,January-2015
Myanmar,MMR,2016,8.11,30.58,16,1.66,0,56.349999999999994,53045000,2989085749.9999995,January,January-2016
Myanmar,MMR,2017,8.53,30.37,17.48,1.86,0,58.239999999999995,53383000,3109025919.9999995,January,January-2017
Pakistan,PAK,1961,5.18,0.21,0,2.23,0.21,7.829999999999999,46065000,360688949.99999994,January,January-1961
Pakistan,PAK,1962,5.19,0.22,0,2.27,0.21,7.89,47199000,372400110,January,January-1962
Pakistan,PAK,1963,5.12,0.22,0,2.31,0.2,7.8500000000000005,48387000,379837950,January,January-1963
Pakistan,PAK,1964,5.09,0.23,0,2.35,0.2,7.87,49628000,390572360,January,January-1964
Pakistan,PAK,1965,5.01,0.23,0,2.4,0.19,7.830000000000001,50918000,398687940.00000006,January,January-1965
Pakistan,PAK,1966,4.99,0.23,0,2.44,0.19,7.8500000000000005,52260000,410241000,January,January-1966
Pakistan,PAK,1967,5,0.24,0,2.43,0.18,7.85,53656000,421199600,January,January-1967
Pakistan,PAK,1968,4.98,0.24,0,2.42,0.18,7.82,55103000,430905460,January,January-1968
Pakistan,PAK,1969,4.99,0.24,0,2.4,0.17,7.800000000000001,56598000,441464400.00000006,January,January-1969
Pakistan,PAK,1970,4.95,0.24,0,2.44,0.18,7.8100000000000005,58142000,454089020,January,January-1970
Pakistan,PAK,1971,4.93,0.24,0,2.5,0.17,7.84,59734000,468314560,January,January-1971
Pakistan,PAK,1972,4.89,0.23,0,2.59,0.17,7.88,61382000,483690160,January,January-1972
Pakistan,PAK,1973,4.94,0.25,0,2.74,0.16,8.09,63099000,510470910,January,January-1973
Pakistan,PAK,1974,4.87,0.3,0,2.89,0.17,8.23,64906000,534176380,January,January-1974
Pakistan,PAK,1975,4.75,0.33,0,3.04,0.16,8.280000000000001,66817000,553244760.0000001,January,January-1975
Pakistan,PAK,1976,4.68,0.37,0,3.2,0.16,8.41,68834000,578893940,January,January-1976
Pakistan,PAK,1977,4.59,0.41,0,3.39,0.15,8.540000000000001,70958000,605981320.0000001,January,January-1977
Pakistan,PAK,1978,4.47,0.46,0,3.55,0.15,8.63,73197000,631690110,January,January-1978
Pakistan,PAK,1979,4.4,0.52,0,3.72,0.15,8.790000000000001,75561000,664181190.0000001,January,January-1979
Pakistan,PAK,1980,4.75,0.58,0,3.44,0.14,8.91,78054000,695461140,January,January-1980
Pakistan,PAK,1981,4.76,0.65,0,3.49,0.14,9.040000000000001,80680000,729347200.0000001,January,January-1981
Pakistan,PAK,1982,4.75,0.68,0,3.55,0.14,9.120000000000001,83432000,760899840.0000001,January,January-1982
Pakistan,PAK,1983,4.75,0.86,0,3.6,0.14,9.350000000000001,86286000,806774100.0000001,January,January-1983
Pakistan,PAK,1984,4.83,0.94,0,3.72,0.13,9.620000000000001,89214000,858238680.0000001,January,January-1984
Pakistan,PAK,1985,4.92,1.09,0,3.85,0.13,9.99,92192000,920998080,January,January-1985
Pakistan,PAK,1986,5.57,1.3,0,3.77,0.12,10.76,95215000,1024513400,January,January-1986
Pakistan,PAK,1987,5.67,1.34,0,3.9,0.12,11.03,98286000,1084094580,January,January-1987
Pakistan,PAK,1988,5.76,1.5,0,4.04,0.12,11.42,101390000,1157873800,January,January-1988
Pakistan,PAK,1989,5.86,1.63,0,4.2,0.12,11.81,104513000,1234298530,January,January-1989
Pakistan,PAK,1990,6,1.45,0,4.36,0.12,11.93,107648000,1284240640,January,January-1990
Pakistan,PAK,1991,6.09,1.36,0,4.54,0.12,12.11,110779000,1341533690,January,January-1991
Pakistan,PAK,1992,6.23,1.48,0,4.74,0.12,12.57,113911000,1431861270,January,January-1992
Pakistan,PAK,1993,6.38,2.24,0,4.94,0.11,13.670000000000002,117087000,1600579290.0000002,January,January-1993
Pakistan,PAK,1994,6.54,2.43,0,5.16,0.11,14.24,120363000,1713969120,January,January-1994
Pakistan,PAK,1995,6.68,2.47,0,5.39,0.11,14.649999999999999,123777000,1813333049.9999998,January,January-1995
Pakistan,PAK,1996,5.51,2.77,0,3.33,0.11,11.719999999999999,127349000,1492530279.9999998,January,January-1996
Pakistan,PAK,1997,6.19,2.93,0,3.25,0.11,12.48,131057000,1635591360,January,January-1997
Pakistan,PAK,1998,6.17,2.11,0,3.24,0.11,11.629999999999999,134843008,1568224183.04,January,January-1998
Pakistan,PAK,1999,6.17,2.24,0,3.24,0.11,11.76,138624992,1630229905.92,January,January-1999
Pakistan,PAK,2000,6.15,2.31,0,3.22,0.11,11.790000000000001,142344000,1678235760.0000002,January,January-2000
Pakistan,PAK,2001,6.17,2.34,0,3.26,0.11,11.879999999999999,145978000,1734218639.9999998,January,January-2001
Pakistan,PAK,2002,6.2,2.4,0,3.28,0.11,11.989999999999998,149550000,1793104499.9999998,January,January-2002
Pakistan,PAK,2003,6.22,2.47,0,3.3,0.11,12.099999999999998,153092992,1852425203.1999996,January,January-2003
Pakistan,PAK,2004,6.3,2.47,0,3.31,0.11,12.19,156664992,1909746252.48,January,January-2004
Pakistan,PAK,2005,6.34,2.46,0,3.34,0.11,12.25,160304000,1963724000,January,January-2005
Pakistan,PAK,2006,8.11,3.22,0,2.45,0.12,13.9,164023008,2279919811.2000003,January,January-2006
Pakistan,PAK,2007,8.24,3.41,0,2.44,0.12,14.209999999999999,167808000,2384551680,January,January-2007
Pakistan,PAK,2008,8.28,3.63,0,2.46,0.13,14.500000000000002,171648992,2488910384.0000005,January,January-2008
Pakistan,PAK,2009,8.35,3.86,0,2.46,0.13,14.799999999999999,175526000,2597784800,January,January-2009
Pakistan,PAK,2010,8.45,4.11,0,2.44,0.13,15.129999999999999,179424992,2714700128.96,January,January-2010
Pakistan,PAK,2011,8.59,4.37,0,2.43,0.13,15.520000000000001,183340000,2845436800.0000005,January,January-2011
Pakistan,PAK,2012,8.69,4.68,0,2.42,0.13,15.92,187280000,2981497600,January,January-2012
Pakistan,PAK,2013,8.82,5.01,0,2.46,0.12,16.41,191260992,3138592878.72,January,January-2013
Pakistan,PAK,2014,8.28,4.83,0,2.24,0.08,15.43,195304992,3013556026.56,January,January-2014
Pakistan,PAK,2015,8.33,5.15,0,2.25,0.08,15.81,199427008,3152940996.48,January,January-2015
Pakistan,PAK,2016,8.45,5.5,0,2.27,0.08,16.299999999999997,203631008,3319185430.3999996,January,January-2016
Pakistan,PAK,2017,8.62,5.86,,2.3,0.08,16.86,207906000,3505295160,January,January-2017
Philippines,PHL,1961,2.5,2.28,7.58,0.1,0.23,12.69,27161000,344673090,January,January-1961
Philippines,PHL,1962,3.01,2.22,8.32,0.11,0.23,13.89,28077000,389989530,January,January-1962
Philippines,PHL,1963,2.89,2.42,8.42,0.13,0.25,14.110000000000001,29013000,409373430.00000006,January,January-1963
Philippines,PHL,1964,2.62,2.5,8.62,0.13,0.24,14.11,29959000,422721490,January,January-1964
Philippines,PHL,1965,2.92,2.65,9.42,0.08,0.25,15.32,30910000,473541200,January,January-1965
Philippines,PHL,1966,3.23,2.84,9.99,0.11,0.25,16.42,31864000,523206880.00000006,January,January-1966
Philippines,PHL,1967,2.81,2.74,10.33,0.11,0.29,16.28,32824000,534374720.00000006,January,January-1967
Philippines,PHL,1968,2.64,3.65,10.72,0.07,0.28,17.360000000000003,33795000,586681200.0000001,January,January-1968
Philippines,PHL,1969,2.59,3.2,11.04,0.09,0.23,17.15,34786000,596579900,January,January-1969
Philippines,PHL,1970,2.33,2.68,10.32,0.14,0.24,15.71,35804000,562480840,January,January-1970
Philippines,PHL,1971,2.32,2.85,10.18,0.09,0.22,15.66,36850000,577071000,January,January-1971
Philippines,PHL,1972,2.64,2.97,8.42,0.16,0.23,14.420000000000002,37923000,546849660.0000001,January,January-1972
Philippines,PHL,1973,3.32,3.09,9.19,0.21,0.23,16.04,39023000,625928920,January,January-1973
Philippines,PHL,1974,5.46,3.14,9.29,0.22,0.23,18.34,40144000,736240960,January,January-1974
Philippines,PHL,1975,3.27,3.3,7.83,0.23,0.24,14.870000000000001,41286000,613922820,January,January-1975
Philippines,PHL,1976,2.66,3.19,7.66,0.23,0.3,14.040000000000001,42447000,595955880,January,January-1976
