Entity,Code,Year,Bovine_meat,Poultry_meat,Pigmeat,Mutton_Goat,Meat_Other,TOTAL_meat_consumed_per_capita,Total_population,Total_Consumption,dates,month,"GDP per capita, PPP (constant 2011 international $)","Per capita CO2 emissions","Per capita consumption-based CO2 emissions",Total_CO2_emission
China,CHN,1979,0.27,1.3,10.22,0.39,0.13,12.310000000000002,986131968,12139284526.080002,January-1979,January,,1.508026368076692,,1487113010.1473608
China,CHN,1980,0.29,1.33,11.39,0.45,0.15,13.610000000000001,1000089024,13611211616.640001,January-1980,January,,1.4587568735531367,,1458886737.9250479
China,CHN,1981,0.29,1.35,11.77,0.47,0.15,14.030000000000001,1014022016,14226728884.480001,January-1981,January,,1.4228314199298882,,1442782384.8654478
China,CHN,1982,0.29,1.39,12.38,0.52,0.16,14.74,1027948992,15151968142.08,January-1982,January,,1.5277687285908241,,1570468324.5640593
China,CHN,1983,0.32,1.41,12.62,0.53,0.18,15.059999999999999,1042430976,15699010498.56,January-1983,January,,1.5884125862156784,,1655810482.5394938
China,CHN,1984,0.36,1.43,13.63,0.56,0.19,16.17,1058172032,17110641757.440002,January-1984,January,,1.7032363747126407,,1802317095.6059885
China,CHN,1985,0.39,1.49,15.36,0.56,0.2,17.999999999999996,1075588992,19360601855.999996,January-1985,January,,1.8146087792637873,,1951773227.7626874
China,CHN,1986,0.5,1.71,15.67,0.57,0.23,18.68,1095014016,20454861818.88,January-1986,January,,1.8741697349618431,,2052242128.1462235
China,CHN,1987,0.67,1.98,16.44,0.65,0.26,20,1116094976,22321899520,January-1987,January,,1.9631420742811458,,2191053006.2794056
China,CHN,1988,0.73,2.43,17.6,0.71,0.27,21.740000000000002,1137724032,24734120455.680004,January-1988,January,,2.0635614860162335,,2347763494.150301
China,CHN,1989,0.8,2.47,18.17,0.84,0.25,22.53,1158356992,26097783029.760002,January-1989,January,,2.060578164984757,,2386885124.972623
China,CHN,1990,0.87,2.73,18.98,0.91,0.22,23.71,1176883968,27903918881.280003,January-1990,January,1526.40869902494,2.0565341816263065,1.9422444581463583,2420302108.0000005
China,CHN,1991,1,3.32,19.87,1,0.23,25.42,1192897024,30323442350.08,January-1991,January,1645.66636638566,2.1283680966203837,2.0122784994302245,2538923968.4350004
China,CHN,1992,1.37,3.74,20.99,1.04,0.42,27.56,1206711040,33256956262.399998,January-1992,January,1856.72218055136,2.201945882245347,2.054648013490456,2657112405.588
China,CHN,1993,1.65,4.72,21.73,1.13,0.42,29.650000000000002,1218817024,36137924761.600006,January-1993,January,2090.03840956191,2.3266785888527273,2.1478752038514504,2835795473.4700007
China,CHN,1994,1.85,5.25,23.22,1.21,0.49,32.02,1230019968,39385239375.36,January-1994,January,2336.27772051927,2.447311658866501,2.2135014963372983,3010242208.3250003
China,CHN,1995,2.21,6.43,23.65,1.41,0.63,34.33,1240920960,42600816556.799995,January-1995,January,2564.07131651646,2.6311562696144644,2.370594652794197,3265056964
China,CHN,1996,2.5,6.4,23.59,1.45,0.63,34.57000000000001,1251635968,43269055413.76001,January-1996,January,2789.25280006157,2.72311333153379,2.4496494111331657,3408346590.688
China,CHN,1997,3.07,7.35,24.39,1.7,0.57,37.080000000000005,1261996032,46794812866.560005,January-1997,January,3015.69963078252,2.7056735518959223,2.369117553296381,3414549286.38
China,CHN,1998,3.37,8.11,25.96,1.86,0.61,39.91,1271981952,50764799704.31999,January-1998,January,3221.00262081845,2.5675699371165295,2.243250261533002,3265902620.51
China,CHN,1999,3.56,8.91,26.34,1.98,0.62,41.41,1281515008,53067536481.28,January-1999,January,3438.07468502092,2.5424086851895846,2.2540862498825778,3258134886.54
China,CHN,2000,3.86,9.54,27.92,2.08,0.61,44.01,1290551040,56797151270.399994,January-2000,January,3700.74364786842,2.595243947887563,2.2945974042222548,3349294776.0000005
China,CHN,2001,3.9,9.24,27.81,2.1,0.71,43.760000000000005,1299129984,56849928099.840004,January-2001,January,3980.36449828146,2.6372604005229396,2.391295219578408,3426144061.9352
China,CHN,2002,3.99,9.27,28.35,2.18,0.81,44.6,1307352064,58307902054.4,January-2002,January,4314.79134256322,2.893206353203111,2.5698148235530622,3782439297.438
China,CHN,2003,4.13,9.64,29.65,2.35,0.86,46.63,1315303936,61332622535.68,January-2003,January,4718.32634605353,3.3850049212024107,2.9022408883806152,4452310296.2369
China,CHN,2004,4.22,9.46,29.63,2.51,0.92,46.74,1323085056,61840995517.44,January-2004,January,5164.64109457187,3.874198709451677,3.270382492658952,5125894416.45
China,CHN,2005,4.22,10.1,30.53,2.63,0.97,48.45,1330776064,64476100300.8,January-2005,January,5719.45536599539,4.336693900740314,3.624184586612228,5771168440.000002
China,CHN,2006,4.24,10.36,31.63,2.71,1.02,49.96,1338408960,66866911641.6,January-2006,January,6411.0425444815,4.765171338960552,3.859077031227018,6377748015.999999
China,CHN,2007,4.49,11.1,31.93,2.85,1.07,51.44,1345993984,69237930536.95999,January-2007,January,7285.27441480908,5.097905884845322,4.133608564410785,6861750652.000001
China,CHN,2008,4.47,11.76,33.6,2.82,1.06,53.71,1353569024,72700192279.04001,January-2008,January,7947.78795240087,5.448698792770247,4.425142295139644,7375189907.000002
China,CHN,2009,4.65,12.07,34.68,2.88,1.11,55.39,1361169024,75395152239.36,January-2009,January,8651.72590128034,5.700108973387864,4.868180561630948,7758811768.000001
China,CHN,2010,4.79,12.22,35.71,2.97,1.16,56.849999999999994,1368811008,77816905804.79999,January-2010,January,9525.81848339164,6.2101653517678335,5.28427522205546,8500542695.000003
China,CHN,2011,4.71,12.39,35.62,2.93,1.2,56.85,1376498048,78253914028.8,January-2011,January,10384.3665989406,6.820350561078311,5.7710032495150445,9388199234
China,CHN,2012,4.8,13.07,37.56,3,1.19,59.620000000000005,1384205952,82526358858.24,January-2012,January,11145.7515754935,6.959874207360727,5.919063751946668,9633899303
China,CHN,2013,5.12,13.2,38.43,3.13,1.18,61.06,1391883008,84988376468.48,January-2013,January,11951.2479591608,7.0383265717688825,5.97302343870894,9796527160
China,CHN,2014,5.02,12.58,39.02,3.06,1.15,60.830000000000005,1399453952,85128783900.16,January-2014,January,12758.647789259,7.017280188640141,5.943164493139867,9820360492.28375
China,CHN,2015,5.24,12.27,38.92,3.09,1.17,60.69,1406848000,85381605120,January-2015,January,13569.8915267324,6.906551269386697,5.933451856266194,9716467840.234137
China,CHN,2016,5.43,13.06,37.98,3.19,1.18,60.839999999999996,1414049024,86030742620.15999,January-2016,January,14400.8850630561,6.86290168662538,5.987147255888001,9704479431.780571
China,CHN,2017,5.58,12.88,37.63,3.25,1.25,60.59,1421021952,86099720071.68001,January-2017,January,15308.712122905,6.923717127954223,6.015765027600409,9838754028.261343
France,FRA,1961,28.56,11.04,25.94,2.27,9.16,76.96999999999998,46267000,3561170989.9999995,January-1961,January,,6.081512471416282,,281373337.5150171
France,FRA,1962,28.68,11.13,26.9,2.24,9.28,78.23,46907000,3669534610,January-1962,January,,6.371469935850617,,298866540.2809449
France,FRA,1963,28.53,11.64,26.75,2.12,9.5,78.54,47561000,3735440940.0000005,January-1963,January,,7.027321052480139,,334226416.5770079
France,FRA,1964,28.28,12.13,27.25,2.24,9.63,79.52999999999999,48184000,3832073519.9999995,January-1964,January,,7.171220346763109,,345538081.18843365
France,FRA,1965,28.02,12.48,28.5,2.4,9.8,81.2,48747000,3958256400,January-1965,January,,7.223246645238334,,352111604.21543306
France,FRA,1966,29.15,9.15,28.45,2.56,10.09,79.4,49233000,3909100200.0000005,January-1966,January,,7.060402053407938,,347604774.29543304
France,FRA,1967,29.52,9.46,29.49,2.6,10.49,81.55999999999999,49651000,4049535559.9999995,January-1967,January,,7.5018690873763445,,372475302.05732286
France,FRA,1968,29.98,9.49,30.57,2.64,10.71,83.38999999999999,50025000,4171584749.9999995,January-1968,January,,7.698171693718494,,385101038.97826767
France,FRA,1969,30.32,11.63,29.63,2.75,11.09,85.42,50387000,4304057540,January-1969,January,,8.211631337804448,,413759468.2179527
France,FRA,1970,29.99,11.99,30.54,2.83,11.17,86.52,50764000,4392101280,January-1970,January,,8.660173701314958,,439625057.77355254
France,FRA,1971,29.71,12.11,31.96,3.04,11.15,87.97000000000001,51163000,4500809110.000001,January-1971,January,,9.052077070247433,,463131419.1450694
France,FRA,1972,28.6,13.06,32.54,3.22,11.26,88.68,51573000,4573493640,January-1972,January,,9.337985969081704,,481587950.3834507
France,FRA,1973,28.38,14.22,32.17,3.3,11.3,89.37,51980000,4645452600,January-1973,January,,9.956566065439024,,517542304.08152044
France,FRA,1974,29,14.33,32.44,3.29,11.11,90.17,52357000,4721030690,January-1974,January,,9.549217163064055,,499968363.0065447
France,FRA,1975,29.7,14.04,33.22,3.43,11.16,91.55,52689000,4823677950,January-1975,January,,8.497943753408627,,447748158.4233472
France,FRA,1976,30.5,14.81,33.56,3.51,11.23,93.61000000000001,52969000,4958428090.000001,January-1976,January,,9.564361932092703,,506614687.1810184
France,FRA,1977,30.96,14.93,34.31,3.57,11.05,94.82,53209000,5045277380,January-1977,January,,9.056887098290979,,481907905.6129647
France,FRA,1978,31.24,15.62,35.85,3.54,10.75,97.00000000000001,53423000,5182031000.000001,January-1978,January,,9.485440239155574,,506740673.89640826
France,FRA,1979,32.76,15.86,36.77,3.66,11.09,100.14,53637000,5371209180,January-1979,January,,9.886472722182962,,530280737.3997275
France,FRA,1980,32.7,16.04,37.46,3.82,10.85,100.86999999999999,53868000,5433665159.999999,January-1980,January,,9.39489924312342,,506084432.4285724
France,FRA,1981,31.59,16.48,35.7,4.16,10.44,98.37,54121000,5323882770,January-1981,January,,8.41615820200633,,455490898.0507845
France,FRA,1982,30.98,18.03,35.31,4.26,9.08,97.66000000000001,54391000,5311825060.000001,January-1982,January,,8.050745499820797,,437888098.480753
France,FRA,1983,31.27,16.4,35.4,4.14,9.64,96.85,54675000,5295273750,January-1983,January,,7.751763031582055,,423827643.75174886
France,FRA,1984,31.89,16.79,35.35,4.23,9.41,97.67,54965000,5368431550,January-1984,January,,7.407926799824068,,407176696.5523299
France,FRA,1985,31.6,17.57,35.21,4.06,9.33,97.77,55255000,5402281350,January-1985,January,,7.281174368332027,,402321289.72218615
France,FRA,1986,31.56,17.85,35.37,4.36,6.51,95.65,55545000,5312879250,January-1986,January,,6.9722612793223,,387274252.75995713
France,FRA,1987,31.44,19.28,35.91,4.52,7.08,98.22999999999999,55838000,5484966739.999999,January-1987,January,,6.797094876407068,,379536183.7088179
France,FRA,1988,29.99,19.46,36.76,4.54,6.95,97.70000000000002,56126000,5483510200.000001,January-1988,January,,6.672138992397701,,374480473.08731335
France,FRA,1989,29.99,20.58,36.33,4.57,6.79,98.26,56404000,5542257040,January-1989,January,,6.963015659837658,,392741935.2774832
France,FRA,1990,33.01,20.82,33.79,4.48,6.6,98.7,56667000,5593032900,January-1990,January,29514.8538107688,7.074021739777123,8.568346299921323,400863589.92795026
France,FRA,1991,34.46,21.62,33.89,4.4,6.56,100.93,56914000,5744330020,January-1991,January,29797.8624063936,7.48969199412685,9.156681469769188,426268330.1537355
France,FRA,1992,30.24,21.72,35.2,4.38,6.49,98.02999999999999,57147000,5602120409.999999,January-1992,January,30124.3665253161,7.272971346750732,8.793212036295051,415628493.5527641
France,FRA,1993,26.39,21.07,35.79,4.39,6.42,94.06,57370000,5396222200,January-1993,January,29810.3625127999,6.898156033034138,8.532732882092876,395747211.6151685
France,FRA,1994,25.85,23.12,35.72,4.33,6.07,95.09,57587000,5475947830,January-1994,January,30396.1754804502,6.781582988673253,8.540654650114558,390531019.5687266
France,FRA,1995,27.91,23.76,35.83,4.32,6.04,97.86,57802000,5656503720,January-1995,January,30918.0679594151,6.878057783416999,8.75749498562764,397565495.99706936
France,FRA,1996,27.67,25.62,35.43,4.33,6.17,99.22,58012000,5755950640,January-1996,January,31236.413343532,7.120567681116241,8.894167014799583,413078372.3169154
France,FRA,1997,27.6,26.36,35.63,4.36,5.9,99.85000000000001,58221000,5813366850.000001,January-1997,January,31853.630656253,6.972946714761923,8.68168468297584,405971930.6801539
France,FRA,1998,27.79,26.71,37.28,4.31,5.84,101.93,58444000,5957196920,January-1998,January,32865.0464844265,7.279396554895739,9.063667385379304,425437052.2543266
France,FRA,1999,26.23,25.33,37.18,4.24,5.83,98.81,58704000,5800542240,January-1999,January,33810.4032514718,7.18249862913421,8.889261472015434,421641399.5246947
France,FRA,2000,26.04,26.46,37.55,4.23,5.82,100.1,59015000,5907401500,January-2000,January,34880.8818230204,7.050238049486921,8.861274325304148,416069798.4904706
France,FRA,2001,27.49,27.56,37.37,3.44,5.7,101.55999999999999,59384000,6031039039.999999,January-2001,January,35304.7307160001,7.084731670520609,8.785047865151173,420719705.5221959
France,FRA,2002,28.07,25.69,35.83,3.43,5.04,98.06000000000002,59803000,5864282180.000001,January-2002,January,35440.9219060106,6.955039155724531,8.742090050757595,415932206.6297941
France,FRA,2003,26.29,24.48,37.55,3.4,4.51,96.23,60252000,5798049960,January-2003,January,35479.0103541576,7.014430011076354,8.701222467594024,422633437.0273725
France,FRA,2004,26.24,24.21,33.57,3.37,3.77,91.16000000000001,60698000,5533229680.000001,January-2004,January,36200.0762692475,6.980627921637869,9.031148792843096,423710153.5875754
France,FRA,2005,26.52,20.78,34.4,3.35,3.25,88.29999999999998,61120000,5396895999.999999,January-2005,January,36505.8487338901,6.986848509053488,8.882144353699859,427036180.8733492
France,FRA,2006,25.77,20.08,30.89,3.32,3.3,83.35999999999999,61509000,5127390239.999999,January-2006,January,37113.1834120459,6.764419952109111,8.639244781647907,416072706.8342793
France,FRA,2007,26.67,20.98,29.31,3.31,3.47,83.74000000000001,61869000,5180910060.000001,January-2007,January,37755.2945139046,6.555322269964974,8.89042231684233,405571233.520463
France,FRA,2008,25.83,24.18,34.75,3.36,2.9,91.02,62209000,5662263180,January-2008,January,37618.2073423763,6.418309215911029,8.638522264612355,399276598.01260924
France,FRA,2009,26.1,23.66,34.88,3.35,2.43,90.42000000000002,62543000,5655138060.000001,January-2009,January,36324.3615384237,6.1104458009333165,8.257909224176146,382165611.7277724
France,FRA,2010,25.92,23.05,34.47,3.33,3.7,90.47,62880000,5688753600,January-2010,January,36855.8446824064,6.199649436567167,8.179644833436257,389833956.5713435
France,FRA,2011,25.35,23.72,33.46,3.3,3.46,89.28999999999999,63222000,5645092379.999999,January-2011,January,37440.6414948094,5.777014083779398,8.39440644073898,365234384.4047011
France,FRA,2012,25.12,24.01,33.63,3.3,3.4,89.46000000000001,63564000,5686435440.000001,January-2012,January,37327.9444016171,5.755534946738598,7.5301142769860485,365844823.35449225
France,FRA,2013,23.81,22.93,33.05,3.28,3.7,86.77,63894000,5544082380,January-2013,January,37350.2782677477,5.741570878180578,7.4064048338892645,366851929.69046986
France,FRA,2014,23.99,23.94,33.42,3.3,1.48,86.13,64194000,5529029220,January-2014,January,37523.7275771828,5.225025344119585,6.997514689978078,335415276.94041264
France,FRA,2015,24,23.95,33.69,3.31,1.3,86.25,64453000,5559071250,January-2015,January,37766.3741116872,5.2923198459741485,6.995437135581219,341105891.0325718
France,FRA,2016,23.66,23.98,32.89,3.1,1.64,85.27,64668000,5514240360,January-2016,January,38062.6397284874,5.303326598877206,6.967041451793122,342955524.49619114
France,FRA,2017,23.15,22.9,32.78,2.84,1.37,83.04,64843000,5384562720,January-2017,January,38605.6708967878,5.34419281753299,7.074835940273643,346533494.8672917
Germany,DEU,1961,19.92,4.98,37.28,0.74,0.92,63.84000000000001,73928000,4719563520.000001,January-1961,January,,11.292603927436474,,834839623.1475236
Germany,DEU,1962,21.49,5.44,36.46,0.79,1,65.18,74489000,4855193020.000001,January-1962,January,,11.85636272952719,,883168603.3597509
Germany,DEU,1963,20.97,5,36.82,0.68,1.03,64.5,75081000,4842724500,January-1963,January,,12.593039324269947,,945497985.5055119
Germany,DEU,1964,20.17,5.43,38.89,0.59,0.92,66.00000000000001,75677000,4994682000.000001,January-1964,January,,12.803328429724697,,968917485.576276
Germany,DEU,1965,19.99,5.72,40.28,0.51,0.92,67.42,76258000,5141314360,January-1965,January,,12.59018382329527,,960102237.9968507
Germany,DEU,1966,20.67,5.93,39.6,0.49,1.04,67.73,76820000,5203018600,January-1966,January,,12.385081913204495,,951421992.5723693
Germany,DEU,1967,20.83,6.28,40.8,0.42,1.13,69.46,77357000,5373217219.999999,January-1967,January,,12.102711037442825,,936229417.7234646
Germany,DEU,1968,21.68,6.55,43.76,0.39,1.09,73.47,77847000,5719419090,January-1968,January,,12.65033736959032,,984790813.2104976
Germany,DEU,1969,22.18,6.77,43.58,0.4,1.06,73.99000000000001,78261000,5790531390.000001,January-1969,January,,13.442210446864303,,1052000831.7820473
Germany,DEU,1970,23.41,7.44,44.89,0.42,1.14,77.30000000000001,78578000,6074079400.000001,January-1970,January,,13.057373631641006,,1026022305.227087
Germany,DEU,1971,23.24,7.96,47.52,0.4,1.26,80.38000000000001,78790000,6333140200.000001,January-1971,January,,13.164565134179469,,1037236086.9220004
Germany,DEU,1972,22.83,8.23,49.2,0.43,1.28,81.97000000000001,78902000,6467596940.000001,January-1972,January,,13.199659177973478,,1041479508.4604634
Germany,DEU,1973,22.94,8.47,48.68,0.52,1.31,81.92,78932000,6466109440,January-1973,January,,13.755336879434154,,1085736250.5674965
Germany,DEU,1974,23.39,8.06,51.72,0.53,1.27,84.97,78910000,6704982700,January-1974,January,,13.467549607455032,,1062724339.5242766
Germany,DEU,1975,22.9,8.75,52.83,0.69,1.28,86.44999999999999,78856000,6817101199.999999,January-1975,January,,12.712334978293889,,1002443887.048343
Germany,DEU,1976,22.85,8.49,52.77,0.76,1.27,86.14000000000001,78782000,6786281480.000001,January-1976,January,,13.846266150220659,,1090836539.846684
Germany,DEU,1977,22.62,8.89,53.52,0.79,1.3,87.12,78687000,6855211440,January-1977,January,,13.377103024007317,,1052604105.6500638
Germany,DEU,1978,23.36,9.46,56.25,0.81,1.35,91.22999999999999,78574000,7168306019.999999,January-1978,January,,13.733897117577477,,1079127232.1165328
Germany,DEU,1979,22.84,9.48,57.98,0.88,1.32,92.49999999999999,78438000,7255514999.999999,January-1979,January,,14.25179284637366,,1117882127.283857
Germany,DEU,1980,23.04,9.66,60.05,0.9,1.31,94.96000000000001,78283000,7433753680.000001,January-1980,January,,14.052341498731622,,1100059449.5452075
Germany,DEU,1981,22.94,9.59,60.76,0.81,1.24,95.33999999999999,78108000,7446816719.999999,January-1981,January,,13.42393363481396,,1048516608.3480488
Germany,DEU,1982,22.26,9.72,59.23,0.88,1.21,93.3,77926000,7270495800,January-1982,January,,13.034505198563048,,1015726852.103224
Germany,DEU,1983,22.32,9.39,60.68,0.95,1.23,94.57000000000001,77770000,7354708900.000001,January-1983,January,,13.007550413772256,,1011597195.6790683
Germany,DEU,1984,21.83,9.51,61.08,0.89,1.16,94.46999999999998,77682000,7338618539.999999,January-1984,January,,13.30084996589606,,1033236627.0507377
Germany,DEU,1985,22.63,9.45,62.04,0.87,1.1,96.09,77692000,7465424280,January-1985,January,,13.439093936033697,,1044110086.0783299
Germany,DEU,1986,22.75,9.63,62.49,0.83,0.99,96.69,77806000,7523062140,January-1986,January,,13.462499569325189,,1047463241.4909157
Germany,DEU,1987,23.01,10.14,63.14,0.88,1,98.17,78016000,7658830720,January-1987,January,,13.233616765806861,,1032433845.6011881
Germany,DEU,1988,22.6,10.63,63.02,0.8,0.92,97.97,78308000,7671834760,January-1988,January,,13.140603049431284,,1029014343.594865
Germany,DEU,1989,21.98,10.49,60.09,0.89,0.89,94.34,78660000,7420784400,January-1989,January,,12.824580076256517,,1008781468.7983376
Germany,DEU,1990,21.72,11.1,59.54,1.02,0.91,94.28999999999999,79054000,7454001659.999999,January-1990,January,31287.0698103409,13.313938994257297,14.683651474534477,1052520133.2520164
Germany,DEU,1991,21.07,11.43,53.45,0.87,0.91,87.73,79491000,6973745430,January-1991,January,32646.5618381478,12.761696762900446,14.46050847073295,1014440037.3797194
Germany,DEU,1992,19.93,12.06,52.92,0.96,1.11,86.97999999999999,79963000,6955181739.999999,January-1992,January,33022.5755518938,12.0827978656912,13.76680306800775,966176765.7342654
Germany,DEU,1993,17.49,11.13,53.53,0.92,1.08,84.15,80429000,6768100350,January-1993,January,32492.5185329959,11.89269378866806,13.744952976210161,956517468.7287834
Germany,DEU,1994,16.39,11.99,53.37,0.94,1.14,83.83,80833000,6776230390,January-1994,January,33175.7085774638,11.627780149803504,13.633087720128325,939908352.8490666
Germany,DEU,1995,15.69,11.61,51.34,0.97,1.82,81.42999999999999,81139000,6607148769.999999,January-1995,January,33653.1296358835,11.579423379433013,13.792614830951104,939542833.5838152
Germany,DEU,1996,16.01,13.32,52.49,1.05,1.94,84.81,81324000,6897088440,January-1996,January,33830.3056593287,11.79979277005055,13.666702460443233,959606347.2315909
Germany,DEU,1997,14.61,12.95,51.04,0.98,1.99,81.57,81399000,6639716429.999999,January-1997,January,34405.5192090796,11.446704961765748,13.217427983909586,931750337.1827701
Germany,DEU,1998,14.24,13.67,54.55,1,2.2,85.66,81403000,6972980980,January-1998,January,35081.304207874,11.3487672152136,13.287408665370005,923823697.6200327
Germany,DEU,1999,12.57,12.49,54.42,0.97,2.47,82.92,81390000,6748858800,January-1999,January,35755.2993074406,11.01256410245681,12.990458673506915,896312592.2989599
Germany,DEU,2000,13.02,12.7,52.75,1.01,3.26,82.74000000000001,81401000,6735118740.000001,January-2000,January,36764.5629268974,11.060997527111205,12.977905848865582,900376259.7043792
Germany,DEU,2001,10.39,14.07,51.27,0.95,4.66,81.34,81454000,6625468360,January-2001,January,37325.0525470646,11.25681393036827,13.001824362865177,916912521.8842171
Germany,DEU,2002,11.54,13.14,52.05,0.88,3.12,80.72999999999999,81535000,6582320549.999999,January-2002,January,37262.3512875562,11.042954512743306,12.674858837134437,900387296.1965255
Germany,DEU,2003,11.46,13.49,53.47,0.86,3.83,83.11,81614000,6782939540,January-2003,January,36977.3460076486,11.044787948992381,13.00640724124694,901409323.6690642
Germany,DEU,2004,12.28,14.52,53.61,0.9,1.34,82.65,81646000,6748041900,January-2004,January,37418.0924996579,10.869582691634179,13.008470461327969,887457948.4411641
Germany,DEU,2005,12.09,14.41,53.21,0.97,1.33,82.01,81603000,6692262030,January-2005,January,37703.9329399406,10.620203881017966,12.748396942542502,866640497.3027091
Germany,DEU,2006,12.17,13.93,53.43,0.9,2,82.43,81472000,6715736960.000001,January-2006,January,39143.1662435764,10.77764707784412,13.09514216620641,878076462.7261162
Germany,DEU,2007,12.78,15.14,54.54,0.9,2.69,86.05000000000001,81278000,6993971900.000001,January-2007,January,40473.5274498896,10.475386923614828,12.475001549115222,851418498.377566
Germany,DEU,2008,12.56,16.65,53.04,0.82,2.64,85.71,81066000,6948166859.999999,January-2008,January,40989.4431148599,10.531806392020348,12.36169705405395,853771416.9755216
Germany,DEU,2009,12.55,16.8,53.34,0.78,2.49,85.96,80900000,6954163999.999999,January-2009,January,38784.4524824906,9.751835771858458,11.547866808525585,788923513.9433492
Germany,DEU,2010,12.59,17.78,54.21,0.77,2.19,87.53999999999999,80827000,7075595579.999999,January-2010,January,40428.7210307617,10.29838642946372,12.096413264211744,832387679.9342642
Germany,DEU,2011,13.37,17.97,53.48,0.88,2.22,87.91999999999999,80856000,7108859519.999999,January-2011,January,42692.5197566424,10.014699543433203,12.02601987203736,809748546.283835
Germany,DEU,2012,13.34,17.61,52.43,0.75,2.28,86.41,80973000,6996876930,January-2012,January,42822.0994035797,10.054437631742266,11.413516780434946,814137978.3550665
Germany,DEU,2013,13.16,17.75,51.81,0.73,2.48,85.93,81174000,6975281820.000001,January-2013,January,42914.4761126655,10.24429440681428,11.37353970397945,831570354.1787424
Germany,DEU,2014,13.53,18.28,52.93,0.81,2.6,88.15,81450000,7179817500,January-2014,January,43560.6192440775,9.733495216273147,10.948019963800705,792793185.3654478
Germany,DEU,2015,14.17,18.49,51.91,0.81,2.5,87.88,81787000,7187441560,January-2015,January,43937.9471317278,9.731858963360104,10.840365494731406,795939549.0363328
Germany,DEU,2016,14.6,19.4,51.24,0.81,2.48,88.53000000000002,82194000,7276634820.000001,January-2016,January,44431.8228379944,9.753203752395347,10.8350445597293,801654829.2243831
Germany,DEU,2017,14.91,19.47,50.45,0.82,2.13,87.77999999999999,82658000,7255719239.999999,January-2017,January,45229.2452947032,9.653831451755481,10.82575727330927,797966400.1392046
India,IND,1961,2.3,0.17,0.34,0.78,0.11,3.6999999999999997,459641984,1700675340.8,January-1961,January,,0.28368367934598915,,130392929.20301028
India,IND,1962,2.3,0.17,0.33,0.81,0.11,3.7199999999999998,469076992,1744966410.2399998,January-1962,January,,0.3058172601354599,,143451840.48602304
India,IND,1963,2.28,0.17,0.32,0.8,0.11,3.6799999999999993,478825984,1762079621.1199996,January-1963,January,,0.32176232395553833,,154068161.38213742
India,IND,1964,2.29,0.17,0.31,0.79,0.11,3.67,488848000,1794072160,January-1964,January,,0.3081509873840606,,150638993.88072327
India,IND,1965,2.29,0.17,0.3,0.78,0.11,3.65,499123008,1821798979.2,January-1965,January,,0.33250594124484895,,165961365.57200027
India,IND,1966,2.29,0.17,0.29,0.76,0.12,3.63,509632000,1849964160,January-1966,January,,0.3368869958844769,,171688393.48659775
India,IND,1967,2.31,0.17,0.3,0.75,0.12,3.65,520400992,1899463620.8,January-1967,January,,0.33069331106541716,,172093127.12620768
India,IND,1968,2.32,0.17,0.31,0.73,0.12,3.65,531513984,1940026041.6,January-1968,January,,0.3520219922285508,,187104611.54501408
India,IND,1969,2.32,0.17,0.3,0.71,0.13,3.6299999999999994,543084032,1971395036.1599996,January-1969,January,,0.3505910023930663,,190400375.1625481
India,IND,1970,2.32,0.17,0.31,0.69,0.12,3.61,555190016,2004235957.76,January-1970,January,,0.3507428995521277,,194728956.01423216
India,IND,1971,2.33,0.17,0.34,0.67,0.13,3.6399999999999997,567868032,2067039636.4799998,January-1971,January,,0.36157969781614485,,205329551.41000888
India,IND,1972,2.3,0.16,0.35,0.65,0.13,3.59,581086976,2086102243.84,January-1972,January,,0.37375116922704754,,217181936.7026093
India,IND,1973,2.31,0.16,0.35,0.64,0.14,3.6000000000000005,594769984,2141171942.4000003,January-1973,January,,0.3759475108383735,,223602295.00617924
India,IND,1974,2.33,0.16,0.35,0.63,0.14,3.6100000000000003,608803008,2197778858.88,January-1974,January,,0.3797364853590541,,231184714.53394008
India,IND,1975,2.34,0.16,0.34,0.64,0.13,3.61,623102976,2249401743.36,January-1975,January,,0.40313288791792,,251193302.18513042
India,IND,1976,2.35,0.16,0.34,0.63,0.12,3.6,637630016,2295468057.6,January-1976,January,,0.41173054576579754,,262531754.48433423
India,IND,1977,2.34,0.16,0.34,0.62,0.12,3.58,652409024,2335624305.92,January-1977,January,,0.42557399673036783,,277648315.84663844
India,IND,1978,2.33,0.16,0.35,0.63,0.12,3.5900000000000003,667500032,2396325114.88,January-1978,January,,0.4217814924137752,,281539159.68320274
India,IND,1979,2.33,0.17,0.37,0.62,0.13,3.62,682995008,2472441928.96,January-1979,January,,0.4323589579780183,,295299009.9630683
India,IND,1980,2.33,0.19,0.37,0.65,0.14,3.68,698953024,2572147128.32,January-1980,January,,0.447075686910046,,312484903.3226539
India,IND,1981,2.33,0.2,0.39,0.65,0.14,3.7100000000000004,715385024,2654078439.0400004,January-1981,January,,0.47122202931285223,,337105182.7493035
India,IND,1982,2.49,0.21,0.4,0.69,0.15,3.94,732238976,2885021565.44,January-1982,January,,0.475002895875667,,347815634.07303303
India,IND,1983,2.48,0.22,0.4,0.68,0.14,3.9200000000000004,749428992,2937761648.6400003,January-1983,January,,0.502617764841377,,376676324.8663662
India,IND,1984,2.45,0.23,0.4,0.67,0.14,3.89,766833024,2982980463.36,January-1984,January,,0.5032762494148947,,385928848.24620193
