per_capita_land_use,Total_land_use,Entity,Code,Year,Bovine_meat,Poultry_meat,Pigmeat,Mutton_Goat,Meat_Other,TOTAL_meat_consumed_per_capita,Total_population,Total_Meat_Consumption,month,dates
3516.47994146782,284247623108.6683,Germany,DEU,1994,16.39,11.99,53.37,0.94,1.14,83.83,80833000,6776230390,January,January-1994
3385.55343170104,274700419894.7907,Germany,DEU,1995,15.69,11.61,51.34,0.97,1.82,81.42999999999999,81139000,6607148769.999999,January,January-1995
3477.5350960423807,282807064150.5506,Germany,DEU,1996,16.01,13.32,52.49,1.05,1.94,84.81,81324000,6897088440,January,January-1996
3217.58051505494,261907836344.95706,Germany,DEU,1997,14.61,12.95,51.04,0.98,1.99,81.57,81399000,6639716429.999999,January,January-1997
3204.2604956025402,260836417123.53357,Germany,DEU,1998,14.24,13.67,54.55,1,2.2,85.66,81403000,6972980980,January,January-1998
2916.7866429671003,237397264871.0923,Germany,DEU,1999,12.57,12.49,54.42,0.97,2.47,82.92,81390000,6748858800,January,January-1999
2984.27431973506,242922913900.75363,Germany,DEU,2000,13.02,12.7,52.75,1.01,3.26,82.74000000000001,81401000,6735118740.000001,January,January-2000
2541.8781242223004,207046140730.40326,Germany,DEU,2001,10.39,14.07,51.27,0.95,4.66,81.34,81454000,6625468360,January,January-2001
2713.2045081047,221221129568.3167,Germany,DEU,2002,11.54,13.14,52.05,0.88,3.12,80.72999999999999,81535000,6582320549.999999,January,January-2002
2716.74392160136,221724338417.5734,Germany,DEU,2003,11.46,13.49,53.47,0.86,3.83,83.11,81614000,6782939540,January,January-2003
2857.87157090978,233333782278.4999,Germany,DEU,2004,12.28,14.52,53.61,0.9,1.34,82.65,81646000,6748041900,January,January-2004
2834.6205598154,231313541542.6161,Germany,DEU,2005,12.09,14.41,53.21,0.97,1.33,82.01,81603000,6692262030,January,January-2005
2836.2159989652605,231072189867.6977,Germany,DEU,2006,12.17,13.93,53.43,0.9,2,82.43,81472000,6715736960.000001,January,January-2006
2959.00058774002,240501649770.33334,Germany,DEU,2007,12.78,15.14,54.54,0.9,2.69,86.05000000000001,81278000,6993971900.000001,January,January-2007
2902.599869633241,235302161031.6883,Germany,DEU,2008,12.56,16.65,53.04,0.82,2.64,85.71,81066000,6948166859.999999,January,January-2008
2897.2953425631404,234391193213.35806,Germany,DEU,2009,12.55,16.8,53.34,0.78,2.49,85.96,80900000,6954163999.999999,January,January-2009
2917.1335175234,235783150820.86383,Germany,DEU,2010,12.59,17.78,54.21,0.77,2.19,87.53999999999999,80827000,7075595579.999999,January,January-2010
3058.68639614936,247313147247.05264,Germany,DEU,2011,13.37,17.97,53.48,0.88,2.22,87.91999999999999,80856000,7108859519.999999,January,January-2011
3016.1684386000998,244228206978.76587,Germany,DEU,2012,13.34,17.61,52.43,0.75,2.28,86.41,80973000,6996876930,January,January-2012
2978.09809919598,241744135104.1345,Germany,DEU,2013,13.16,17.75,51.81,0.73,2.48,85.93,81174000,6975281820.000001,January,January-2013
3069.61226988706,250019919382.30103,Germany,DEU,2014,13.53,18.28,52.93,0.81,2.6,88.15,81450000,7179817500,January,January-2014
3164.4825534307797,258813534597.44318,Germany,DEU,2015,14.17,18.49,51.91,0.81,2.5,87.88,81787000,7187441560,January,January-2015
3233.98679711868,265814310802.37277,Germany,DEU,2016,14.6,19.4,51.24,0.81,2.48,88.53000000000002,82194000,7276634820.000001,January,January-2016
3277.27662794952,270893131513.05142,Germany,DEU,2017,14.91,19.47,50.45,0.82,2.13,87.77999999999999,82658000,7255719239.999999,January,January-2017
525.6771738393,241623299127.00876,India,IND,1961,2.3,0.17,0.34,0.78,0.11,3.6999999999999997,459641984,1700675340.8,January,January-1961
531.114258696,249133478877.4295,India,IND,1962,2.3,0.17,0.33,0.81,0.11,3.7199999999999998,469076992,1744966410.2399998,January,January-1962
525.8869240567,251808323884.18265,India,IND,1963,2.28,0.17,0.32,0.8,0.11,3.6799999999999993,478825984,1762079621.1199996,January,January-1963
525.5674630394001,256922603171.88464,India,IND,1964,2.29,0.17,0.31,0.79,0.11,3.67,488848000,1794072160,January,January-1964
523.6120441480999,261346818500.22842,India,IND,1965,2.29,0.17,0.3,0.78,0.11,3.65,499123008,1821798979.2,January,January-1965
519.8453771974599,264929839271.8959,India,IND,1966,2.29,0.17,0.29,0.76,0.12,3.63,509632000,1849964160,January,January-1966
521.37645996276,271324826970.0686,India,IND,1967,2.31,0.17,0.3,0.75,0.12,3.65,520400992,1899463620.8,January,January-1967
519.42345891706,276080832032.0669,India,IND,1968,2.32,0.17,0.31,0.73,0.12,3.65,531513984,1940026041.6,January,January-1968
515.6567919664199,280044969709.30853,India,IND,1969,2.32,0.17,0.3,0.71,0.13,3.6299999999999994,543084032,1971395036.1599996,January,January-1969
512.0309551690599,284274474192.80566,India,IND,1970,2.32,0.17,0.31,0.69,0.12,3.61,555190016,2004235957.76,January,January-1970
510.32941790962,289799762220.0415,India,IND,1971,2.33,0.17,0.34,0.67,0.13,3.6399999999999997,567868032,2067039636.4799998,January,January-1971
501.7620310954,291567381320.84393,India,IND,1972,2.3,0.16,0.35,0.65,0.13,3.59,581086976,2086102243.84,January,January-1972
501.58674091006003,298328737865.68854,India,IND,1973,2.31,0.16,0.35,0.64,0.14,3.6000000000000005,594769984,2141171942.4000003,January,January-1973
503.01053072106004,306234324158.6578,India,IND,1974,2.33,0.16,0.35,0.63,0.14,3.6100000000000003,608803008,2197778858.88,January,January-1974
506.35044370009996,315508468368.45276,India,IND,1975,2.34,0.16,0.34,0.64,0.13,3.61,623102976,2249401743.36,January,January-1975
506.10139775944003,322705442350.9741,India,IND,1976,2.35,0.16,0.34,0.63,0.12,3.6,637630016,2295468057.6,January,January-1976
502.61731394843997,327912071238.60333,India,IND,1977,2.34,0.16,0.34,0.62,0.12,3.58,652409024,2335624305.92,January,January-1977
502.93677496574,335710313383.6083,India,IND,1978,2.33,0.16,0.35,0.63,0.12,3.5900000000000003,667500032,2396325114.88,January,January-1978
501.41066708752004,342460982578.7261,India,IND,1979,2.33,0.17,0.37,0.62,0.13,3.62,682995008,2472441928.96,January,January-1979
507.13303132122,354462165812.2534,India,IND,1980,2.33,0.19,0.37,0.65,0.14,3.68,698953024,2572147128.32,January,January-1980
507.41817150234,362999360798.2376,India,IND,1981,2.33,0.2,0.39,0.65,0.14,3.7100000000000004,715385024,2654078439.0400004,January,January-1981
541.20072633882,396288265664.79376,India,IND,1982,2.49,0.21,0.4,0.69,0.15,3.94,732238976,2885021565.44,January,January-1982
537.75031892268,403005679457.9026,India,IND,1983,2.48,0.22,0.4,0.68,0.14,3.9200000000000004,749428992,2937761648.6400003,January,January-1983
531.0648736362,407238082990.6251,India,IND,1984,2.45,0.23,0.4,0.67,0.14,3.89,766833024,2982980463.36,January,January-1984
531.81606351218,417135247576.4135,India,IND,1985,2.45,0.24,0.46,0.67,0.15,3.97,784360000,3113909200,January,January-1985
528.68525630922,423992345740.14056,India,IND,1986,2.43,0.26,0.46,0.67,0.15,3.97,801974976,3183840654.7200003,January,January-1986
538.4161983695,441330057697.24927,India,IND,1987,2.44,0.38,0.45,0.71,0.14,4.12,819681984,3377089774.08,January,January-1987
533.6524955794599,446917417551.2148,India,IND,1988,2.41,0.38,0.46,0.71,0.15,4.11,837468992,3441997557.1200004,January,January-1988
527.1081588380199,450854044389.12195,India,IND,1989,2.38,0.41,0.46,0.7,0.15,4.1000000000000005,855334976,3506873401.6000004,January,January-1989
522.44804227404,456242389820.1577,India,IND,1990,2.36,0.45,0.48,0.69,0.14,4.12,873278016,3597905425.92,January,January-1990
516.8919705933199,460691869712.0273,India,IND,1991,2.32,0.59,0.48,0.69,0.14,4.22,891273024,3761172161.2799997,January,January-1991
513.5857340091401,467007107143.335,India,IND,1992,2.31,0.6,0.49,0.68,0.14,4.22,909307008,3837275573.7599998,January,January-1992
505.82927027426,469108104755.9665,India,IND,1993,2.26,0.66,0.49,0.68,0.14,4.2299999999999995,927404032,3922919055.3599997,January,January-1993
497.61274222248005,470543596309.2577,India,IND,1994,2.21,0.67,0.48,0.68,0.14,4.18,945601984,3952616293.12,January,January-1994
486.05374415018,468518387110.90393,India,IND,1995,2.14,0.67,0.47,0.68,0.14,4.1000000000000005,963923008,3952084332.8000007,January,January-1995
481.2164248007,472730169299.6083,India,IND,1996,2.11,0.68,0.47,0.68,0.14,4.08,982364992,4008049167.36,January,January-1996
472.96608115818003,473391735496.3078,India,IND,1997,2.06,0.67,0.47,0.68,0.14,4.0200000000000005,1000899968,4023617871.3600006,January,January-1997
471.43398790200007,480619422808.1702,India,IND,1998,2.06,0.73,0.46,0.67,0.14,4.06,1019484032,4139105169.9199996,January,January-1998
461.72210527582,479294317770.8535,India,IND,1999,2.01,0.79,0.45,0.66,0.14,4.05,1038057984,4204134835.2,January,January-1999
437.53500328298,462288983628.7179,India,IND,2000,1.87,0.87,0.45,0.65,0.14,3.9800000000000004,1056576000,4205172480.0000005,January,January-2000
440.98184316676,474055509627.1049,India,IND,2001,1.89,0.91,0.44,0.65,0.14,4.029999999999999,1075000064,4332250257.919999,January,January-2001
426.92652109874,466766019852.699,India,IND,2002,1.81,1.05,0.43,0.64,0.14,4.07,1093316992,4449800157.440001,January,January-2002
415.89763637042,462279765181.0907,India,IND,2003,1.75,1.14,0.43,0.63,0.14,4.09,1111522944,4546128840.96,January,January-2003
424.46159484815996,479481597135.6268,India,IND,2004,1.79,1.21,0.4,0.64,0.14,4.18,1129623040,4721824307.2,January,January-2004
408.80564623320004,469149441132.79236,India,IND,2005,1.67,1.28,0.38,0.66,0.14,4.13,1147609984,4739629233.92,January,January-2005
407.58753386179995,475037544926.25214,India,IND,2006,1.65,1.36,0.35,0.67,0.13,4.16,1165485952,4848421560.32,January,January-2006
413.76296654356,489568049330.52045,India,IND,2007,1.67,1.54,0.33,0.68,0.13,4.35,1183208960,5146958976,January,January-2007
408.64140912224,490643461076.01227,India,IND,2008,1.68,1.63,0.33,0.64,0.13,4.409999999999999,1200669952,5294954488.319999,January,January-2008
390.96038945274,476082612440.6286,India,IND,2009,1.6,1.78,0.32,0.61,0.13,4.4399999999999995,1217725952,5406703226.879999,January,January-2009
372.10614164922,459283525736.6952,India,IND,2010,1.46,1.84,0.31,0.63,0.14,4.38,1234280960,5406150604.8,January,January-2010
332.59424592844,415838594553.3774,India,IND,2011,1.23,1.85,0.3,0.62,0.14,4.14,1250288000,5176192320,January,January-2011
327.22529749866004,414195226596.6444,India,IND,2012,1.22,1.86,0.29,0.6,0.14,4.11,1265779968,5202355668.4800005,January,January-2012
256.4885883814,328521352415.79175,India,IND,2013,0.81,1.88,0.28,0.58,0.14,3.69,1280841984,4726306920.96,January,January-2013
221.24498058846004,286645223405.2689,India,IND,2014,0.73,1.98,0.23,0.46,0.1,3.5,1295601024,4534603584,January,January-2014
230.05925316570003,301412575929.75604,India,IND,2015,0.79,2.1,0.23,0.45,0.1,3.6700000000000004,1310151936,4808257605.120001,January,January-2015
232.33326177930002,307729353033.46704,India,IND,2016,0.8,2.17,0.24,0.45,0.11,3.77,1324516992,4993429059.84,January,January-2016
224.4013686632,300400949202.73566,India,IND,2017,0.76,2.22,0.25,0.44,0.11,3.7800000000000002,1338676992,5060199029.76,January,January-2017
365.51105864476,32931815361.775585,Indonesia,IDN,1961,1.7,0.6,1.03,0.39,0.01,3.73,90098000,336065540,January,January-1961
372.94997245694003,34504585551.77118,Indonesia,IDN,1962,1.74,0.59,1.12,0.39,0.01,3.85,92518000,356194300,January,January-1962
355.49573630564,33777427385.080383,Indonesia,IDN,1963,1.65,0.59,1.21,0.37,0.01,3.8299999999999996,95015000,363907449.99999994,January,January-1963
366.62556256074004,35781555029.24055,Indonesia,IDN,1964,1.72,0.59,1.18,0.37,0.01,3.87,97597000,377700390,January,January-1964
364.38500348831997,36535791144.763374,Indonesia,IDN,1965,1.72,0.58,1.15,0.36,0.01,3.8199999999999994,100267000,383019939.99999994,January,January-1965
353.9646550459,36467208586.10384,Indonesia,IDN,1966,1.67,0.57,1.12,0.35,0.01,3.7199999999999998,103025000,383253000,January,January-1966
352.81569109786005,37351185953.76605,Indonesia,IDN,1967,1.66,0.58,0.99,0.36,0,3.5899999999999994,105866000,380058939.99999994,January,January-1967
330.86636771566,35991643480.10949,Indonesia,IDN,1968,1.6,0.53,1.27,0.28,0,3.6799999999999997,108780000,400310399.99999994,January,January-1968
351.05121915226,39233133201.23743,Indonesia,IDN,1969,1.69,0.53,1.09,0.32,0,3.6299999999999994,111759000,405685169.99999994,January,January-1969
374.77204309100006,43021207142.545166,Indonesia,IDN,1970,1.8,0.52,1.11,0.35,0.01,3.7900000000000005,114793000,435065470.00000006,January,January-1970
361.97576182048,42669702803.39818,Indonesia,IDN,1971,1.73,0.61,1.27,0.33,0.01,3.9499999999999997,117880000,465625999.99999994,January,January-1971
371.78858446788,44992739126.54944,Indonesia,IDN,1972,1.75,0.66,1.33,0.36,0.01,4.11,121017000,497379870.00000006,January,January-1972
389.4159728562401,48365463828.74502,Indonesia,IDN,1973,1.86,0.66,1.12,0.37,0.02,4.029999999999999,124200000,500525999.99999994,January,January-1973
405.84801846892003,51713966209.346725,Indonesia,IDN,1974,1.98,0.7,1.14,0.35,0.02,4.189999999999999,127422000,533898179.9999998,January,January-1974
412.27196253718,53876112336.32122,Indonesia,IDN,1975,1.98,0.73,1.03,0.39,0.02,4.1499999999999995,130681000,542326149.9999999,January,January-1975
418.3233199747,56041520207.05064,Indonesia,IDN,1976,2.01,0.74,1.13,0.39,0.02,4.289999999999999,133967000,574718429.9999999,January,January-1976
406.90301260184003,55858831763.9554,Indonesia,IDN,1977,1.93,0.76,1.1,0.4,0.02,4.21,137278000,577940380,January,January-1977
400.17306985133996,56273137428.635124,Indonesia,IDN,1978,1.88,0.81,1.03,0.41,0.02,4.1499999999999995,140622000,583581299.9999999,January,January-1978
402.51825344386003,57966653678.45029,Indonesia,IDN,1979,1.85,1,1.24,0.43,0.01,4.529999999999999,144010000,652365299.9999999,January,January-1979
384.51690146206005,56696248086.77783,Indonesia,IDN,1980,1.8,1.22,1.21,0.37,0.02,4.62,147448000,681209760,January,January-1980
391.6695239008,59117814598.538956,Indonesia,IDN,1981,1.82,1.27,1.37,0.38,0.01,4.85,150938000,732049300,January,January-1981
395.93555089160003,61159372675.12367,Indonesia,IDN,1982,1.83,1.32,1.41,0.39,0.01,4.96,154468000,766161280,January,January-1982
400.22040293502005,63238422445.59636,Indonesia,IDN,1983,1.61,1.7,1.81,0.57,0.02,5.71,158008992,902231344.32,January,January-1983
400.49233694348,64688726944.06041,Indonesia,IDN,1984,1.68,1.76,2.11,0.49,0.01,6.05,161523008,977214198.4,January,January-1984
408.52798328468,67399763738.27307,Indonesia,IDN,1985,1.71,1.96,2.27,0.49,0.01,6.4399999999999995,164982000,1062484079.9999999,January,January-1985
419.69353321399996,70665478961.37402,Indonesia,IDN,1986,1.68,2.07,2.49,0.56,0.01,6.8100000000000005,168374000,1146626940,January,January-1986
414.06347892427993,71095944834.24347,Indonesia,IDN,1987,1.65,2.26,2.47,0.55,0.01,6.9399999999999995,171703008,1191618875.52,January,January-1987
415.52782960626,72707397513.18495,Indonesia,IDN,1988,1.63,2.35,2.68,0.56,0.01,7.23,174976000,1265076480,January,January-1988
424.3488489693,75622780631.17918,Indonesia,IDN,1989,1.69,2.52,2.82,0.54,0.01,7.579999999999999,178208992,1350824159.36,January,January-1989
428.61566667666,77756450509.88759,Indonesia,IDN,1990,1.72,2.85,3.06,0.51,0.01,8.15,181412992,1478515884.8,January,January-1990
435.8199267956801,80448871927.06818,Indonesia,IDN,1991,1.73,3.21,3.17,0.52,0.01,8.639999999999999,184592000,1594874879.9999998,January,January-1991
466.10162068276003,87505918266.98137,Indonesia,IDN,1992,1.88,3.5,3.17,0.54,0.01,9.1,187740000,1708434000,January,January-1992
520.9314504474,99420292416.78835,Indonesia,IDN,1993,2.14,3.72,3.31,0.59,0.01,9.77,190851008,1864614348.1599998,January,January-1993
499.04304441558,96772926051.59167,Indonesia,IDN,1994,2.05,4.31,3.46,0.52,0.01,10.35,193916992,2007040867.2,January,January-1994
464.9689975482,91568204563.15721,Indonesia,IDN,1995,1.9,4.52,2.95,0.49,0.01,9.870000000000001,196934000,1943738580.0000002,January,January-1995
502.61854572950006,100473945888.92442,Indonesia,IDN,1996,2.1,4.82,3.04,0.5,0.01,10.47,199900992,2092963386.24,January,January-1996
518.9638684067601,105259365573.46951,Indonesia,IDN,1997,2.16,4.5,3.17,0.54,0.01,10.38,202826000,2105333880.0000002,January,January-1997
450.59631367006,92698923025.00258,Indonesia,IDN,1998,1.97,3.05,3.06,0.4,0.01,8.49,205724992,1746605182.0800002,January,January-1998
424.64954569184005,88588268371.69957,Indonesia,IDN,1999,1.86,3.04,2.67,0.38,0.01,7.96,208615008,1660575463.68,January,January-1999
450.0537594460201,95192670875.46548,Indonesia,IDN,2000,2.02,3.98,1.98,0.38,0.01,8.370000000000001,211514000,1770372180.0000002,January,January-2000
445.72074785548,95574566366.17299,Indonesia,IDN,2001,1.91,4.36,1.97,0.44,0.01,8.69,214427008,1863370699.52,January,January-2001
464.55430328622003,100974594253.68622,Indonesia,IDN,2002,1.81,5.13,2.16,0.59,0.01,9.7,217358000,2108372599.9999998,January,January-2002
501.71007994148005,110531241988.14688,Indonesia,IDN,2003,1.95,5.21,2.23,0.66,0.01,10.06,220308992,2216308459.52,January,January-2003
538.76177822684,120297962413.15819,Indonesia,IDN,2004,2.28,5.49,2.19,0.56,0.01,10.53,223286000,2351201580,January,January-2004
469.84575504054,106320922303.6027,Indonesia,IDN,2005,1.89,5.13,2.46,0.53,0.03,10.04,226288992,2271941479.68,January,January-2005
522.8035658833,119888268121.22661,Indonesia,IDN,2006,2.08,5.66,2.6,0.62,0.03,10.989999999999998,229318000,2520204819.9999995,January,January-2006
472.76903446716005,109859231615.27185,Indonesia,IDN,2007,1.88,5.83,2.59,0.52,0.05,10.870000000000001,232374000,2525905380,January,January-2007
503.60622819005994,118584158551.9134,Indonesia,IDN,2008,2.09,5.92,2.73,0.49,0.02,11.25,235470000,2649037500,January,January-2008
536.56004150364,128034489371.15976,Indonesia,IDN,2009,2.23,6.04,2.73,0.54,0.01,11.549999999999999,238620992,2756072457.6,January,January-2009
563.22318143888,136206514860.09012,Indonesia,IDN,2010,2.43,6.51,2.89,0.48,0.01,12.32,241834000,2979394880,January,January-2010
570.17524567252,139759075518.2654,Indonesia,IDN,2011,2.46,6.95,2.96,0.47,0.02,12.860000000000001,245116000,3152191760.0000005,January,January-2011
556.68421858878,138309307476.81958,Indonesia,IDN,2012,2.38,7.16,2.96,0.46,0.01,12.97,248452000,3222422440,January,January-2012
593.65276511706,149484729771.07916,Indonesia,IDN,2013,2.59,7.5,2.98,0.46,0.01,13.540000000000001,251804992,3409439591.6800003,January,January-2013
524.19010438366,133735572951.19441,Indonesia,IDN,2014,2.39,6.4,1.14,0.41,0.01,10.350000000000001,255128000,2640574800.0000005,January,January-2014
507.2910263884,131075381329.64217,Indonesia,IDN,2015,2.27,6.62,1.25,0.41,0.01,10.56,258383008,2728524564.48,January,January-2015
570.6206477516,149249254143.3175,Indonesia,IDN,2016,2.61,7.42,1.27,0.42,0.01,11.729999999999999,261556000,3068051879.9999995,January,January-2016
605.51576610074,160250357858.4531,Indonesia,IDN,2017,2.79,7.19,1.24,0.46,0.01,11.690000000000001,264651008,3093770283.5200005,January,January-2017
2081.23273786034,46786111947.10044,Iran,IRN,1961,3.98,1.89,0.05,7.65,0.66,14.23,22480000,319890400,January,January-1961
2135.47187087294,49267471532.9096,Iran,IRN,1962,4.02,1.85,0.05,7.91,0.64,14.469999999999999,23071000,333837370,January,January-1962
1929.4091274143802,45688408137.17252,Iran,IRN,1963,3.46,1.89,0.05,7.29,0.6,13.29,23680000,314707200,January,January-1963
1885.5089159644401,45832950729.26361,Iran,IRN,1964,3.44,1.91,0.05,7.07,0.57,13.04,24308000,316976320,January,January-1964
1850.21704198418,46172166282.71521,Iran,IRN,1965,3.43,1.86,0.05,6.89,0.56,12.790000000000001,24955000,319174450,January,January-1965
1827.67439025226,46832328575.82391,Iran,IRN,1966,3.34,1.81,0.05,6.85,0.54,12.59,25624000,322606160,January,January-1966
1837.06085943788,48347767698.68613,Iran,IRN,1967,3.37,2.45,0.05,6.85,0.53,13.249999999999998,26318000,348713499.99999994,January,January-1967
1842.58896535592,49810707500.46658,Iran,IRN,1968,3.36,2.7,0.04,6.88,0.52,13.5,27033000,364945500,January,January-1968
1872.3024498950401,51984477521.33579,Iran,IRN,1969,3.44,2.94,0.04,6.96,0.56,13.94,27765000,387044100,January,January-1969
1913.50394142806,54561651385.8797,Iran,IRN,1970,3.68,3.21,0.05,6.96,0.54,14.440000000000001,28514000,411742160.00000006,January,January-1970
1884.5104629458199,55182235375.9795,Iran,IRN,1971,3.92,3.5,0.05,6.58,0.52,14.57,29282000,426638740,January,January-1971
1907.3688805628403,57364119082.92742,Iran,IRN,1972,4.16,3.82,0.04,6.48,0.5,15,30075000,451125000,January,January-1972
1900.50544885366,58737021402.27122,Iran,IRN,1973,4.13,3.81,0.04,6.47,0.49,14.94,30906000,461735640,January,January-1973
1960.4125669348398,62313673852.59082,Iran,IRN,1974,4.39,3.91,0.05,6.56,0.47,15.38,31786000,488868680,January,January-1974
2093.0669471530396,68506081180.318985,Iran,IRN,1975,4.68,4.19,0.06,7.01,0.46,16.400000000000002,32730000,536772000.00000006,January,January-1975
2223.17664985826,74996641106.31854,Iran,IRN,1976,5.48,4.58,0.08,6.99,0.45,17.580000000000002,33734000,593043720.0000001,January,January-1976
2476.5747905465205,86192232435.39055,Iran,IRN,1977,5.97,5.04,0.08,7.91,0.44,19.44,34803000,676570320,January,January-1977
2445.3771585787804,87938207999.65152,Iran,IRN,1978,6.19,6,0.08,7.51,0.43,20.21,35961000,726771810,January,January-1978
2312.08671197882,86095172893.95532,Iran,IRN,1979,5.51,6.1,0.03,7.39,0.42,19.45,37237000,724259650,January,January-1979
2644.37597544972,102205131451.13168,Iran,IRN,1980,6.18,5.75,0,8.61,0.42,20.96,38650000,810104000,January,January-1980
2590.89240948866,104153874861.44414,Iran,IRN,1981,5.56,7.05,0,8.82,0.41,21.84,40200000,877968000,January,January-1981
2733.3449975958006,114442421704.33858,Iran,IRN,1982,5.53,6.2,0,9.65,0.4,21.78,41869000,911906820,January,January-1982
2707.79836991988,118160197468.1938,Iran,IRN,1983,6.71,6.4,0,8.46,0.38,21.95,43637000,957832150,January,January-1983
2547.93492649392,115862244912.45802,Iran,IRN,1984,5.81,5.92,0,8.41,0.38,20.52,45473000,933105960,January,January-1984
2386.2186399118405,112980293943.90591,Iran,IRN,1985,4.94,5.54,0,8.32,0.36,19.16,47347000,907168520,January,January-1985
2422.2485884383,119319965466.47066,Iran,IRN,1986,5.6,6.35,0,7.9,0.35,20.200000000000003,49260000,995052000.0000001,January,January-1986
2200.9440848438003,112675131479.49352,Iran,IRN,1987,4.45,6.61,0,7.71,0.38,19.15,51194000,980365099.9999999,January,January-1987
2125.9908530610396,112841216507.9208,Iran,IRN,1988,5.38,6.39,0,6.49,0.36,18.619999999999997,53077000,988293739.9999999,January,January-1988
2113.3091362069003,115855833465.13469,Iran,IRN,1989,5.08,7.08,0,6.66,0.39,19.21,54822000,1053130620,January,January-1989
2208.2564369549,124470582325.39989,Iran,IRN,1990,6.13,6.92,0,6.25,0.41,19.71,56366000,1110973860,January,January-1990
2201.5106775035,126980934367.72438,Iran,IRN,1991,5.08,7.49,0,7.12,0.47,20.16,57679000,1162808640,January,January-1991
2174.27485234064,127803875820.58281,Iran,IRN,1992,4.9,9.59,0,7.05,0.56,22.099999999999998,58780000,1299037999.9999998,January,January-1992
2201.41535836882,131477330863.21939,Iran,IRN,1993,5.51,10.53,0,6.62,0.61,23.27,59724000,1389777480,January,January-1993
2129.7353484638197,129042794498.7713,Iran,IRN,1994,5.3,10.51,0,6.42,0.55,22.779999999999998,60591000,1380262979.9999998,January,January-1994
2083.4942521821404,128016137336.82726,Iran,IRN,1995,5.11,10.74,0,6.33,0.51,22.69,61443000,1394141670,January,January-1995
2340.2624606151403,145786649984.02017,Iran,IRN,1996,6.28,10.93,0,6.68,0.33,24.22,62295000,1508784900,January,January-1996
2321.2518360535,146554555921.0738,Iran,IRN,1997,6.15,11.47,0,6.67,0.41,24.7,63136000,1559459200,January,January-1997
2351.37930857506,150422437128.16373,Iran,IRN,1998,6.08,11.59,0,6.89,0.43,24.990000000000002,63972000,1598660280.0000002,January,January-1998
2042.5762027909802,132360980517.0583,Iran,IRN,1999,5.03,11.5,0,6.15,0.53,23.21,64801000,1504031210,January,January-1999
2018.4636007457802,132457636871.74034,Iran,IRN,2000,4.32,12.59,0,6.61,0.35,23.87,65623000,1566421010,January,January-2000
2122.12902366146,141013351493.28036,Iran,IRN,2001,4.89,13.27,0,6.64,0.37,25.17,66449000,1672521330,January,January-2001
2051.71273134928,138049491128.8363,Iran,IRN,2002,4.43,13.94,0,6.64,0.4,25.409999999999997,67285000,1709711849.9999998,January,January-2002
2102.53469149526,143230970788.7316,Iran,IRN,2003,5.28,16.15,0,6.08,0.31,27.819999999999997,68123000,1895181859.9999998,January,January-2003
2218.24285188276,152950062880.16818,Iran,IRN,2004,5.87,16.8,0,6.16,0.26,29.090000000000003,68951000,2005784590.0000002,January,January-2004
2180.23623548266,152097640259.74133,Iran,IRN,2005,5.48,17.58,0,6.27,0.25,29.58,69762000,2063559960,January,January-2005
2090.54772737742,147498594905.11386,Iran,IRN,2006,5.67,19.05,0,5.56,0.27,30.549999999999997,70555000,2155455250,January,January-2006
2109.04258603742,150450661917.56537,Iran,IRN,2007,6.55,20.64,0,4.82,0.29,32.300000000000004,71336000,2304152800.0000005,January,January-2007
1703.38089814276,122849533754.954,Iran,IRN,2008,4.78,21.73,0,4.15,0.3,30.960000000000004,72121000,2232866160.0000005,January,January-2008
1630.8874053091201,118932464032.16759,Iran,IRN,2009,4.93,27.34,0,3.41,0.34,36.019999999999996,72925000,2626758499.9999995,January,January-2009
1777.9054365481202,131143638716.09898,Iran,IRN,2010,6.17,25.23,0,3.19,0.26,34.849999999999994,73763000,2570640549.9999995,January,January-2010
1758.09836767338,131215671671.3027,Iran,IRN,2011,5.77,25.94,0,3.41,0.25,35.370000000000005,74635000,2639839950.0000005,January,January-2011
1575.87321718624,119041462826.24857,Iran,IRN,2012,4.45,24.7,0,3.64,0.24,33.03,75540000,2495086200,January,January-2012
1447.5463244869402,110711237989.41016,Iran,IRN,2013,3.58,25.38,0,3.69,0.23,32.879999999999995,76482000,2514728159.9999995,January,January-2013
1449.12474412334,112257897428.25865,Iran,IRN,2014,4.02,25.9,0,3.29,0.19,33.4,77466000,2587364400,January,January-2014
1377.03396512438,108086149990.54285,Iran,IRN,2015,4.4,25.49,0,2.58,0.15,32.62,78492000,2560409040,January,January-2015
1462.0191665438801,116324092966.89728,Iran,IRN,2016,4.61,27.16,0,2.79,0.16,34.72,79564000,2762462080,January,January-2016
1617.9482028416,130526353316.04324,Iran,IRN,2017,5.22,27.52,0,3.08,0.16,35.98,80674000,2902650519.9999995,January,January-2017
2711.01198273126,135691571759.66502,Italy,ITA,1961,14.85,5.37,7.88,0.82,2.07,30.99,50052000,1551111480,January,January-1961
2998.5400548666803,151252357447.58508,Italy,ITA,1962,16.48,6.2,8.38,0.87,2.18,34.11000000000001,50442000,1720576620.0000002,January,January-1962
3367.6759284220207,171266527015.8303,Italy,ITA,1963,18.73,7.18,8.15,0.85,2.26,37.17,50856000,1890317520,January,January-1963
3311.7796161561,169804876259.17172,Italy,ITA,1964,18.25,8.46,9.6,0.84,2.23,39.38,51273000,2019130740.0000002,January,January-1964
