per_capita_water_use,Total_water_use,Entity,Code,Year,Bovine_meat,Poultry_meat,Pigmeat,Mutton_Goat,Meat_Other,TOTAL_meat_consumed_per_capita,Total_population,Total_Meat_Consumption,month,dates
1408098.94,29312395633980,Argentina,ARG,1961,83.45,2.05,8.69,6.94,0.9,102.03,20817000,2123958510,January,January-1961
1437861.8800000001,30415092347640.004,Argentina,ARG,1962,86.1,2.39,7.31,6.45,0.79,103.04,21153000,2179605120,January,January-1962
1438320.81,30908075886090,Argentina,ARG,1963,86.62,2.86,6.85,5.67,0.82,102.82,21489000,2209498980,January,January-1963
1115435.6099999999,24343266752639.996,Argentina,ARG,1964,65.32,3.88,6.79,5.83,1.25,83.07,21824000,1812919679.9999998,January,January-1964
1170954.9,25948360583999.996,Argentina,ARG,1965,66.96,5.73,9.45,6.55,1,89.69,22160000,1987530400,January,January-1965
1322477.71,29747813608740,Argentina,ARG,1966,76.7,5.41,9.78,6.64,0.88,99.41,22494000,2236128540,January,January-1966
1366335.9999999998,31192084543999.996,Argentina,ARG,1967,79.57,5.49,9.19,6.96,0.83,102.03999999999998,22829000,2329471159.9999995,January,January-1967
1436678.81,33284974670080,Argentina,ARG,1968,83.97,5.95,7.8,7.97,0.59,106.28,23168000,2462295040,January,January-1968
1520450.8599999999,35757963325480,Argentina,ARG,1969,89.57,6.19,8.62,7,0.86,112.24,23518000,2639660320,January,January-1969
1398757.44,33403726424640,Argentina,ARG,1970,81.57,7.8,8.68,6.35,0.85,105.24999999999997,23881000,2513475249.9999995,January,January-1970
1112298.24,26984355302400,Argentina,ARG,1971,61.83,8.7,10.13,6.95,1.22,88.83,24260000,2155015800,January,January-1971
1056994.62,26058088366860.004,Argentina,ARG,1972,59.92,8.26,8.69,5.2,0.67,82.74000000000001,24653000,2039789220.0000002,January,January-1972
1119752.8,28056526156800,Argentina,ARG,1973,63.95,8.2,9.82,4.53,0.65,87.15,25056000,2183630400,January,January-1973
1254443.42,31940638360040,Argentina,ARG,1974,72.41,11.01,9.31,3.98,1.22,97.93,25462000,2493493660,January,January-1974
1425483.6600000001,36871560349560,Argentina,ARG,1975,83.34,10.65,9.66,4.21,1.02,108.88,25866000,2816290080,January,January-1975
1458057.0799999998,38295869206199.99,Argentina,ARG,1976,85.99,9.74,9.14,4.07,1.06,110,26265000,2889150000,January,January-1976
1451635.21,38702046333810,Argentina,ARG,1977,85.86,9.17,8.77,4.1,1.25,109.14999999999999,26661000,2910048150,January,January-1977
1499108.4000000001,40567372412400,Argentina,ARG,1978,89.18,9.65,7.79,4.11,1.14,111.87000000000002,27061000,3027314070.0000005,January,January-1978
1430731.42,39303622838820,Argentina,ARG,1979,83.83,10.77,9.32,4.12,1.2,109.24,27471000,3000932040,January,January-1979
1449397.24,40433834804280,Argentina,ARG,1980,85.04,11.2,9.48,3.8,1.2,110.72000000000001,27897000,3088755840.0000005,January,January-1980
1440386.87,40819123508930,Argentina,ARG,1981,84.77,11.01,8.91,3.73,1.28,109.7,28339000,3108788300,January,January-1981
1208835.83,34808427724850.004,Argentina,ARG,1982,70.05,11.8,7.93,3.48,1.19,94.45,28795000,2719687750,January,January-1982
1159219.95,33921094176900,Argentina,ARG,1983,67.08,12.18,7.03,3.47,1.15,90.91,29262000,2660208420,January,January-1983
1240838.6199999999,36898818042940,Argentina,ARG,1984,72.44,11.86,7.02,3.52,1.32,96.15999999999998,29737000,2859509919.9999995,January,January-1984
1381791.32,41752206525120,Argentina,ARG,1985,81.97,12.08,6.35,3.19,1.12,104.71,30216000,3163917360,January,January-1985
1234812.9100000001,37907521524090.01,Argentina,ARG,1986,72.09,12.86,6.69,3.18,1.11,95.93,30699000,2944955070,January,January-1986
1236319.3599999999,38553382922239.99,Argentina,ARG,1987,71.96,14.5,6.56,2.86,1.26,97.14,31184000,3029213760,January,January-1987
1152724.6500000001,36505636940850.01,Argentina,ARG,1988,67.48,12.34,6,2.65,0.93,89.40000000000002,31669000,2831208600.0000005,January,January-1988
1116773.7900000003,35902043800920.01,Argentina,ARG,1989,65.9,10.82,5.22,2.61,1,85.55,32148000,2750261400,January,January-1989
1087009.96,35457177885240,Argentina,ARG,1990,64.22,11.35,4.25,2.57,1.36,83.74999999999999,32619000,2731841249.9999995,January,January-1990
1122706.14,37137996405060,Argentina,ARG,1991,66.07,12.46,4.53,2.65,1.32,87.03,33079000,2878865370,January,January-1991
1123858.81,37681862040490,Argentina,ARG,1992,65.05,16.08,5.48,2.14,1.61,90.36,33529000,3029680440,January,January-1992
1160016.95,39405775791500,Argentina,ARG,1993,64.78,22.46,7.62,2.13,1.58,98.57000000000001,33970000,3348422900.0000005,January,January-1993
1120651.96,38553789379880,Argentina,ARG,1994,61.52,23.47,7.86,2.71,1.61,97.17,34403000,3342939510,January,January-1994
1029940.94,35870783058320,Argentina,ARG,1995,55.98,23.86,6.94,2.54,1.56,90.88000000000001,34828000,3165168640.0000005,January,January-1995
996331.1,35116685950600,Argentina,ARG,1996,54.47,23.01,6.56,2.04,1.7,87.78000000000002,35246000,3093893880.0000005,January,January-1996
1019455.97,36350741522290,Argentina,ARG,1997,56.22,23.89,6.13,1.46,1.51,89.21,35657000,3180960970,January,January-1997
1038402.9299999999,37447924864590,Argentina,ARG,1998,56.29,27.04,7.19,1.22,1.51,93.25,36063000,3362874750,January,January-1998
1113405.82,40602570037940,Argentina,ARG,1999,60.28,27.96,7.96,1.78,1.89,99.87,36467000,3641959290,January,January-1999
1096707.1,40436687484100,Argentina,ARG,2000,59.09,27.82,7.97,2.03,1.85,98.75999999999999,36871000,3641379959.9999995,January,January-2000
1049677.9100000001,39127793773160.01,Argentina,ARG,2001,56.76,26.8,7.29,1.73,1.6,94.18,37276000,3510653680.0000005,January,January-2001
938851.0099999999,35377783758819.99,Argentina,ARG,2002,52.91,18.96,4.78,1.44,1.58,79.67,37682000,3002124940,January,January-2002
983040.0100000001,37442027900880.01,Argentina,ARG,2003,55.36,19.65,5.12,1.6,1.72,83.44999999999999,38088000,3178443599.9999995,January,January-2003
1015357.9200000002,39083157056640.01,Argentina,ARG,2004,56.53,22,5.12,2.07,1.54,87.26,38492000,3358811920,January,January-2004
1022513.38,39768612888340,Argentina,ARG,2005,56.04,24.35,5.44,2.37,1.59,89.79,38893000,3492202470.0000005,January,January-2005
1035895.5000000001,40700334195000.01,Argentina,ARG,2006,55.59,27.78,6.59,2.21,1.62,93.79,39290000,3685009100.0000005,January,January-2006
1037768.61,41182809519240,Argentina,ARG,2007,55.11,28.95,7.03,2.39,1.46,94.94,39684000,3767598960,January,January-2007
1043957.75,41841826620000,Argentina,ARG,2008,54.69,31.57,7.75,2.05,1.26,97.32,40080000,3900585599.9999995,January,January-2008
1053207.56,42637001651480,Argentina,ARG,2009,54.57,33.46,8.18,2.09,1.35,99.65,40483000,4034130950,January,January-2009
1058430.46,43285572092160,Argentina,ARG,2010,54.65,34.63,8.25,1.92,1.24,100.69,40896000,4117818240,January,January-2010
1082279.3399999999,44719782328799.99,Argentina,ARG,2011,54.94,38.47,9.02,1.71,1.2,105.33999999999999,41320000,4352648800,January,January-2011
1090263.8599999999,45523967474299.99,Argentina,ARG,2012,55.29,39.43,8.92,1.6,1.03,106.27,41755000,4437303850,January,January-2012
1099032.8599999999,46374790560559.99,Argentina,ARG,2013,55.48,38.66,10.51,1.56,1.04,107.25,42196000,4525521000,January,January-2013
1065743.38,45441166236439.99,Argentina,ARG,2014,54.05,36.88,10.02,1.49,1.03,103.47,42638000,4411753860,January,January-2014
1091720,47025839000000,Argentina,ARG,2015,54.26,42.24,9.99,1.46,0.99,108.93999999999998,43075000,4692590499.999999,January,January-2015
1082981.9100000001,47118376940280.01,Argentina,ARG,2016,53.82,41.85,10.15,1.32,1.04,108.18,43508000,4706695440,January,January-2016
1092852.64,48016666443679.99,Argentina,ARG,2017,54.16,42.24,10.7,1.28,1,109.38000000000001,43937000,4805829060,January,January-2017
1122694.23,11727663926580,Australia,AUS,1961,41.25,4.8,10.34,46.12,2.44,104.94999999999999,10446000,1096307700,January,January-1961
1244162.24,13241618720320,Australia,AUS,1962,49.59,4.66,11.32,44.71,2.14,112.42,10643000,1196486060,January,January-1962
1257394.03,13636438255350,Australia,AUS,1963,51.9,4.67,10.81,42.5,2.68,112.56,10845000,1220713200,January,January-1963
1290494.2500000002,14279318876250.002,Australia,AUS,1964,55.02,5.31,10.39,40.76,2.36,113.83999999999999,11065000,1259639599.9999998,January,January-1964
1235223.2799999998,13974080966639.998,Australia,AUS,1965,52.16,6.31,10.8,38.71,2.12,110.1,11313000,1245561300,January,January-1965
1172595.25,13593896733250,Australia,AUS,1966,48.43,5.91,11.52,37.83,2.15,105.84,11593000,1227003120,January,January-1966
1096544.58,13048880502000,Australia,AUS,1967,43.42,7.36,11.65,37.16,1.84,101.43,11900000,1207017000,January,January-1967
1130000.72,13804088795520,Australia,AUS,1968,45.14,8.28,11.94,37.3,1.66,104.32,12216000,1274373120,January,January-1968
1173799.45,14694795314550,Australia,AUS,1969,46.49,8.56,12.65,39.3,1.93,108.93,12519000,1363694670,January,January-1969
1121135.8199999998,14342690545259.998,Australia,AUS,1970,44.12,9.47,13.06,36.73,1.61,104.99,12793000,1343137070,January,January-1970
1181505.48,15398560920840,Australia,AUS,1971,45.11,11.36,13.55,40.61,1.2,111.83,13033000,1457480390,January,January-1971
1225332.36,16228301775840.002,Australia,AUS,1972,46.31,11.99,14.12,42.8,1.06,116.28,13244000,1540012320,January,January-1972
1180701.8699999999,15859187517839.998,Australia,AUS,1973,48.12,11.58,15.84,33.55,1.66,110.74999999999999,13432000,1487593999.9999998,January,January-1973
983949.8499999999,13387621659099.998,Australia,AUS,1974,40.83,13.79,14.67,23.63,1.84,94.75999999999999,13606000,1289304559.9999998,January,January-1974
1457457.5199999998,20073562422959.996,Australia,AUS,1975,70.99,13.29,12.5,26.34,2.01,125.13000000000001,13773000,1723415490.0000002,January,January-1975
1546863.54,21557090293440,Australia,AUS,1976,78.47,14.18,11.82,23.41,1.88,129.76,13936000,1808335359.9999998,January,January-1976
1511290.13,21298611802090,Australia,AUS,1977,78.75,15.04,12.63,17.88,1.64,125.93999999999998,14093000,1774872419.9999998,January,January-1977
1552204.4999999998,22117361920499.996,Australia,AUS,1978,80.94,16.71,13.57,17.23,1.66,130.10999999999999,14249000,1853937389.9999998,January,January-1978
1275563.8399999999,18384701625919.996,Australia,AUS,1979,62.15,18.21,13.21,18.22,1.68,113.47,14413000,1635443110,January,January-1979
1163599.27,16974586150760,Australia,AUS,1980,52.57,20.76,14.61,20.08,2.64,110.66,14588000,1614308080,January,January-1980
1153053.25,17038667875250,Australia,AUS,1981,51.63,19.79,15.34,20.51,2.29,109.56000000000002,14777000,1618968120.0000002,January,January-1981
1212235.74,18158079149460,Australia,AUS,1982,56.35,18.67,14.95,19.78,2.88,112.63000000000001,14979000,1687084770.0000002,January,January-1982
1107473.75,16828063631250,Australia,AUS,1983,48.45,20.32,15.4,20.6,2.55,107.32000000000001,15195000,1630727400,January,January-1983
1106715.47,17068872693810,Australia,AUS,1984,47.66,19.08,16.11,22.03,2.31,107.19,15423000,1653191370,January,January-1984
1134849.9,17776288833600,Australia,AUS,1985,47.88,21.78,16.17,23.48,2.87,112.18,15664000,1757187520,January,January-1985
1112795.5699999998,17713479883259.996,Australia,AUS,1986,45.99,22.15,16.69,23.75,3.41,111.99,15918000,1782656820,January,January-1986
1106633.72,17908653490760,Australia,AUS,1987,46.18,23.09,17.01,22.03,3.8,112.11,16183000,1814276130,January,January-1987
1076308,17707419216000,Australia,AUS,1988,43.77,23.15,17.36,22.54,3.64,110.46,16452000,1817287920,January,January-1988
1101463.13,18409854754820,Australia,AUS,1989,45.8,23.31,17.8,21.46,3.5,111.87,16714000,1869795180,January,January-1989
1130249.52,19170162108720,Australia,AUS,1990,46.56,23.97,18.14,22.85,3.73,115.25000000000001,16961000,1954755250.0000002,January,January-1990
1086545.23,18676625958470,Australia,AUS,1991,44.53,23.85,17.91,21.65,4.18,112.12,17189000,1927230680,January,January-1991
1073191.76,18675683007520,Australia,AUS,1992,43.3,25.01,19.15,20.87,3.81,112.14000000000001,17402000,1951460280.0000002,January,January-1992
1050182.32,18486359378960,Australia,AUS,1993,42.02,25.75,18.39,20.65,4,110.81,17603000,1950588430,January,January-1993
1050050.4500000002,18689847959550.004,Australia,AUS,1994,42.01,26.57,19.06,19.79,4.26,111.69000000000001,17799000,1987970310.0000002,January,January-1994
1018429.91,18324609370630,Australia,AUS,1995,40.85,26.16,19.33,18.24,4.19,108.77,17993000,1957098610,January,January-1995
1018677.51,18528725229390,Australia,AUS,1996,42.09,26.76,18.38,16.44,3.96,107.63,18189000,1957682070,January,January-1996
959539.43,17643051499410,Australia,AUS,1997,36.76,30.86,18.81,16.75,2.71,105.89,18387000,1946999430,January,January-1997
1007242.3,18721612630100,Australia,AUS,1998,39.13,32.55,19.44,16.76,2.83,110.71000000000001,18587000,2057766770.0000002,January,January-1998
1034860.41,19442957383080,Australia,AUS,1999,42.19,30.82,18.8,15.82,2.74,110.36999999999999,18788000,2073631559.9999998,January,January-1999
1011430.73,19208080993430,Australia,AUS,2000,39.2,32.37,18.86,17.6,3.03,111.06,18991000,2109140460,January,January-2000
1025440.46,19683329629700,Australia,AUS,2001,42.32,31.62,17.69,14.88,3.45,109.96,19195000,2110682199.9999998,January,January-2001
989137.65,19190259547650,Australia,AUS,2002,38.81,33.68,19.79,14.46,3.98,110.72000000000001,19401000,2148078720.0000005,January,January-2002
1093282.75,21454580686000,Australia,AUS,2003,45.51,34.61,20.77,13.43,3.56,117.88,19624000,2313277120,January,January-2003
952768.21,18941032014800,Australia,AUS,2004,36.95,34.39,20.26,12.91,3.23,107.74000000000001,19880000,2141871200.0000002,January,January-2004
1056231.67,21313698868930,Australia,AUS,2005,42.39,36.92,21.78,12.86,3.33,117.28,20179000,2366593120,January,January-2005
957747.93,19658734011180,Australia,AUS,2006,35.49,37.56,21.58,13.58,3.59,111.80000000000001,20526000,2294806800,January,January-2006
1095843.62,22920665155920.004,Australia,AUS,2007,43.2,39.04,22.73,14.26,2.87,122.10000000000002,20916000,2553843600.0000005,January,January-2007
986533.64,21044735608480,Australia,AUS,2008,37.81,37.28,22.3,12.43,2.56,112.38,21332000,2397290160,January,January-2008
988445.03,21499667847530,Australia,AUS,2009,38.51,38.25,21.58,11.43,2.51,112.27999999999999,21751000,2442202279.9999995,January,January-2009
969873.9600000001,21487557583800,Australia,AUS,2010,37.25,40.13,22.34,10.08,2.15,111.95,22155000,2480252250,January,January-2010
1051123.75,23690227077500,Australia,AUS,2011,41.37,45.26,23.09,9.06,2.33,121.11,22538000,2729577180,January,January-2011
975445.9,22341612893600,Australia,AUS,2012,35.51,45.58,24.15,9.85,2.24,117.33,22904000,2687326320,January,January-2012
952462.03,22149504507650,Australia,AUS,2013,33.86,46.12,24.14,9.87,2.23,116.22,23255000,2702696100,January,January-2013
984860.8400000001,23238776380640.004,Australia,AUS,2014,35.38,46.73,25.08,9.95,2.33,119.47,23596000,2819014120,January,January-2014
1022928.4100000001,24480722708120.004,Australia,AUS,2015,37.09,47.21,26.63,9.99,2.33,123.25,23932000,2949619000,January,January-2015
1022775.7100000001,24815607051730,Australia,AUS,2016,37.21,47.42,26.1,10.02,2.29,123.03999999999999,24263000,2985319520,January,January-2016
999854.1200000001,24581413540200.004,Australia,AUS,2017,35.7,47.65,25.92,10.07,2.26,121.60000000000001,24585000,2989536000,January,January-2017
325602.88999999996,24195876358789.996,Brazil,BRA,1961,17.59,1.73,7.01,0.57,0.6,27.5,74311000,2043552500,January,January-1961
320296.12,24507137325680,Brazil,BRA,1962,17.03,1.78,7.5,0.59,0.58,27.48,76514000,2102604720,January,January-1962
314599.41,24781939323929.996,Brazil,BRA,1963,16.72,2.08,7.13,0.59,0.59,27.109999999999996,78773000,2135536029.9999998,January,January-1963
319197.42999999993,25875739662949.996,Brazil,BRA,1964,17.06,2.14,6.95,0.61,0.56,27.319999999999997,81065000,2214695799.9999995,January,January-1964
317623.77999999997,26481565033719.996,Brazil,BRA,1965,16.79,2.65,6.97,0.64,0.54,27.589999999999996,83374000,2300288659.9999995,January,January-1965
311547.20999999996,26698661255369.996,Brazil,BRA,1966,16.15,2.77,7.56,0.61,0.51,27.599999999999998,85697000,2365237200,January,January-1966
317874.02,27984357224720,Brazil,BRA,1967,16.56,3.04,7.41,0.58,0.46,28.049999999999997,88036000,2469409799.9999995,January,January-1967
336752.26999999996,30438027428489.996,Brazil,BRA,1968,17.58,3.19,7.77,0.62,0.4,29.56,90387000,2671839720,January,January-1968
345688.57,32061577801790,Brazil,BRA,1969,18.14,3.55,7.59,0.6,0.32,30.200000000000003,92747000,2800959400.0000005,January,January-1969
343012.36,32624934596680,Brazil,BRA,1970,17.75,3.94,7.88,0.59,0.3,30.46,95113000,2897141980,January,January-1970
325411.47,31722086330009.996,Brazil,BRA,1971,16.56,3.87,8.04,0.6,0.22,29.29,97483000,2855277070,January,January-1971
353832.89,35333398562510,Brazil,BRA,1972,18.48,4.33,7.57,0.56,0.12,31.060000000000002,99859000,3101620540,January,January-1972
368027.34,37634107761060,Brazil,BRA,1973,19.54,5.08,6.67,0.56,0.14,31.99,102259000,3271265410,January,January-1973
355728.58,37246916697480,Brazil,BRA,1974,18.67,5.22,6.74,0.57,0.11,31.310000000000002,104706000,3278344860,January,January-1974
364938.70999999996,39127268731359.99,Brazil,BRA,1975,19.24,5.09,6.89,0.58,0.13,31.929999999999996,107216000,3423406879.9999995,January,January-1975
379820.25999999995,41700846165659.99,Brazil,BRA,1976,20.11,5.43,6.89,0.58,0.18,33.19,109791000,3643963289.9999995,January,January-1976
381907.02,42935896723500,Brazil,BRA,1977,20.03,6.02,7.15,0.49,0.11,33.800000000000004,112425000,3799965000.0000005,January,January-1977
415454.89,47827582391690,Brazil,BRA,1978,21.94,7.11,7.18,0.4,0.12,36.75,115121000,4230696750,January,January-1978
429196.2,50592789663600,Brazil,BRA,1979,22.25,8.72,7.47,0.43,0.16,39.029999999999994,117878000,4600778339.999999,January,January-1979
441367.01,53270349904940,Brazil,BRA,1980,22.48,10.07,7.95,0.42,0.08,41,120694000,4948454000,January,January-1980
434502.43000000005,53691465275100.01,Brazil,BRA,1981,22.19,9.82,7.76,0.4,0.07,40.24,123570000,4972456800,January,January-1981
414228.35,52399057818300,Brazil,BRA,1982,21.12,10.42,6.71,0.39,0.09,38.730000000000004,126498000,4899267540.000001,January,January-1982
419221.18999999994,54267763824309.99,Brazil,BRA,1983,21.5,10.14,6.68,0.45,0.07,38.84,129449000,5027799160,January,January-1983
416201.15,55098373041600,Brazil,BRA,1984,22.2,8.41,5.55,0.5,0.09,36.75,132384000,4865112000,January,January-1984
421421.17999999993,57007328703319.99,Brazil,BRA,1985,22.22,9.21,5.69,0.57,0.07,37.76,135274000,5107946240,January,January-1985
499202.65,68944374795228.805,Brazil,BRA,1986,26.68,10.29,6.14,0.76,0.07,43.94,138108992,6068509108.48,January,January-1986
483458.53,68115439208760.01,Brazil,BRA,1987,24.93,11.54,7.23,0.68,0.05,44.43,140892000,6259831560,January,January-1987
480261.2,68978955633600,Brazil,BRA,1988,24.44,12.12,7.48,0.72,0.06,44.82000000000001,143628000,6437406960.000001,January,January-1988
534081.8699999999,78151131873359.98,Brazil,BRA,1989,27.81,12.9,7.2,0.74,0.06,48.71000000000001,146328000,7127636880.000001,January,January-1989
533438.75,79483978333760,Brazil,BRA,1990,27.51,14.14,6.94,0.76,0.05,49.4,149003008,7360748595.2,January,January-1990
558632.27,84715466480960,Brazil,BRA,1991,28.4,15.63,7.78,0.76,0.07,52.64,151648000,7982750720,January,January-1991
562749.84,86809232070558.72,Brazil,BRA,1992,28.36,16.6,7.87,0.76,0.09,53.68,154259008,8280623549.44,January,January-1992
568166.49,89116341244678.08,Brazil,BRA,1993,27.99,17.22,9.25,0.78,0.06,55.3,156848992,8673749257.6,January,January-1993
620170.85,98875694166683.2,Brazil,BRA,1994,30.45,18.85,10.41,0.79,0.06,60.559999999999995,159432992,9655261995.519999,January,January-1994
701207.8800000001,113609700717600.02,Brazil,BRA,1995,34.36,22.9,10.85,0.86,0.05,69.02,162020000,11182620400,January,January-1995
733856.16,120803737649249.28,Brazil,BRA,1996,36.89,21.71,11,0.62,0.03,70.25,164615008,11564204312,January,January-1996
716102.7400000001,119738817323838.1,Brazil,BRA,1997,34.52,25,11.76,0.62,0.03,71.93,167208992,12027342794.560001,January,January-1997
698386.68,118575576876706.56,Brazil,BRA,1998,32.56,25.57,13.45,0.61,0.03,72.22,169784992,12261872122.24,January,January-1998
736917.48,126984889131459.84,Brazil,BRA,1999,34.43,28.16,13.2,0.61,0.03,76.43,172319008,13170341781.44,January,January-1999
753952.2899999999,131783320769099.98,Brazil,BRA,2000,34.87,29.59,13.85,0.63,0.04,78.97999999999999,174790000,13804914199.999998,January,January-2000
734583.1100000001,130165188759560.02,Brazil,BRA,2001,34.28,28.5,12.98,0.59,0.03,76.38000000000001,177196000,13534230480.000002,January,January-2001
750790.0700000001,134795347587660.02,Brazil,BRA,2002,34.94,30.78,12.37,0.57,0.03,78.69,179538000,14127845220,January,January-2002
738792.29,134319081542271.69,Brazil,BRA,2003,33.34,32.42,13.33,0.55,0.03,79.67,181808992,14484722392.64,January,January-2003
746156.13,137297204856780,Brazil,BRA,2004,33.43,34.15,13.02,0.59,0.02,81.21,184006000,14943127259.999998,January,January-2004
742730.28,138242164767402.25,Brazil,BRA,2005,36.15,27.54,10.22,0.59,0.02,74.52,186127008,13870184636.16,January,January-2005
763804.9800000001,143722897782099.84,Brazil,BRA,2006,36.61,29.59,11.06,0.6,0.04,77.9,188167008,14658209923.2,January,January-2006
781545.41,148595228803300,Brazil,BRA,2007,37.19,31.68,11.02,0.6,0.05,80.53999999999999,190130000,15313070199.999998,January,January-2007
809227.47,155395951064100,Brazil,BRA,2008,37.41,36.57,11.53,0.61,0.07,86.18999999999998,192030000,16551065699.999996,January,January-2008
809895.09,157028135793990.72,Brazil,BRA,2009,37.83,35.04,11.68,0.6,0.07,85.22,193887008,16523050821.76,January,January-2009
838721.6900000001,164149576836660,Brazil,BRA,2010,38.69,37.74,12.33,0.6,0.1,89.46,195714000,17508574440,January,January-2010
858515.7600000001,169569747204526.1,Brazil,BRA,2011,39.07,40.63,12.57,0.6,0.11,92.98,197515008,18364945443.84,January,January-2011
863844.43,172152971832165.44,Brazil,BRA,2012,39.32,40.84,12.65,0.61,0.11,93.53,199287008,18639313858.24,January,January-2012
880545.6100000001,177021367251960.03,Brazil,BRA,2013,39.25,45,12.6,0.62,0.11,97.58,201036000,19617092880,January,January-2013
867568.53,175911665416920,Brazil,BRA,2014,38.79,44.49,12,0.61,0.35,96.24,202764000,19514007360,January,January-2014
866442.28,177163185876160,Brazil,BRA,2015,37.92,46.16,12.86,0.6,0.34,97.88,204472000,20013719360,January,January-2015
854030.3200000001,176069459694402.56,Brazil,BRA,2016,37,46.32,13.04,0.6,0.3,97.25999999999998,206163008,20051414158.079994,January,January-2016
865849.5,179952964983000,Brazil,BRA,2017,37.05,48.03,13.65,0.6,0.51,99.84,207834000,20750146560,January,January-2017
796207.67,14518050654780,Canada,CAN,1961,36.64,13.85,26.27,1.62,0.25,78.63000000000001,18234000,1433739420.0000002,January,January-1961
798454.8099999999,14848864101569.998,Canada,CAN,1962,36.83,13.87,26.01,1.71,0.04,78.46,18597000,1459120620,January,January-1962
824830,15624754690000,Canada,CAN,1963,38.08,14.91,26.27,1.83,0.01,81.1,18943000,1536277300,January,January-1963
873022.2899999999,16835361840359.998,Canada,CAN,1964,40.66,15.73,27.45,1.58,0.01,85.43,19284000,1647432120.0000002,January,January-1964
897963.2,17625221689600,Canada,CAN,1965,43.14,16.39,25.12,1.33,0.02,86,19628000,1688008000,January,January-1965
895326.38,17885039766880,Canada,CAN,1966,42.47,17.73,25.1,1.56,0.16,87.02000000000001,19976000,1738311520.0000002,January,January-1966
923367.5700000001,18767445860250,Canada,CAN,1967,42.63,18.27,28.82,1.67,0.24,91.63,20325000,1862379750,January,January-1967
929172.83,19210648260250,Canada,CAN,1968,43.19,17.85,28.3,1.91,0.25,91.5,20675000,1891762500,January,January-1968
918663.26,19314895041500,Canada,CAN,1969,42.56,19.44,27.15,1.82,0.35,91.32,21025000,1920002999.9999998,January,January-1969
923995.06,19749470412440,Canada,CAN,1970,41.17,20.43,31.05,1.72,0.22,94.59,21374000,2021766660,January,January-1970
951142.59,20661670482570,Canada,CAN,1971,42.8,19.58,32.66,1.27,0.23,96.53999999999999,21723000,2097138419.9999998,January,January-1971
949205.5900000001,20950865782480,Canada,CAN,1972,42.88,19.83,31.35,1.68,0.25,95.99000000000001,22072000,2118691280.0000002,January,January-1972
934744.81,20952304916150,Canada,CAN,1973,42.77,20.2,29.39,1.38,0.23,93.97,22415000,2106337550,January,January-1973
958314.98,21797832535080,Canada,CAN,1974,44.17,19.76,30.64,0.97,0.21,95.75,22746000,2177929500,January,January-1974
1012539.79,23348155017610,Canada,CAN,1975,49.69,18.39,26.27,1.11,0.14,95.6,23059000,2204440400,January,January-1975
1066157.46,24900107478300,Canada,CAN,1976,52.6,19.45,27.26,0.91,0.34,100.56,23355000,2348578800,January,January-1976
1028122.0700000001,24298637002380,Canada,CAN,1977,50.09,20.01,27.17,0.77,0.17,98.21000000000001,23634000,2321095140,January,January-1977
982876.75,23492720078500,Canada,CAN,1978,46.6,20.52,28.23,0.77,0.21,96.33,23902000,2302479660,January,January-1978
915899.6,22129050235600,Canada,CAN,1979,40.4,21.9,31.76,0.94,0.18,95.18,24161000,2299643980,January,January-1979
930063.9600000001,22709371711320,Canada,CAN,1980,40.26,22.08,34.59,0.78,0.07,97.78,24417000,2387494260,January,January-1980
940354.8300000001,23196672946440,Canada,CAN,1981,41.53,21.88,33.33,0.68,0.14,97.56,24668000,2406610080,January,January-1981
922856.23,22994808682910,Canada,CAN,1982,41.24,21.97,31.06,0.7,0.15,95.12,24917000,2370105040,January,January-1982
924536.04,23271496662840,Canada,CAN,1983,41.01,22.08,31.78,0.75,0.04,95.66000000000001,25171000,2407857860.0000005,January,January-1983
897615.63,22839829705350,Canada,CAN,1984,39.25,22.81,31.2,0.81,0.1,94.17,25445000,2396155650,January,January-1984
911359.85,23462959338250,Canada,CAN,1985,39.54,24.34,31.79,0.71,0.07,96.44999999999997,25745000,2483105249.9999995,January,January-1985
909414.44,23713890937440,Canada,CAN,1986,39.66,24.64,30.72,0.86,0.09,95.97,26076000,2502513720,January,January-1986
879541.51,23248920733830,Canada,CAN,1987,37.49,25.84,30.48,0.84,0.15,94.80000000000001,26433000,2505848400.0000005,January,January-1987
888302.1700000002,23811827969020.004,Canada,CAN,1988,37.63,26.88,30.89,0.8,0.01,96.21000000000001,26806000,2579005260,January,January-1988
868185.87,23596423760730,Canada,CAN,1989,36.99,26.82,29.28,0.76,0.02,93.87,27179000,2551292730,January,January-1989
843623.7200000001,23234240872520.004,Canada,CAN,1990,35.76,27.79,27.6,0.79,0.02,91.96000000000001,27541000,2532670360,January,January-1990
830793.97,23170013029330,Canada,CAN,1991,34.99,27.75,27.41,0.83,0.02,91,27889000,2537899000,January,January-1991
832165.4299999999,23487037096320,Canada,CAN,1992,34.08,27.91,29.91,0.8,0.01,92.71,28224000,2616647040,January,January-1992
808084.04,23069183173920,Canada,CAN,1993,32.53,28.94,29.12,0.81,0.01,91.41000000000001,28548000,2609572680.0000005,January,January-1993
831941.11,24010652375710,Canada,CAN,1994,33.19,30.96,29.99,0.78,0.02,94.94,28861000,2740063340,January,January-1994
827189.5,24124154578000,Canada,CAN,1995,33.36,30.41,29.2,0.75,0.01,93.73,29164000,2733541720,January,January-1995
