per_capita_water_use,Total_water_use,Entity,Code,Year,Bovine_meat,Poultry_meat,Pigmeat,Mutton_Goat,Meat_Other,TOTAL_meat_consumed_per_capita,Total_population,Total_Meat_Consumption,month,dates
450159.29,16330428563330,Spain,ESP,1976,13.84,19.37,19.47,4.16,3.08,59.92,36277000,2173717840,January,January-1976
446066.17,16355908255390,Spain,ESP,1977,13.1,20.2,20.37,3.97,3.06,60.7,36667000,2225686900,January,January-1977
463820.52,17179912060800,Spain,ESP,1978,13.22,20.72,22.87,3.82,3.46,64.09,37040000,2373893600,January,January-1978
461258.58,17245074530460,Spain,ESP,1979,11.98,20.47,26.21,3.55,3.54,65.75,37387000,2458195250,January,January-1979
493599.89,18607728653220,Spain,ESP,1980,11.42,20.58,31.1,4.83,2.45,70.38000000000001,37698000,2653185240.0000005,January,January-1980
524002.91000000003,19897438498520,Spain,ESP,1981,11.98,23.57,32.62,4.8,2.64,75.60999999999999,37972000,2871062919.9999995,January,January-1981
542878.61,20743391688100,Spain,ESP,1982,11.86,22.67,36.38,5.04,2.54,78.49000000000001,38210000,2999102900.0000005,January,January-1982
530260.3799999999,20368891976939.996,Spain,ESP,1983,11.53,21.55,35.58,5.28,2.53,76.47,38413000,2937442110,January,January-1983
541340.5,20888705873500,Spain,ESP,1984,11.55,21.02,37.63,5.37,2.49,78.06,38587000,3012101220,January,January-1984
537835.73,20832529165820,Spain,ESP,1985,11.51,21.81,36.46,5.45,2.51,77.74000000000001,38734000,3011181160.0000005,January,January-1985
553568.3,21509449864800,Spain,ESP,1986,12.17,20.49,38.21,5.54,2.55,78.96000000000001,38856000,3068069760.0000005,January,January-1986
577619.8,22500601689200,Spain,ESP,1987,12.5,21.73,39.94,5.91,2.61,82.69,38954000,3221106260,January,January-1987
615937.57,24045586795229.996,Spain,ESP,1988,12.46,22.83,45.75,5.84,2.73,89.61,39039000,3498284790,January,January-1988
617476.87,24155077677530,Spain,ESP,1989,12.39,23.12,45.89,5.9,2.43,89.73000000000002,39119000,3510147870.0000005,January,January-1989
644844.55,25279840893650,Spain,ESP,1990,13,23.37,47.89,6.46,2.52,93.24,39203000,3655287720,January,January-1990
666178.31,26180141404690.004,Spain,ESP,1991,13.2,24.37,50.04,6.58,2.46,96.64999999999999,39299000,3798248349.9999995,January,January-1991
669145.45,26371691329950,Spain,ESP,1992,13.47,23.96,50.4,6.4,2.71,96.94,39411000,3820502340,January,January-1992
683447.45,27019411488300,Spain,ESP,1993,13.28,23.52,53.61,6.39,2.94,99.74,39534000,3943121160,January,January-1993
688532.9,27307214814000,Spain,ESP,1994,13.71,24.49,52.52,6.48,3.06,100.26,39660000,3976311600,January,January-1994
690887.9,27488356877300,Spain,ESP,1995,13.51,25.1,53.09,6.41,3.2,101.31,39787000,4030820970,January,January-1995
699772.25,27927210725250,Spain,ESP,1996,13.66,24.17,55.43,6.02,3.62,102.89999999999999,39909000,4106636099.9999995,January,January-1996
702466.77,28123257136950,Spain,ESP,1997,13.58,24.11,56.1,6.04,3.64,103.47,40035000,4142421450,January,January-1997
789739.1,31749091298200,Spain,ESP,1998,15.17,27.87,63.69,6.16,3.9,116.78999999999999,40202000,4695191580,January,January-1998
783191.85,31683243099900,Spain,ESP,1999,15.06,26.16,64.51,5.89,3.09,114.71000000000001,40454000,4640478340,January,January-1999
773396.94,31573930075499.996,Spain,ESP,2000,14.81,25.46,63.76,6.07,3.15,113.25,40825000,4623431250,January,January-2000
776572.4199999999,32087195821979.996,Spain,ESP,2001,14.64,26.48,64.24,5.9,3.85,115.11,41319000,4756230090,January,January-2001
804552.1000000001,33726824032000.004,Spain,ESP,2002,15.44,30.67,63.9,5.85,3.75,119.60999999999999,41920000,5014051199.999999,January,January-2002
797035.52,33950525009920,Spain,ESP,2003,15.17,30.33,63.6,5.84,3.45,118.39,42596000,5042940440,January,January-2003
752365.05,32583425585400.004,Spain,ESP,2004,15.66,27.66,57.29,5.51,2.28,108.4,43308000,4694587200,January,January-2004
749074.7,32973519219299.996,Spain,ESP,2005,15.6,28.09,56.76,5.39,2.22,108.05999999999999,44019000,4756693139.999999,January,January-2005
741116.33,33149392324570,Spain,ESP,2006,15.28,27.2,57.6,4.91,2.2,107.19,44729000,4794501510,January,January-2006
753299.75,34221654342750,Spain,ESP,2007,14.91,28.9,59.93,4.52,2.55,110.81,45429000,5033987490,January,January-2007
702065.35,32343448609150,Spain,ESP,2008,14.72,27.19,54.62,3.48,2.48,102.49000000000001,46069000,4721611810,January,January-2008
662447.45,30859452010799.996,Spain,ESP,2009,14.22,29.65,48.48,2.82,3.26,98.42999999999999,46584000,4585263120,January,January-2009
650901.28,30547447971680,Spain,ESP,2010,13.68,27.74,49.38,2.78,3.06,96.64000000000001,46931000,4535411840.000001,January,January-2010
642225.97,30238567571480,Spain,ESP,2011,13.03,29.64,48.32,2.72,2.05,95.76,47084000,4508763840,January,January-2011
633771,29827164573000,Spain,ESP,2012,12.43,30.01,48.8,2.3,2.13,95.66999999999999,47063000,4502517209.999999,January,January-2012
622978.04,29236982395240,Spain,ESP,2013,12.15,28.63,48.92,2.16,2.19,94.05,46931000,4413860550,January,January-2013
629792.97,29460455550660,Spain,ESP,2014,12.26,28.91,49.28,2.36,1.73,94.54,46778000,4422392120,January,January-2014
641469.13,29938647235360,Spain,ESP,2015,12.39,29.36,50.98,2.08,1.63,96.43999999999998,46672000,4501047679.999999,January,January-2015
653469.02,30473874278680,Spain,ESP,2016,12.77,29.94,51.66,2.03,1.54,97.94000000000001,46634000,4567333960.000001,January,January-2016
665900.63,31062266687610,Spain,ESP,2017,12.74,30.39,53.62,1.94,1.56,100.25,46647000,4676361750,January,January-2017
161476.4,4545076230800,Turkey,TUR,1961,3.86,2.31,0.01,10.49,0.25,16.92,28147000,476247240.00000006,January,January-1961
159331.34999999998,4594000814549.999,Turkey,TUR,1962,4.13,2.27,0.01,9.79,0.25,16.45,28833000,474302850,January,January-1962
155484.08,4591600366480,Turkey,TUR,1963,3.94,2.24,0.01,9.7,0.23,16.119999999999997,29531000,476039719.99999994,January,January-1963
146827.57,4440653027080,Turkey,TUR,1964,3.62,2.23,0.01,9.28,0.22,15.36,30244000,464547840,January,January-1964
148100.63,4587120812990,Turkey,TUR,1965,3.7,2.3,0.01,9.25,0.22,15.48,30973000,479462040,January,January-1965
152161,4826242598000,Turkey,TUR,1966,3.86,2.29,0.02,9.43,0.21,15.81,31718000,501461580,January,January-1966
143829.28,4671287355840,Turkey,TUR,1967,3.57,2.39,0.02,8.94,0.21,15.129999999999999,32478000,491392139.99999994,January,January-1967
144506.45,4805706501200,Turkey,TUR,1968,3.68,2.58,0.02,8.73,0.2,15.209999999999999,33256000,505823759.99999994,January,January-1968
156074.39,5315113351450,Turkey,TUR,1969,4.04,2.79,0.01,9.32,0.19,16.35,34055000,556799250,January,January-1969
153857.42,5365931379920,Turkey,TUR,1970,3.86,3,0.01,9.28,0.18,16.33,34876000,569525080,January,January-1970
148468.89,5303457219690.001,Turkey,TUR,1971,3.44,3.17,0.01,9.32,0.16,16.099999999999998,35721000,575108099.9999999,January,January-1971
139799.36000000002,5114839184320.001,Turkey,TUR,1972,2.93,3.51,0.01,9.06,0.09,15.6,36587000,570757200,January,January-1972
141839.68,5315016488960,Turkey,TUR,1973,3.08,3.67,0.01,8.95,0.01,15.719999999999999,37472000,589059840,January,January-1973
153342.3,5883744051000,Turkey,TUR,1974,3.66,4.08,0.01,9.04,0.06,16.849999999999998,38370000,646534499.9999999,January,January-1974
165700.36000000002,6508213039720.001,Turkey,TUR,1975,3.81,4.64,0.01,9.91,0.05,18.419999999999998,39277000,723482339.9999999,January,January-1975
154119.46000000002,6194061097400.001,Turkey,TUR,1976,3.23,4.84,0.01,9.51,0.04,17.63,40190000,708549700,January,January-1976
156739.14,6443232567120.001,Turkey,TUR,1977,3.43,4.51,0.01,9.62,0.06,17.63,41108000,724734040,January,January-1977
148648.08000000002,6249165283200.001,Turkey,TUR,1978,2.74,4.93,0,9.71,0.04,17.42,42040000,732336800.0000001,January,January-1978
136586.09,5872382353460,Turkey,TUR,1979,3.72,4.99,0,6.58,0.06,15.350000000000001,42994000,659957900.0000001,January,January-1979
131286.04,5773434895040,Turkey,TUR,1980,3.21,5.69,0.01,6.52,0.05,15.48,43976000,680748480,January,January-1980
142310.76,6402276470880,Turkey,TUR,1981,3.36,6.3,0,7.22,0.01,16.89,44988000,759847320,January,January-1981
139070.51,6400720222750,Turkey,TUR,1982,3.4,6.32,0,6.77,0.01,16.500000000000004,46025000,759412500.0000001,January,January-1982
135204.91,6364500728430,Turkey,TUR,1983,3.38,5.2,0.01,6.91,0.07,15.57,47073000,732926610,January,January-1983
208826.09,10047458494260,Turkey,TUR,1984,8.09,5.82,0.01,6.72,0.07,20.71,48114000,996440940,January,January-1984
202347.97,9942165157980,Turkey,TUR,1985,7.53,5.69,0.01,7.03,0.06,20.32,49134000,998402880,January,January-1985
239152,11988450608000,Turkey,TUR,1986,9.8,6.19,0.01,6.99,0.05,23.040000000000003,50129000,1154972160.0000002,January,January-1986
201323.19,10287816332190,Turkey,TUR,1987,7.17,6.75,0,7.03,0.06,21.009999999999998,51101000,1073632009.9999999,January,January-1987
193911.5,10093869221000,Turkey,TUR,1988,6.62,7.26,0,6.9,0.06,20.84,52054000,1084805360,January,January-1988
204233.74,10822754350080,Turkey,TUR,1989,7.34,7.33,0.01,6.77,0.06,21.509999999999998,52992000,1139857920,January,January-1989
201147.29,10846264171380,Turkey,TUR,1990,7.07,7.68,0.01,6.72,0.06,21.54,53922000,1161479880,January,January-1990
195238.39,10707068545990,Turkey,TUR,1991,6.78,7.55,0.01,6.62,0.06,21.02,54841000,1152757820,January,January-1991
183812.08000000002,10247339647920,Turkey,TUR,1992,6.04,7.89,0.01,6.45,0.05,20.44,55749000,1139509560,January,January-1992
181341.02,10273694147080,Turkey,TUR,1993,5.89,8.09,0,6.34,0.05,20.37,56654000,1154041980,January,January-1993
180358.38,10382149786320,Turkey,TUR,1994,5.79,8.28,0,6.31,0.05,20.43,57564000,1176032520,January,January-1994
182999.97999999998,10702936830279.998,Turkey,TUR,1995,5.88,8.57,0,6.31,0.05,20.81,58486000,1217093660,January,January-1995
168715.92,10025606114160,Turkey,TUR,1996,5.44,7.18,0,6.14,0.05,18.810000000000002,59423000,1117746630.0000002,January,January-1996
187022.19,11291090676870,Turkey,TUR,1997,6.38,7.88,0,6.23,0.05,20.540000000000003,60373000,1240061420.0000002,January,January-1997
179678.11,11019658486300,Turkey,TUR,1998,5.93,8.11,0,6.07,0.04,20.15,61330000,1235799500,January,January-1998
181518.57,11306247169590,Turkey,TUR,1999,5.7,9.72,0,5.89,0.05,21.360000000000003,62287000,1330450320.0000002,January,January-1999
184171.25,11646989850000,Turkey,TUR,2000,5.67,10.42,0,5.9,0.05,22.040000000000003,63240000,1393809600.0000002,January,January-2000
169222.36,10862721733120,Turkey,TUR,2001,5.2,9.51,0,5.47,0.04,20.22,64192000,1297962240,January,January-2001
168402.03,10970550244350,Turkey,TUR,2002,5.04,10.62,0,5.11,0.03,20.8,65145000,1355016000,January,January-2002
165913.64,10965066553960,Turkey,TUR,2003,4.41,13.06,0,4.73,0.03,22.23,66089000,1469158470,January,January-2003
181954.18,12192931555980,Turkey,TUR,2004,5.47,12.93,0,4.76,0.04,23.199999999999996,67011000,1554655199.9999998,January,January-2004
171880.95,11671232147850,Turkey,TUR,2005,4.75,13.39,0,4.65,0.04,22.83,67903000,1550225490,January,January-2005
173035.32,11897389497240,Turkey,TUR,2006,4.96,13.03,0,4.59,0.04,22.619999999999997,68757000,1555283339.9999998,January,January-2006
200349.80000000002,13940739783600.002,Turkey,TUR,2007,6.19,14.84,0,4.65,0.04,25.72,69582000,1789649040,January,January-2007
183511.77,12922715331630,Turkey,TUR,2008,5.25,14.52,0,4.54,0.04,24.349999999999998,70419000,1714702649.9999998,January,January-2008
179429.85,12797116331850,Turkey,TUR,2009,4.55,16.76,0,4.2,0.03,25.540000000000003,71321000,1821538340.0000002,January,January-2009
255633.4,18489196921800,Turkey,TUR,2010,9.3,18.26,0,3.8,0.03,31.390000000000004,72327000,2270344530.0000005,January,January-2010
276967.49,20341323368070,Turkey,TUR,2011,10.34,19.02,0,4.03,0.03,33.42,73443000,2454465060,January,January-2011
293510.92,21910883688920,Turkey,TUR,2012,11.15,19.33,0,4.34,0.02,34.839999999999996,74651000,2600840839.9999995,January,January-2012
301724.82,22908456958500,Turkey,TUR,2013,11.64,18.78,0.01,4.68,0.02,35.13,75925000,2667245250,January,January-2013
308123.80000000005,23796092950200.004,Turkey,TUR,2014,11.82,19.49,0,4.75,0.03,36.09,77229000,2787194610.0000005,January,January-2014
318886.95,25041873296550,Turkey,TUR,2015,12.34,19.72,0,4.95,0.02,37.03000000000001,78529000,2907928870.0000005,January,January-2015
323277.56,25806601059680,Turkey,TUR,2016,12.47,20.13,0,5.02,0.02,37.64000000000001,79828000,3004725920.0000005,January,January-2016
334565.4,27138606986400,Turkey,TUR,2017,12.9,20.64,0,5.3,0.02,38.86,81116000,3152167760,January,January-2017
663354.32,34977346584959.996,"United Kingdom",GBR,1961,24.85,6.29,25.29,11.6,1.21,69.24,52728000,3650886719.9999995,January,January-1961
681628.25,36200594729250,"United Kingdom",GBR,1962,25.6,6.44,26.61,11.39,0.9,70.94,53109000,3767552460,January,January-1962
685892.8699999999,36695954437869.99,"United Kingdom",GBR,1963,26.33,6.36,26.13,10.96,0.6,70.38,53501000,3765400379.9999995,January,January-1963
655319.73,35310593011590,"United Kingdom",GBR,1964,23.85,6.9,26.96,11,1.07,69.78,53883000,3759955740,January,January-1964
638413.74,34628199671340,"United Kingdom",GBR,1965,22.09,7.27,28.81,10.72,1.13,70.02,54241000,3797954820,January,January-1965
660196.35,36026254623150,"United Kingdom",GBR,1966,23.71,8.02,27.56,10.84,0.82,70.94999999999999,54569000,3871670549.9999995,January,January-1966
662976.25,36375517908750,"United Kingdom",GBR,1967,24.07,8.7,26.46,10.94,0.81,70.98,54867000,3894459660,January,January-1967
657637.74,36257541519420,"United Kingdom",GBR,1968,23.27,9.8,27.17,10.71,0.87,71.82000000000001,55133000,3959652060.0000005,January,January-1968
665282.65,36835369765200,"United Kingdom",GBR,1969,23.97,10.13,27.46,9.99,0.66,72.21,55368000,3998123279.9999995,January,January-1969
667669.8200000001,37104414906860,"United Kingdom",GBR,1970,24.12,10.51,27.52,9.77,0.72,72.64,55573000,4036822720,January,January-1970
675553.61,37661438203890,"United Kingdom",GBR,1971,23.76,10.75,28.99,10.18,0.64,74.32000000000001,55749000,4143265680.0000005,January,January-1971
668182.96,37346082000320,"United Kingdom",GBR,1972,23.45,12.01,28.73,9.44,0.48,74.11,55892000,4142156120,January,January-1972
628695.85,35210739775100,"United Kingdom",GBR,1973,21.97,12.06,27.49,8.36,0.36,70.24,56006000,3933861439.9999995,January,January-1973
654360.52,36704390287840,"United Kingdom",GBR,1974,24.54,11.72,26.43,7.66,0.31,70.66,56092000,3963460720,January,January-1974
645267.3,36233049429600,"United Kingdom",GBR,1975,24.77,11.3,23.73,8.27,0.27,68.33999999999999,56152000,3837427679.9999995,January,January-1975
617119.4400000001,34674707094720.004,"United Kingdom",GBR,1976,22.95,12.24,24.06,7.57,0.23,67.05,56188000,3767405400,January,January-1976
613696.29,34492186283160.004,"United Kingdom",GBR,1977,22.57,12.37,25.28,6.95,0.25,67.42,56204000,3789273680,January,January-1977
643446.8200000001,36165571964920,"United Kingdom",GBR,1978,24.14,12.67,25.99,6.95,0.3,70.05,56206000,3937230300,January,January-1978
657075.94,36930953207700,"United Kingdom",GBR,1979,24.29,13.48,27.09,7.09,0.31,72.26,56205000,4061373300.0000005,January,January-1979
634246.49,35650360956410,"United Kingdom",GBR,1980,22.74,13.6,26.42,7.61,0.27,70.64,56209000,3970603760,January,January-1980
622599.78,35003182231380,"United Kingdom",GBR,1981,22.57,13.45,26.06,6.9,0.3,69.28,56221000,3894990880,January,January-1981
604807.13,34014957798330,"United Kingdom",GBR,1982,20.91,14.56,25.77,7.44,0.28,68.96,56241000,3878379359.9999995,January,January-1982
604367.49,34011989234730,"United Kingdom",GBR,1983,20.98,14.53,25.86,7.22,0.2,68.79,56277000,3871294830.0000005,January,January-1983
621287.46,34998986484179.996,"United Kingdom",GBR,1984,22.43,14.87,25,7.02,0.22,69.53999999999999,56333000,3917396819.9999995,January,January-1984
620146.37,34984937317180,"United Kingdom",GBR,1985,21.89,16.08,25.15,7.14,0.28,70.53999999999999,56414000,3979443559.9999995,January,January-1985
625220.33,35339328712590,"United Kingdom",GBR,1986,22.08,17.56,25.01,6.75,0.26,71.66000000000001,56523000,4050438180.0000005,January,January-1986
642490.1,36402204085800,"United Kingdom",GBR,1987,22.77,17.95,25.88,6.72,0.29,73.61,56658000,4170595380,January,January-1987
630610.6599999999,35826883426579.99,"United Kingdom",GBR,1988,21.65,18.82,25.99,6.83,0.12,73.41,56813000,4170642330,January,January-1988
622264.8400000001,35452916994160.01,"United Kingdom",GBR,1989,21.78,17.54,25.23,6.8,0.14,71.49,56974000,4073071259.9999995,January,January-1989
613951.77,35077520427180,"United Kingdom",GBR,1990,20.68,18.7,25.06,7.33,0.2,71.97,57134000,4111933980,January,January-1990
619797.9299999999,35508843207630,"United Kingdom",GBR,1991,21.12,19.17,24.93,7.08,0.22,72.52,57291000,4154743320,January,January-1991
625937.05,35957579774300,"United Kingdom",GBR,1992,20.55,23.24,24.6,7,0.24,75.63,57446000,4344640980,January,January-1992
571622.95,32926625165899.996,"United Kingdom",GBR,1993,17.02,23.73,24.38,6.92,0.19,72.24,57602000,4161168479.9999995,January,January-1993
575514.41,33243438864830,"United Kingdom",GBR,1994,16.85,25.08,24.99,6.58,0.19,73.69,57763000,4256555470,January,January-1994
579289.02,33559371506640,"United Kingdom",GBR,1995,17.39,25.34,23.94,6.65,0.18,73.50000000000001,57932000,4258002000.000001,January,January-1995
556308.2999999999,32329300546199.996,"United Kingdom",GBR,1996,15.28,26.26,24.65,6.8,0.16,73.14999999999999,58114000,4251039099.9999995,January,January-1996
570985.25,33292436971750,"United Kingdom",GBR,1997,16.81,25.88,24.11,6.34,0.15,73.29,58307000,4273320030.0000005,January,January-1997
580943.91,33991028174100,"United Kingdom",GBR,1998,16.34,28.43,24.79,6.58,0.17,76.31,58510000,4464898100,January,January-1998
581888.22,34166148725520,"United Kingdom",GBR,1999,16.57,28.12,24.36,6.73,0.2,75.98,58716000,4461241680,January,January-1999
593457.48,34968295094040,"United Kingdom",GBR,2000,17.25,28.5,24.15,6.81,0.36,77.07000000000001,58923000,4541195610,January,January-2000
595903.9500000001,35232225139800.01,"United Kingdom",GBR,2001,17.41,29.11,25.55,5.55,0.84,78.46,59124000,4638869040,January,January-2001
616042.57,36547341507820,"United Kingdom",GBR,2002,19.07,29.08,24.12,5.92,1.04,79.23,59326000,4700398980,January,January-2002
656611.3,39108425639300,"United Kingdom",GBR,2003,20.95,29.76,25.93,5.67,0.61,82.92,59561000,4938798120,January,January-2003
677405.2,40558281539600,"United Kingdom",GBR,2004,21.89,30.97,25.86,5.84,0.38,84.94,59873000,5085612620,January,January-2004
657970.1699999999,39667705608959.99,"United Kingdom",GBR,2005,20.68,30.79,25.83,5.86,0.36,83.52,60288000,5035253760,January,January-2005
681098.8899999999,41425115588689.99,"United Kingdom",GBR,2006,21.74,30.73,26.89,5.94,0.41,85.71,60821000,5212967910,January,January-2006
681109.06,41857557282300,"United Kingdom",GBR,2007,21.92,29.02,27.4,6.12,0.67,85.13000000000001,61455000,5231664150.000001,January,January-2007
650716.16,40438755763200,"United Kingdom",GBR,2008,20.89,28.16,26.08,5.79,0.58,81.5,62145000,5064817500,January,January-2008
629636.65,39559441082850,"United Kingdom",GBR,2009,19.51,28.98,26.12,5.38,0.79,80.78,62829000,5075326620,January,January-2009
626691.24,39769826090400,"United Kingdom",GBR,2010,19.43,30.23,25.78,4.8,0.81,81.05,63460000,5143433000,January,January-2010
623269.21,39902941362620,"United Kingdom",GBR,2011,18.76,30.81,26.69,4.68,1.52,82.46,64022000,5279254120,January,January-2011
621283.27,40088302996750,"United Kingdom",GBR,2012,18.71,31.69,26.51,4.23,1.76,82.90000000000002,64525000,5349122500.000001,January,January-2012
1065848.98,256336679690000,"United States",USA,1985,48.71,30.61,29.44,0.72,0.86,110.33999999999999,240500000,26536769999.999996,January,January-1985
1019173.45,264508123825400,"United States",USA,1993,42,43.1,30,0.65,0.73,116.48,259532000,30230287360,January,January-1993
469043.32999999996,43921217421199.99,Vietnam,VNM,2016,11.92,13.52,37.66,0.15,0.16,63.40999999999999,93640000,5937712399.999999,January,January-2016
589710.85,38838356581000,"United Kingdom",GBR,2015,17.7,31.16,23.43,4.77,1.53,78.58999999999999,65860000,5175937399.999999,January,January-2015
1044509.2,237457685374873.6,"United States",USA,1979,48.13,25.92,30.83,0.67,1.04,106.59000000000002,227339008,24232064862.720005,January,January-1979
81855,2755730430000,Vietnam,VNM,1961,1.97,1.64,7.37,0.03,0.04,11.049999999999999,33666000,372009299.99999994,January,January-1961
125721.28,9417781084800,Vietnam,VNM,1995,2.37,2.3,13.16,0.05,0.22,18.099999999999998,74910000,1355870999.9999998,January,January-1995
954410.0800000001,297378910366720,"United States",USA,2011,36.84,51.44,26.81,0.4,0.8,116.29,311584000,36234103360,January,January-2011
80457.98000000001,3314386028120.0005,Vietnam,VNM,1968,1.98,1.72,6.98,0.08,0.06,10.82,41194000,445719080,January,January-1968
1165431.71,257660635037060,"United States",USA,1976,58.81,22.82,25.55,0.82,1.04,109.03999999999999,221086000,24107217440,January,January-1976
68366.34,3711061667880,Vietnam,VNM,1980,1.87,1.75,5.31,0.02,0.08,9.03,54282000,490166459.99999994,January,January-1980
116231.31999999999,8403524435999.999,Vietnam,VNM,1993,2.33,2.29,11.7,0.04,0.2,16.56,72300000,1197288000,January,January-1993
1020113.76,259658744517550.1,"United States",USA,1991,43.13,41.03,28.67,0.7,0.75,114.28,254539008,29088717834.24,January,January-1991
101602.58000000002,6329231118520.001,Vietnam,VNM,1986,2.16,2.11,9.81,0.05,0.14,14.270000000000001,62294000,888935380.0000001,January,January-1986
986856.42,194813352159360,"United States",USA,1964,46.96,17.05,29.04,1.75,1.1,95.9,197408000,18931427200,January,January-1964
1050536.21,243342005539560,"United States",USA,1981,47.81,27.57,31.41,0.71,0.98,108.47999999999999,231636000,25127873279.999996,January,January-1981
1054563.96,248908731478800,"United States",USA,1983,48.41,28.76,29.62,0.75,0.94,108.48,236030000,25604534400,January,January-1983
1053583.74,251023692712510.06,"United States",USA,1984,48.23,29.57,29.32,0.76,0.87,108.75000000000001,238256992,25910447880.000004,January,January-1984
609549.94,39610993300960,"United Kingdom",GBR,2013,18.12,31.55,25.79,4.49,1.54,81.49000000000001,64984000,5295546160.000001,January,January-2013
1045019.61,297420941162880,"United States",USA,2001,42.8,47.57,29.16,0.56,0.69,120.78,284608000,34374954240,January,January-2001
1057801.33,312045028617198.75,"United States",USA,2005,42.25,52.62,29.18,0.48,0.77,125.30000000000001,294993984,36962746195.200005,January,January-2005
127957.89,9733628734410,Vietnam,VNM,1996,2.28,2.55,13.57,0.06,0.22,18.679999999999996,76069000,1420968919.9999998,January,January-1996
228776.68000000002,19179035414440,Vietnam,VNM,2005,3.03,4.7,26.85,0.11,0.25,34.94,83833000,2929125020,January,January-2005
944209.26,298748746519585.94,"United States",USA,2013,36.24,50.01,27.64,0.43,0.81,115.13000000000001,316400992,36427246208.96001,January,January-2013
336137.07,29274849700440,Vietnam,VNM,2009,5.57,9.95,34.39,0.15,0.3,50.35999999999999,87092000,4385953119.999999,January,January-2009
937605.3099999999,182769278288920,"United States",USA,1963,43.68,16.61,29.24,1.98,1.1,92.61,194932000,18052652520,January,January-1963
1041783.26,279546919406366.1,"United States",USA,1996,43.83,44.68,28.07,0.55,0.72,117.84999999999998,268335008,31623280692.799995,January,January-1996
968286.5499999999,308566772001857.56,"United States",USA,2014,37.44,51.17,27.69,0.46,0.81,117.57,318672992,37466383669.439995,January,January-2014
996633.09,323990460089585.25,"United States",USA,2017,37.08,55.68,30.02,0.51,0.81,124.1,325084992,40343047507.2,January,January-2017
81618.75,3270708168750,Vietnam,VNM,1967,1.91,1.73,7.42,0.03,0.07,11.159999999999998,40073000,447214679.99999994,January,January-1967
105350.92000000001,7315251832040.001,Vietnam,VNM,1991,2.35,2.34,9.81,0.03,0.18,14.709999999999999,69437000,1021418269.9999999,January,January-1991
145976.65999999997,11537411299759.998,Vietnam,VNM,1999,2.23,4.07,15.61,0.06,0.23,22.2,79036000,1754599200,January,January-1999
1039074.16,275525060562240,"United States",USA,1995,43.19,43.54,30.03,0.59,0.78,118.13,265164000,31323823320,January,January-1995
987631.6099999999,305189039338762.8,"United States",USA,2010,38.66,50.94,27.99,0.43,0.8,118.82,309011008,36716687970.56,January,January-2010
106762.61,6952381163200,Vietnam,VNM,1988,2.34,2.44,9.97,0.05,0.15,14.950000000000001,65120000,973544000.0000001,January,January-1988
307589.74,26527461946820,Vietnam,VNM,2008,5.05,8.76,31.85,0.13,0.3,46.089999999999996,86243000,3974939869.9999995,January,January-2008
1032413.8200000001,241401064220040,"United States",USA,1982,47.76,28.08,28.1,0.74,0.95,105.63,233822000,24698617860,January,January-1982
77139.98,3263561133860,Vietnam,VNM,1969,1.96,1.61,6.63,0.03,0.05,10.28,42307000,434915960,January,January-1969
154177.13,12320294458300,Vietnam,VNM,2000,2.29,4.52,16.5,0.06,0.24,23.609999999999996,79910000,1886675099.9999998,January,January-2000
1144535.1099999999,255386986304959.97,"United States",USA,1977,56.85,23.15,26.97,0.75,1.01,108.73,223136000,24261577280,January,January-1977
1072155.02,308007630567820.2,"United States",USA,2002,43.75,49.31,29.96,0.58,0.79,124.39000000000001,287279008,35734635805.12,January,January-2002
979913.9099999999,316527871552560,"United States",USA,2016,36.08,55.55,29.94,0.48,0.81,122.86,323016000,39685745760,January,January-2016
115211.28,8166521160240,Vietnam,VNM,1992,2.41,2.44,11.23,0.03,0.18,16.29,70883000,1154684070,January,January-1992
132053.12,10185653304960,Vietnam,VNM,1997,2.1,3.64,13.93,0.06,0.24,19.97,77133000,1540346010,January,January-1997
474791.68,44002268527360,Vietnam,VNM,2015,12.2,15.16,36.7,0.16,0.13,64.35,92677000,5963764949.999999,January,January-2015
1036338.27,211314546653643.84,"United States",USA,1967,49.62,19.95,28.61,1.58,1.11,100.86999999999999,203904992,20567896543.039997,January,January-1967
81772.94,2836130878020,Vietnam,VNM,1962,1.95,1.72,7.35,0.03,0.05,11.1,34683000,384981300,January,January-1962
70128.45,3342181670100,Vietnam,VNM,1974,1.87,1.84,5.51,0.04,0.08,9.339999999999998,47658000,445125719.9999999,January,January-1974
87415.2,4966407172800,Vietnam,VNM,1982,2.01,2.16,7.82,0.03,0.06,12.08,56814000,686313120,January,January-1982
164992.32,13321974893760,Vietnam,VNM,2001,2.38,4.72,17.93,0.06,0.21,25.3,80743000,2042797900,January,January-2001
81746.42,3094837714780,Vietnam,VNM,1965,1.98,1.87,7.16,0.03,0.06,11.1,37859000,420234900,January,January-1965
74431.01000000001,3310989048840.0005,Vietnam,VNM,1971,1.97,1.62,6.13,0.04,0.07,9.829999999999998,44484000,437277719.99999994,January,January-1971
136576.27,10668791907320,Vietnam,VNM,1998,2.06,3.79,14.68,0.06,0.22,20.81,78116000,1625593960,January,January-1998
1057994.03,217741519338180,"United States",USA,1968,50.75,19.77,29.55,1.51,1.1,102.67999999999999,205806000,21132160080,January,January-1968
1072390.83,298712320914840,"United States",USA,1999,43.85,47.81,30.84,0.57,0.75,123.82,278548000,34489813360,January,January-1999
