Entity,Code,Year,"Per capita CO2 emissions",Total_CO2_emission,Total_population
Philippines,PHL,1962,0.36812747859023226,10335915.216377951,28077000
Philippines,PHL,1967,0.5547428569070837,18208879.535118114,32824000
Poland,POL,1836,0.11672710995340153,1370336,11739655
Poland,POL,1845,0.22162687101025388,2791968.0000000005,12597606
Poland,POL,1853,0.3161658378670274,4316192,13651671
Poland,POL,1896,2.201698723034651,52724960.00000001,23947400
Poland,POL,1955,5.655216721672167,154217760,27270000
"South Africa",ZAF,1904,1.717685954039895,8767952,5104514
"South Africa",ZAF,1941,3.951985730653243,44330736,11217332
"South Africa",ZAF,2000,8.411645080946451,378254856,44968000
Spain,ESP,2001,7.568843797737018,312737056.87869585,41319000
Spain,ESP,2006,8.032865946072736,359302060.9018874,44729000
Spain,ESP,2017,5.8830621764702515,274427201.34580785,46647000
Turkey,TUR,1897,0.022846738540776814,315104,13792078
"United Kingdom",GBR,1819,2.6468953549829632,42337520.00000001,15995162
"United Kingdom",GBR,1825,2.8540742472381075,49592240.00000001,17375946
"United Kingdom",GBR,1863,7.0397476102139,180224832.00000003,25601036
"United Kingdom",GBR,1912,10.747774842251065,455885872,42416768
"United Kingdom",GBR,1965,11.469398082741547,622111621.4059843,54241000
"United Kingdom",GBR,1983,9.69287265474184,545485794.3909066,56277000
"United Kingdom",GBR,2006,9.326313985292087,567235742.8994501,60821000
"United States",USA,1800,0.03716868959551322,252815.99999999997,6801854
"United States",USA,1809,0.049863686458564795,403040.00000000006,8082836
"United States",USA,1828,0.12487515148704098,1593840,12763468
"United States",USA,1888,6.089305026046214,373874560,61398560
"United States",USA,1979,21.52751046868905,4894042874.661384,227339008
Vietnam,VNM,1916,0.10398753621708992,1817344.0000000002,17476556
Vietnam,VNM,1924,0.1731046709777082,3279280,18943914
Vietnam,VNM,1961,0.23698537437944123,7978349.613858269,33666000
Vietnam,VNM,1972,0.505778767858637,23037211.318425197,45548000
Vietnam,VNM,2012,1.5109451070325906,135685892.5017407,89802000
Italy,ITA,1924,0.8296899512286076,32180912,38786672
Italy,ITA,1964,3.4271658860205636,175721076.47393236,51273000
Italy,ITA,1988,6.769142507798014,385962967.50962716,57018000
Italy,ITA,2013,6.05130927379268,364089125.07628417,60167000
Japan,JPN,1930,1.3396338440591262,86180944,64331716
Japan,JPN,1933,1.3580702472066175,91361840,67273280
Japan,JPN,1941,2.0858445426858285,154628128,74132144
Mexico,MEX,1904,0.11978490222397452,1718416.0000000005,14345848
Mexico,MEX,1967,1.9168057567981376,90005531.11621335,46956000
Mexico,MEX,1984,3.7223199643902687,276765656.3123096,74353000
Mexico,MEX,2008,4.4486727428597215,492979670.00000006,110815000
Myanmar,MMR,1985,0.17577788522862825,6675516.7473276155,37977000
Pakistan,PAK,1970,0.35266084113257384,20504406.62513011,58142000
Philippines,PHL,1954,0.2489432640672426,5331120,21415000
Philippines,PHL,1979,0.825325959328817,38031020.20587189,46080000
Philippines,PHL,1983,0.685465093276321,35239074.98024239,51409000
Poland,POL,1821,0.07832204766436261,828063.9999999999,10572553
Poland,POL,1968,8.57856957008543,275801011.67824656,32150000
Russia,RUS,1966,9.631048132265436,1227159259.868865,127417000
Russia,RUS,1997,9.986399192913629,1475290752.7691305,147730000
"South Africa",ZAF,1915,2.893267273063184,18510528,6397794
"South Africa",ZAF,1959,5.660108458092131,94472870.27401575,16691000
"South Korea",KOR,1951,0.1503044260525369,2923872.0000000005,19453000
Spain,ESP,1860,0.1237028494229697,1930927.9999999998,15609406
Spain,ESP,1870,0.18945351270910493,3074096,16226123
Spain,ESP,1888,0.36531454148539055,6433984,17612176
Spain,ESP,1898,0.5077628428485088,9372512,18458444
Spain,ESP,1983,5.295981704966815,203434545.23289028,38413000
Spain,ESP,1998,6.857729094575834,275694425.0601377,40202000
Turkey,TUR,1869,0.02257651792965754,267471.99999999994,11847354
Turkey,TUR,1903,0.08446357854309969,1205456,14271903
Turkey,TUR,2004,3.6481191515162816,244464112.46225753,67011000
"United Kingdom",GBR,1877,9.240115358770707,275899200,29858848
"United Kingdom",GBR,1903,10.979497552559407,429985056.00000006,39162544
"United Kingdom",GBR,1947,9.285807572749338,461297600.00000006,49677704
"United Kingdom",GBR,2017,5.8055557796668324,387387320.50982875,66727000
"United States",USA,1806,0.04369300677848074,333424,7631061
"United States",USA,1995,20.503152711701865,5436697985.645714,265164000
Vietnam,VNM,2001,0.7372674384716832,59529184.78451911,80743000
Italy,ITA,1880,0.17106853217450066,5067312.000000001,29621532
Italy,ITA,1942,0.9322500933633189,41897840.00000001,44942704
Italy,ITA,2003,8.52515243243732,490750399.77325433,57565000
Italy,ITA,2015,5.873165784482309,355784636.8923693,60578000
Japan,JPN,1891,0.20107728532020527,8123088.000000002,40397840
Japan,JPN,1914,1.1053376185399917,58015776.00000001,52486928
Japan,JPN,2009,9.046410362057356,1162961284.0942833,128555000
Mexico,MEX,1897,0.05249812553511229,688832.0000000001,13121078
Mexico,MEX,1938,1.217375774521722,24266672,19933592
Mexico,MEX,2015,3.9552152986952023,481974625.8684,121858000
Myanmar,MMR,2009,0.20209910438418893,10155479.995305493,50250000
Pakistan,PAK,2011,0.9161858896305368,167973521.0048626,183340000
Poland,POL,1913,4.382380095822426,116207424.00000001,26516966
Poland,POL,1997,9.541112167911951,367762168.51216614,38545000
Poland,POL,2011,8.697767144796408,333011410.6728201,38287000
Poland,POL,2014,8.106868405057035,308798724.41702753,38091000
Russia,RUS,1972,12.263728161678975,1613170802.3872523,131540000
Russia,RUS,2001,10.338801195463917,1507717799.846108,145831008
Russia,RUS,2006,11.204239807124676,1606721690.6950183,143403008
"South Africa",ZAF,2010,9.153899837944435,468835288.0000001,51217000
"South Korea",KOR,2018,12.873988602584769,658787744.7714678,51172000
Spain,ESP,1935,0.9110540022608096,22460320,24653116
Turkey,TUR,1909,0.13248658071071667,1956575.9999999998,14768107
Turkey,TUR,1963,0.766650037678276,22639942.26267717,29531000
Turkey,TUR,1986,2.3064141284999824,115618233.84757562,50129000
"United Kingdom",GBR,1828,2.910069565798657,52589392.00000001,18071524
"United States",USA,1858,1.374082684310378,41648687.99999999,30310176
"United States",USA,1930,13.844513859628021,1742210016,125841184
"United States",USA,1957,15.913336840261408,2828611664.0000005,177751008
"United States",USA,1992,20.135609572485325,5174670600.727453,256991008
"United States",USA,2006,20.319736569356422,6050384603.712892,297759008
Vietnam,VNM,1939,0.32105394889119115,7093504.000000001,22094430
Vietnam,VNM,1994,0.35326902155203205,26018616.706328712,73651000
Vietnam,VNM,1997,0.5744518924188337,44309197.8179419,77133000
Italy,ITA,1955,1.5166607083747103,73309312,48336000
Italy,ITA,1983,6.3139189566995535,358409609.57705015,56765000
Japan,JPN,1950,1.238605637544987,102559024.00000001,82802000
Mexico,MEX,1924,4.2986255557431665,67871936.00000001,15789218
Mexico,MEX,1949,1.0695295061569385,28963920.000000004,27080992
Mexico,MEX,1955,1.2262411671973044,39670127.99999999,32351000
Myanmar,MMR,1962,0.12687003210245035,2879695.988661418,22698000
Philippines,PHL,1919,0.006349860365678043,58624,9232329
Philippines,PHL,1926,0.0048547493372229885,51296.00000000001,10566148
Philippines,PHL,1964,0.42801229371479604,12822820.307401575,29959000
Philippines,PHL,2003,0.845430391311158,70214684.8591743,83052000
Philippines,PHL,2006,0.7568855418159942,66521913.384665914,87889000
Poland,POL,1843,0.18140344010650153,2246032,12381419
Poland,POL,1866,0.7553062593251999,12153488.000000002,16090808
Poland,POL,1871,1.0993757982157053,18972192,17257240
Poland,POL,1874,1.3610604596875042,24497504,17998836
Poland,POL,1894,1.9566966370359051,46093120,23556600
Poland,POL,1906,3.0463023138382006,78691728,25831884
Poland,POL,1999,8.526483131665184,328849401.4220628,38568000
"South Africa",ZAF,1893,0.4410118377862923,1799024.0000000002,4079310
"South Africa",ZAF,1957,5.631665347654042,89661744.00000001,15921000
"South Africa",ZAF,1992,7.792728583451289,301368192.5078117,38673000
Spain,ESP,1872,0.19939780025023784,3260960,16354042
Turkey,TUR,1899,0.04806385001537227,670512,13950443
Turkey,TUR,2017,5.24347359313663,425329603.9808709,81116000
Turkey,TUR,2018,5.200140710555261,428179586.1071202,82340000
"United Kingdom",GBR,1918,10.708427821326767,466848560,43596368
"United Kingdom",GBR,1922,9.637909974353084,428222672.00000006,44431072
"United Kingdom",GBR,1942,9.656591279874227,468929711.99999994,48560584
"United Kingdom",GBR,1949,9.62405965637927,485146576.0000001,50409764
"United States",USA,1903,10.871322292480311,894404384.0000001,82271904
"United States",USA,1907,13.527899326204682,1201802992.0000002,88838848
"United States",USA,1952,15.588550904658653,2545080351.9999995,163266000
Vietnam,VNM,1896,0.026079024903751923,362736,13909109
Vietnam,VNM,1904,0.05239607008579033,802416.0000000001,15314431
Italy,ITA,1898,0.37255424391641784,12402640,33290830
Italy,ITA,1913,0.8036463489521446,29964192,37285296
Japan,JPN,1997,9.813936076692004,1245319790.5796785,126893000
Myanmar,MMR,1940,0.19226387638732065,3173024.0000000005,16503485
Myanmar,MMR,1945,0.01758457820451777,296783.99999999994,16877516
Philippines,PHL,1912,0.0004538341429433869,3664,8073434
Poland,POL,1892,1.864619103152851,43095968,23112478
Russia,RUS,2014,11.182236886577243,1617678209.7388017,144664992
Spain,ESP,1906,0.7158810604176256,13860912,19362032
Spain,ESP,1952,1.3245052290573611,37614624,28399000
Spain,ESP,1961,1.7444469944657268,53606856.13993178,30730000
Turkey,TUR,1884,0.01373312485436978,175872,12806408
Turkey,TUR,1997,3.5115957148636507,212005568.09346318,60373000
"United Kingdom",GBR,1857,5.727763429689832,137861664,24069022
"United Kingdom",GBR,1886,9.502352706806594,312429280,32879150
"United Kingdom",GBR,1969,11.349200755496671,628382547.4303397,55368000
"United States",USA,1845,0.5386944669798363,11204512,20799382
"United States",USA,1855,1.3672394178798473,38160560.00000001,27910664
"United States",USA,1969,19.36589534612238,4021502616.6075897,207659008
Italy,ITA,1990,7.706487616905137,439639705.5692043,57048000
Italy,ITA,1998,8.105100354340776,459907709.4063586,56743000
Italy,ITA,2007,8.154804937338213,479078480.4587453,58748000
Mexico,MEX,1964,1.7348232592743067,74200125.62242137,42771000
Myanmar,MMR,1961,0.11661711779544573,2590299.4204724403,22212000
Myanmar,MMR,2004,0.2547410643392068,12371245.048569238,48564000
Myanmar,MMR,2007,0.2578558152958768,12795063.410796704,49621000
Pakistan,PAK,1984,0.4770251990384069,42557326.107012436,89214000
Pakistan,PAK,1998,0.717442087334718,96742049.12201208,134843008
Pakistan,PAK,2017,1.0173461818922713,211512375.29249457,207906000
Philippines,PHL,1909,0.007209298420880311,54960,7623488
Philippines,PHL,1969,0.6562829851632774,22829459.921889767,34786000
Poland,POL,1849,0.22959921545246248,3004480,13085759
Poland,POL,1926,1.7996864758809135,48130304,26743716
Poland,POL,1950,4.517122784402192,112133056,24824000
Russia,RUS,2013,11.21381863134959,1618434284.2589805,144324992
"South Africa",ZAF,1895,0.7854680929119231,3337904,4249573
"South Africa",ZAF,1897,1.0792678106015394,4777856,4426942
"South Africa",ZAF,1961,5.827095365783413,102119846.28535432,17525000
"South Africa",ZAF,1970,6.779256282822373,149618186.16188976,22070000
"South Korea",KOR,1952,0.17471389645776567,3462480,19818000
Spain,ESP,1918,0.7963187192115414,16733488.000000002,21013556
Spain,ESP,1972,4.174826958303583,144716201.6826354,34664000
Spain,ESP,1978,5.386433899739619,199513511.64635548,37040000
Spain,ESP,1979,5.422905529593586,202746169.0349154,37387000
Spain,ESP,1996,6.380430606208977,254636605.06319407,39909000
Turkey,TUR,1902,0.07384460136293823,1047903.9999999999,14190665
Turkey,TUR,1994,2.9086427849819305,167433113.27469984,57564000
"United Kingdom",GBR,1812,2.5473215485201495,36936784.00000001,14500244
"United Kingdom",GBR,1872,9.017491168127117,254988752.00000003,28277128
"United Kingdom",GBR,1930,9.597775637271376,441094304.00000006,45957972
"United States",USA,1804,0.045400902369895406,333424,7343995
"United States",USA,1817,0.07441605215788666,718144,9650391
"United States",USA,1832,0.21192538078457682,3022800,14263511
Vietnam,VNM,1952,0.07179335566077685,1864976.0000000002,25977000
Italy,ITA,1918,0.5053192452373655,18979520,37559464
Mexico,MEX,1941,1.063564773179982,22548256,21200642
Mexico,MEX,1951,1.2137716869565216,34895935.99999999,28750000
Myanmar,MMR,1954,0.0762934975472289,1461936.0000000002,19162000
Pakistan,PAK,1977,0.34273618687174234,24319874.348045092,70958000
Philippines,PHL,1941,0.006183407702986896,91600,14813838
Philippines,PHL,1946,0.00689375565962385,113584.00000000001,16476360
Philippines,PHL,1947,0.011658762008425874,197856,16970584
Philippines,PHL,1972,0.6963944365509804,26409366.21732283,37923000
Philippines,PHL,1974,0.7595735160665696,30492319.228976373,40144000
Philippines,PHL,2000,0.9276129650515966,72346390.37030412,77992000
Poland,POL,1963,7.515578900528733,230998833.08665115,30736000
Poland,POL,1964,7.8199710171834464,242880479.82270065,31059000
"South Africa",ZAF,1958,5.906145898521382,96264272.00000001,16299000
"South Korea",KOR,1949,0.11415094121909625,2176416,19066124
Spain,ESP,1946,1.0369880214457976,28095552,27093420
Turkey,TUR,1935,0.36437602612893755,5935680.000000001,16289985
Turkey,TUR,1952,0.465386112221778,10475376.000000002,22509000
Turkey,TUR,1987,2.5135046891930433,128442603.1224537,51101000
"United Kingdom",GBR,1809,2.4100841404758584,33280112.000000004,13808693
"United Kingdom",GBR,1829,2.914119739044661,53336848,18302902
"United Kingdom",GBR,1867,8.127330267761227,217374128,26746068
"United Kingdom",GBR,1932,8.533101046497713,395917183.99999994,46397808
"United Kingdom",GBR,1972,11.59426121901797,648026448.0533524,55892000
"United Kingdom",GBR,1992,10.324387792917175,593094781.1519201,57446000
"United States",USA,1880,3.8652697404283614,198684064,51402380
"United States",USA,1936,13.049694624065381,1710695952,131090880
"United States",USA,1951,16.238809189914964,2612369712,160872000
Italy,ITA,1878,0.12940222236475224,3784912.0000000005,29249204
Italy,ITA,1891,0.3451693702087957,10999328,31866466
Italy,ITA,1934,0.9432514211488245,39677456,42064560
Japan,JPN,1938,1.8307705937625645,131757440,71968296
Japan,JPN,1986,7.44649136870293,912262211.0884273,122509000
Japan,JPN,2008,9.586443942941042,1232231917.9816985,128539000
Pakistan,PAK,1975,0.34703516254939604,23187848.456062995,66817000
Pakistan,PAK,2015,0.9251583193372979,184501555.55174586,199427008
Philippines,PHL,1984,0.5836273851694793,30831283.876348086,52827000
Poland,POL,1954,5.51420774174264,147582256,26764000
Poland,POL,1960,6.7392811789273965,199577072.83275592,29614000
Poland,POL,2003,8.309749790990207,319443401.46524554,38442000
Poland,POL,2017,8.868628635342189,336591062.5971421,37953000
Russia,RUS,2012,11.662883180917973,1679385200.7531025,143994000
"South Africa",ZAF,1979,7.858703262364911,218684135.68182838,27827000
"South Korea",KOR,1976,2.595036222013347,93270791.89160372,35942000
"South Korea",KOR,1983,3.799883569325492,151037772.11354965,39748000
Spain,ESP,1927,0.9399435895134282,21445392.000000004,22815616
Spain,ESP,1949,1.2863722029717235,35764304.00000001,27802454
Spain,ESP,1956,1.4459602594742231,42352175.99999999,29290000
Spain,ESP,1994,6.3926546516305995,253532683.48366958,39660000
Spain,ESP,2012,5.920694450138305,278645642.90685904,47063000
Turkey,TUR,1914,0.11094429935304456,1663456,14993614
"United Kingdom",GBR,1823,2.771453039522053,46873552.00000001,16912988
"United Kingdom",GBR,1879,8.933877289095467,272645568,30518168
"United Kingdom",GBR,1920,10.72462143234612,470014256,43825720
"United Kingdom",GBR,1952,10.432681368581076,528425744.00000006,50651000
"United Kingdom",GBR,1975,10.743114532788226,603247367.2451245,56152000
"United States",USA,1909,12.59558344659062,1163352976.0000002,92361976
Italy,ITA,1920,0.4775058240799182,17869327.999999996,37422220
Italy,ITA,2017,5.7519095255426045,348991358.552772,60674000
Japan,JPN,1889,0.15745665745726167,6254448.000000001,39721712
Japan,JPN,1948,1.0980449017046006,88089888,80224304
Japan,JPN,1951,1.4645396840457328,123484128,84316000
Mexico,MEX,1957,1.4327111214464274,49288128,34402000
Mexico,MEX,1980,3.952384224920927,267817507.46486694,67761000
Mexico,MEX,2018,3.7825377308942647,477322218.79927814,126191000
Myanmar,MMR,2001,0.18380613498392706,8680244.724615956,47225000
Philippines,PHL,1997,0.9593543817865845,70062609.85625605,73031000
Poland,POL,1803,0.04788544932231153,461664,9641008
Poland,POL,1844,0.1916026720998317,2392592,12487258
Russia,RUS,1976,14.154125574368907,1905088685.8077574,134596000
Russia,RUS,1996,10.676181373238022,1580298957.6386142,148020992
"South Africa",ZAF,1916,3.3366383889016706,21811792,6537056
"South Africa",ZAF,2009,9.950263502360832,502259450.8086677,50477000
"South Africa",ZAF,2011,9.149564033535881,475813928,52004000
"South Korea",KOR,1945,0.00021230285790704148,3664,17258364
"South Korea",KOR,1973,2.1383108302809046,73031868.09741402,34154000
"South Korea",KOR,1989,5.559958275641904,236248187.09030014,42491000
Spain,ESP,1849,0.022091300175337027,326096,14761286
Spain,ESP,1883,0.3438694835978323,5902704,17165536
Turkey,TUR,1873,0.019745816554101306,238159.99999999997,12061289
"United Kingdom",GBR,1817,2.6958244176616337,41923488,15551268
"United Kingdom",GBR,1844,4.355667988386166,93472304.00000001,21459924
"United Kingdom",GBR,1901,10.699738705314743,410701424.00000006,38384248
"United Kingdom",GBR,1931,8.926852913091624,412236640.00000006,46179392
"United Kingdom",GBR,1936,9.621226987184954,453823039.99999994,47168936
"United Kingdom",GBR,1955,11.292573711420964,576643984.0000001,51064000
"United States",USA,1839,0.31650356953737807,5517984.000000001,17434192
"United States",USA,1879,3.493756518352535,175468960,50223580
"United States",USA,1950,15.96900793430896,2535942336,158804000
"United States",USA,2013,17.45540786873757,5522908365.433173,316400992
Vietnam,VNM,1943,0.1203310312759099,2769984.0000000005,23019698
Italy,ITA,1890,0.38554871915233935,12208448,31665124
Italy,ITA,1899,0.4055478184868156,13589776,33509676
Italy,ITA,1960,2.1972452063942716,109203086.7577953,49700000
Italy,ITA,1995,7.895778576706495,451433244.3446171,57174000
Myanmar,MMR,1999,0.19337039301523165,8930038.119836412,46181000
Myanmar,MMR,2011,0.29550050996488614,15067866.503619509,50991000
Pakistan,PAK,1982,0.4457476886176384,37189621.156746805,83432000
Poland,POL,1864,0.7164910994924222,11219167.999999998,15658489
Poland,POL,1875,1.317195012208425,24057823.999999996,18264436
"South Africa",ZAF,1949,4.544374189342574,60591567.99999999,13333314
"South Africa",ZAF,2008,9.93676543222379,494642246.45066804,49779000
"South Korea",KOR,1986,4.42679828421672,182671831.19820297,41265000
"South Korea",KOR,1994,7.681029751061625,344263753.442582,44820000
Spain,ESP,1843,0.012107469399124788,172208,14223286
Spain,ESP,1880,0.26092541553680854,4415119.999999999,16921004
Spain,ESP,1926,0.8136959802445681,18378624.000000004,22586598
Turkey,TUR,1928,0.214243566232923,3125392.0000000005,14588032
Turkey,TUR,1930,0.2639015945020324,3971775.9999999995,15050216
Turkey,TUR,1936,0.3541223075362333,5866064,16565079
Turkey,TUR,1980,1.710305921255999,75212413.19315381,43976000
"United Kingdom",GBR,1804,2.3394048432679484,30330592,12965089
"United Kingdom",GBR,1853,4.97574779636551,115599200,23232528
"United Kingdom",GBR,1864,7.49192512814442,193909872,25882516
"United Kingdom",GBR,1909,11.241155333985619,466086448.00000006,41462504
"United Kingdom",GBR,1989,10.20776688211857,581577310.3418233,56974000
"United Kingdom",GBR,2009,7.8636448405584725,494064941.68744826,62829000
"United States",USA,1825,0.09647041796939894,1135840,11773972
"United States",USA,1848,0.7380077149509757,16784784.000000004,22743372
"United States",USA,1963,15.985176223858549,3116022371.6691947,194932000
"United States",USA,1994,20.496543130567087,5375033803.130698,262240992
Vietnam,VNM,1950,0.05966368399838774,1480256,24810000
Vietnam,VNM,2000,0.654887945539542,52332095.7280648,79910000
Italy,ITA,1912,0.7510242491015235,27850064,37082776
Italy,ITA,1919,0.4980417101919495,18609456,37365256
Italy,ITA,2001,8.368628443288868,475965742.7120544,56875000
Japan,JPN,1883,0.07169486907415211,2711360,37818048
Japan,JPN,1971,7.48442029089236,796544398.2988012,106427000
Philippines,PHL,1907,0.0009988081906633242,7328,7336744
Poland,POL,1810,0.057016147580985124,567920,9960687
Poland,POL,1916,4.273940618863251,108776832,25451180
"South Africa",ZAF,1896,0.9816055929068227,4257568,4337351
"South Africa",ZAF,1931,2.8288346181115225,25567392.000000004,9038136
"South Africa",ZAF,1988,9.763153213095059,342696440.93284965,35101000
"South Korea",KOR,1998,7.797950710457053,363548260.0722183,46621000
Spain,ESP,1855,0.036275857655628505,553264,15251576
Spain,ESP,1914,0.8457264374859588,17301408.000000004,20457452
Spain,ESP,1976,5.45099427764612,197745719.4101683,36277000
Spain,ESP,2005,8.361304917603542,368056281.1679903,44019000
Spain,ESP,2018,5.744625772654941,268233811.20257717,46693000
Turkey,TUR,1925,0.16707255835713605,2366944.0000000005,14167162
"United Kingdom",GBR,1871,8.6554664184949,242036512,27963428
"United States",USA,1824,0.08850551027307936,1014928,11467399
"United States",USA,2011,17.88469489924475,5572584775.486276,311584000
Vietnam,VNM,1910,0.08038663746817924,1322704,16454277
Italy,ITA,1931,0.831926392598765,34185120.00000001,41091520
Italy,ITA,2014,5.7696985316616844,348547488.29768234,60410000
Japan,JPN,1906,0.693299421998105,32855088.000000007,47389464
Japan,JPN,1920,1.3275440139636816,74280272,55953152
Japan,JPN,1979,8.15519284317073,953072922.0028336,116867000
Japan,JPN,1995,9.81282915865339,1239998156.6332357,126365000
Myanmar,MMR,1986,0.17459159684313882,6756345.614635786,38698000
Myanmar,MMR,2016,0.4704651244958909,24955822.528884534,53045000
Philippines,PHL,1937,0.008854275289811432,120912,13655776
Philippines,PHL,1965,0.4517841950895838,13964649.470219035,30910000
Philippines,PHL,1981,0.7093915272269739,34528213.8047185,48673000
Poland,POL,1835,0.10375481352244983,1209120,11653628
Poland,POL,1962,7.1278151792077695,216607175.4809449,30389000
Poland,POL,1982,11.621954347690425,420970430.3820426,36222000
Poland,POL,2004,8.427143264083131,323602301.34079224,38400000
"South Africa",ZAF,1921,3.4897667534113226,25413504,7282293
"South Africa",ZAF,2014,8.850911071931513,482764093.50743246,54544000
"South Korea",KOR,1985,4.374199289104634,178484827.79262552,40804000
Spain,ESP,1852,0.03562918299592073,534944,15014209
Spain,ESP,1886,0.34952630749296676,6093232.000000001,17432828
Spain,ESP,1987,4.864903719739579,189507459.49873555,38954000
Turkey,TUR,1921,0.059333734655584544,842720.0000000001,14203050
Turkey,TUR,1950,0.44328101644245144,9489760,21408000
Turkey,TUR,2006,4.096298339434295,281649184.92448384,68757000
"United Kingdom",GBR,1850,5.4193373177321424,122604768,22623572
"United Kingdom",GBR,1870,8.263324242608789,228494367.99999997,27651628
"United Kingdom",GBR,1996,10.124405801033634,588369718.7212685,58114000
"United States",USA,1821,0.0779742793280455,828064.0000000001,10619707
"United States",USA,1837,0.32232319366224993,5305472,16460100
"United States",USA,1885,4.736421796408253,272161920,57461504
Vietnam,VNM,1928,0.26843382997139825,5298144,19737244
Vietnam,VNM,1935,0.22461194645830646,4763200,21206352
Vietnam,VNM,1946,0.030097320905396567,714480,23738990
Vietnam,VNM,1959,0.2083616244846169,6604646.772913386,31698000
Vietnam,VNM,2009,1.4103805670106646,122832864.3420928,87092000
Italy,ITA,1896,0.34754314281757787,11424352,32871752
Italy,ITA,1985,6.48054799858642,368982961.395515,56937000
Japan,JPN,1902,0.5507439748379815,24944511.999999996,45292392
Japan,JPN,1908,0.777735177564358,37632944,48387864
Japan,JPN,2007,10.139729049026059,1302894344.4255543,128494000
Mexico,MEX,1934,1.012476371726141,18891584,18658790
Mexico,MEX,1959,1.5920181510644507,58286968.54677167,36612000
Myanmar,MMR,2018,0.49032992086548544,26334639.38984349,53708000
Pakistan,PAK,1997,0.7156242237705379,93787563.89469539,131057000
Philippines,PHL,1940,0.007805174638927181,113583.99999999999,14552397
Philippines,PHL,1959,0.2844261247482615,7226130.125354332,25406000
Philippines,PHL,1993,0.734738721328529,48929190.40815206,66594000
Poland,POL,1911,3.7418571678667143,99602175.99999999,26618380
Poland,POL,1974,10.278352445726034,346236580.4867272,33686000
Poland,POL,1986,12.094450490172166,451848670.3128321,37360000
Poland,POL,1988,11.78422602839752,444229968.5925013,37697000
Poland,POL,1993,9.532387020520453,365099955.27295387,38301000
Russia,RUS,1979,14.979939127126922,2054333991.794572,137139008
"South Africa",ZAF,1930,3.247269558764224,28722096.000000004,8844999
"South Africa",ZAF,1936,3.5013585824382307,35255008.00000001,10068951
"South Africa",ZAF,1947,4.372848839517662,55839359.99999999,12769561
"South Africa",ZAF,1960,5.721842862936639,97843512.95621653,17100000
"South Africa",ZAF,1964,6.326525059505157,119546017.52440946,18896000
Spain,ESP,1846,0.019462983953979475,282128,14495619
Spain,ESP,1891,0.4443653952898619,7939888.000000001,17867926
Spain,ESP,1912,0.7918128966714403,15982368,20184526
Turkey,TUR,1871,0.016550300849163202,197856.00000000003,11954828
"United Kingdom",GBR,1803,2.358210671285708,30191359.999999996,12802656
"United Kingdom",GBR,1810,2.3600572179697545,33291104,14106058
"United Kingdom",GBR,1961,11.163230188983546,588614801.4047244,52728000
"United Kingdom",GBR,2018,5.6453470540704265,379039891.9043966,67142000
"United States",USA,1840,0.3273462634187405,5873392,17942444
Vietnam,VNM,2007,1.1774454349231516,100577389.0511356,85420000
Vietnam,VNM,2010,1.5473023181897865,136113090.32651913,87968000
Italy,ITA,1938,1.036268966122042,44997583.99999999,43422688
Japan,JPN,1916,1.08743312098223,58598352.000000015,53886856
Mexico,MEX,1898,0.05535627658114349,736464,13304074
Mexico,MEX,1995,3.6175622661270093,331596610.00000006,91663000
Myanmar,MMR,1939,0.1985236268541052,3231648.0000000005,16278405
Myanmar,MMR,1963,0.113540427175028,2633910.8296062998,23198000
Pakistan,PAK,2018,1.0533030474723015,223540399.1589516,212228000
Philippines,PHL,1994,0.7938185826840196,54123344.785979144,68181000
Poland,POL,1841,0.1756369352250481,2139776,12182950
Poland,POL,1858,0.5322039533869691,7705392,14478269
Poland,POL,1881,1.3142972356972729,26230576.000000004,19957872
Poland,POL,1912,4.164292803634895,110934928.00000001,26639560
Poland,POL,2012,8.515381444881102,325517486.4934699,38227000
"South Africa",ZAF,1914,2.9386910288879755,18400608,6261498
"South Africa",ZAF,1972,7.368650570640853,171556922.58566034,23282000
"South Africa",ZAF,1998,8.637704613431154,377312212.92389965,43682000
"South Korea",KOR,1967,1.1612672318711101,35113237.29008675,30237000
"South Korea",KOR,1977,2.8976446434441785,105691588.36962642,36475000
"South Korea",KOR,1987,4.628297795513425,192939850.20156813,41687000
"South Korea",KOR,2008,10.283895620210409,505782554.3931883,49182000
Spain,ESP,1893,0.4502620356038354,8119424,18032664
Spain,ESP,1928,0.93352845943867,21515008,23046976
Spain,ESP,1969,2.886119186747299,96736942.90139596,33518000
Turkey,TUR,1877,0.03631742387817323,447008,12308362
"United Kingdom",GBR,1873,9.26143704576946,264658048.00000003,28576348
"United Kingdom",GBR,1925,9.958201943534064,449657072.00000006,45154444
"United States",USA,1869,2.3449328863696293,93695808,39956712
"United States",USA,2014,17.48534219102281,5572106312.157074,318672992
Vietnam,VNM,1930,0.26171059635613203,5272496.000000001,20146284
Vietnam,VNM,1933,0.2058110708848067,4275888,20775792
Vietnam,VNM,1957,0.09637582093553143,2876240,29844000
Vietnam,VNM,1986,0.3298116028572434,20545283.988389123,62294000
Italy,ITA,1885,0.27377156024775695,8375904,30594500
Italy,ITA,1975,6.171222945427643,341052636.0790587,55265000
Italy,ITA,2000,8.295592978966905,470293757.1635918,56692000
Japan,JPN,1886,0.09304824294718839,3605376,38747384
Mexico,MEX,1918,2.030443904191933,30642032.000000004,15091297
Mexico,MEX,1925,3.559506771934148,57085120,16037368
