Total_water_use,Entity,Code,Year,Bovine_meat,Poultry_meat,Pigmeat,Mutton_Goat,Meat_Other,TOTAL_meat_consumed_per_capita,Total_population,Total_Consumption,dates,month
210897.83000000002,Mexico,MEX,1973,7.61,4.68,11.02,0.84,0.64,24.79,56324000,1396271960,January-1973,January
222406.33000000002,Mexico,MEX,1974,7.92,4.94,12,0.81,0.66,26.33,57967000,1526271110,January-1974,January
248501.36,Mexico,MEX,1975,9.16,5.03,13.13,0.79,0.74,28.849999999999998,59608000,1719690799.9999998,January-1975,January
274481.03,Mexico,MEX,1976,10.35,5.23,14.29,0.77,0.76,31.4,61242000,1922998800,January-1976,January
290022.88,Mexico,MEX,1977,10.86,5.42,15.45,0.76,0.73,33.22,62870000,2088541400,January-1977,January
287492.83,Mexico,MEX,1978,10.35,5.69,16.16,0.75,0.64,33.59,64495000,2166387050,January-1978,January
276412.42000000004,Mexico,MEX,1979,9.22,6,16.98,0.76,0.62,33.58,66124000,2220443920,January-1979,January
303440.32000000007,Mexico,MEX,1980,10.57,6.33,17.78,0.76,0.63,36.07,67761000,2444139270,January-1980,January
325911.69,Mexico,MEX,1981,11.73,6.75,18.17,0.81,0.83,38.290000000000006,69408000,2657632320.0000005,January-1981,January
330743.3,Mexico,MEX,1982,11.84,6.9,18.6,0.8,0.83,38.97,71059000,2769169230,January-1982,January
350336.14,Mexico,MEX,1983,12.64,6.99,19.85,0.73,0.8,41.01,72709000,2981796090,January-1983,January
337944.6,Mexico,MEX,1984,12.09,7.26,19.06,0.69,0.77,39.87,74353000,2964454110,January-1984,January
326322.73,Mexico,MEX,1985,12.01,8.04,16.63,0.78,0.87,38.32999999999999,75983000,2912428389.9999995,January-1985,January
361984.94,Mexico,MEX,1986,15.69,9.34,12.1,0.83,0.83,38.79,77599000,3010065210,January-1986,January
355930.16000000003,Mexico,MEX,1987,15.7,9.14,11.31,0.76,0.86,37.769999999999996,79200000,2991383999.9999995,January-1987,January
354313.5,Mexico,MEX,1988,15.68,9.11,11.04,0.81,1.03,37.67,80789000,3043321630,January-1988,January
320013.33999999997,Mexico,MEX,1989,14.28,8.33,9.45,0.83,1.06,33.95,82369000,2796427550,January-1989,January
314898.6,Mexico,MEX,1990,13.56,9.9,9.33,0.82,1.1,34.71,83943000,2913661530,January-1990,January
350578.94,Mexico,MEX,1991,15.12,11.32,10.13,0.9,1.09,38.56,85513000,3297381280,January-1991,January
361246.35,Mexico,MEX,1992,15.54,11.94,10.28,0.97,1.1,39.83,87075000,3468197250,January-1992,January
359145.91000000003,Mexico,MEX,1993,14.94,13.76,10.13,0.99,1.17,40.99,88625000,3632738750,January-1993,January
385468.47,Mexico,MEX,1994,16.11,14.61,10.9,0.99,1.19,43.8,90156000,3948832799.9999995,January-1994,January
373341.68,Mexico,MEX,1995,15.3,15.85,10.24,0.87,1,43.26,91663000,3965341380,January-1995,January
357403.4,Mexico,MEX,1996,14.59,15.44,9.79,0.81,0.97,41.6,93147000,3874915200,January-1996,January
380016.71,Mexico,MEX,1997,15.3,17.65,10.04,0.88,0.96,44.830000000000005,94611000,4241411130.0000005,January-1997,January
408577.41000000003,Mexico,MEX,1998,16.45,19.21,10.62,0.95,1.36,48.589999999999996,96056000,4667361040,January-1998,January
421317.31,Mexico,MEX,1999,16.77,20.36,11.02,1,1.23,50.37999999999999,97485000,4911294299.999999,January-1999,January
437744.5,Mexico,MEX,2000,17.15,21.37,11.88,1.12,1.52,53.04,98900000,5245656000,January-2000,January
446496.58,Mexico,MEX,2001,17.32,22.32,12.13,1.18,1.84,54.790000000000006,100298000,5495327420.000001,January-2001,January
461177.23999999993,Mexico,MEX,2002,17.84,23.55,12.34,1.19,1.58,56.5,101685000,5745202500,January-2002,January
450890.10000000003,Mexico,MEX,2003,16.95,24.48,12.3,1.15,1.11,55.99,103081000,5771505190,January-2003,January
451084.03,Mexico,MEX,2004,16.36,25.41,12.96,1.3,0.99,57.019999999999996,104515000,5959445300,January-2004,January
459289.14,Mexico,MEX,2005,16.53,27.33,12.74,1.14,0.95,58.690000000000005,106005000,6221433450.000001,January-2005,January
470218.15,Mexico,MEX,2006,17.14,27.75,12.75,1.1,0.88,59.620000000000005,107560000,6412727200.000001,January-2006,January
473282.24,Mexico,MEX,2007,17.25,27.88,12.87,1.11,0.82,59.92999999999999,109171000,6542618029.999999,January-2007,January
479890.38999999996,Mexico,MEX,2008,17.36,28.33,13.38,1.1,0.75,60.92,110815000,6750849800,January-2008,January
476837.63,Mexico,MEX,2009,16.75,28.43,14.5,1.01,0.72,61.41,112464000,6906414240,January-2009,January
471319.19,Mexico,MEX,2010,16.3,28.97,14.42,0.96,0.71,61.36,114093000,7000746480,January-2010,January
465801.08999999997,Mexico,MEX,2011,16.04,29.54,13.8,0.93,0.65,60.959999999999994,115695000,7052767199.999999,January-2011,January
459763.15,Mexico,MEX,2012,15.25,29.85,14.66,0.89,0.61,61.260000000000005,117274000,7184205240.000001,January-2012,January
465577.26,Mexico,MEX,2013,15.33,30.12,15.23,0.89,0.65,62.220000000000006,118827000,7393415940.000001,January-2013,January
451489.91,Mexico,MEX,2014,14.53,30.35,14.8,0.87,0.61,61.160000000000004,120355000,7360911800,January-2014,January
453539.78,Mexico,MEX,2015,14.06,30.99,15.89,0.87,0.67,62.48,121858000,7613687840,January-2015,January
458653.05,Mexico,MEX,2016,14.05,31.75,16.25,0.85,0.65,63.55,123333000,7837812150,January-2016,January
466502.20999999996,Mexico,MEX,2017,14.18,32.52,16.67,0.85,0.65,64.87,124777000,8094283990.000001,January-2017,January
52287.37,Myanmar,MMR,1961,2.66,0.91,1.11,0.08,0,4.760000000000001,22212000,105729120.00000001,January-1961,January
51430.12000000001,Myanmar,MMR,1962,2.62,0.93,1.07,0.07,0,4.69,22698000,106453620.00000001,January-1962,January
54311.22,Myanmar,MMR,1963,2.73,0.99,1.21,0.08,0,5.01,23198000,116221980,January-1963,January
57360.92,Myanmar,MMR,1964,2.89,0.98,1.3,0.09,0,5.26,23718000,124756680,January-1964,January
58859.19,Myanmar,MMR,1965,2.94,1.08,1.32,0.11,0,5.45,24259000,132211550,January-1965,January
58816.89,Myanmar,MMR,1966,2.77,1.33,1.57,0.11,0,5.78,24824000,143482720,January-1966,January
62164.759999999995,Myanmar,MMR,1967,2.8,1.52,1.9,0.12,0,6.340000000000001,25410000,161099400.00000003,January-1967,January
61829.96,Myanmar,MMR,1968,2.87,1.47,1.7,0.12,0,6.16,26015000,160252400,January-1968,January
64165.240000000005,Myanmar,MMR,1969,2.86,1.56,2.08,0.1,0,6.6,26636000,175797600,January-1969,January
65568.03,Myanmar,MMR,1970,2.85,1.74,2.21,0.1,0,6.8999999999999995,27269000,188156100,January-1970,January
65208.75,Myanmar,MMR,1971,2.85,1.74,2.15,0.1,0,6.84,27914000,190931760,January-1971,January
63750.52,Myanmar,MMR,1972,2.85,1.7,1.95,0.09,0,6.59,28570000,188276300,January-1972,January
63417.86,Myanmar,MMR,1973,2.84,1.68,1.92,0.1,0,6.539999999999999,29238000,191216519.99999997,January-1973,January
60848.39,Myanmar,MMR,1974,2.78,1.5,1.79,0.09,0,6.159999999999999,29918000,184294879.99999997,January-1974,January
61467.13,Myanmar,MMR,1975,2.75,1.57,1.92,0.09,0,6.33,30611000,193767630,January-1975,January
62418.53,Myanmar,MMR,1976,2.72,1.62,2.12,0.09,0,6.55,31314000,205106700,January-1976,January
61911.74,Myanmar,MMR,1977,2.71,1.58,2.09,0.09,0,6.47,32027000,207214690,January-1977,January
62785.579999999994,Myanmar,MMR,1978,2.73,1.6,2.17,0.09,0,6.59,32749000,215815910,January-1978,January
64727.369999999995,Myanmar,MMR,1979,2.78,1.76,2.25,0.09,0,6.88,33481000,230349280,January-1979,January
65564.66,Myanmar,MMR,1980,2.8,1.91,2.23,0.09,0,7.029999999999999,34224000,240594719.99999997,January-1980,January
67577.51,Myanmar,MMR,1981,2.84,2.22,2.21,0.11,0,7.380000000000001,34976000,258122880.00000003,January-1981,January
68891.68,Myanmar,MMR,1982,2.86,2.46,2.19,0.12,0,7.63,35734000,272650420,January-1982,January
69018.14,Myanmar,MMR,1983,2.85,2.56,2.15,0.13,0,7.69,36492000,280623480,January-1983,January
69290.98,Myanmar,MMR,1984,2.84,2.68,2.12,0.14,0,7.779999999999999,37242000,289742760,January-1984,January
69785.62,Myanmar,MMR,1985,2.85,2.78,2.09,0.15,0,7.87,37977000,298878990,January-1985,January
68754.24,Myanmar,MMR,1986,2.8,2.74,2.09,0.14,0,7.77,38698000,300683460,January-1986,January
69446.23999999999,Myanmar,MMR,1987,2.8,2.9,2.09,0.14,0,7.929999999999999,39404000,312473719.99999994,January-1987,January
69931.98,Myanmar,MMR,1988,2.8,3.04,2.07,0.14,0,8.05,40086000,322692300,January-1988,January
58733.560000000005,Myanmar,MMR,1989,2.49,1.97,1.8,0.12,0,6.38,40731000,259863780,January-1989,January
40593.04,Myanmar,MMR,1990,1.53,1.85,1.27,0.16,0,4.8100000000000005,41335000,198821350.00000003,January-1990,January
40961.18,Myanmar,MMR,1991,1.53,1.9,1.31,0.15,0,4.890000000000001,41890000,204842100.00000003,January-1991,January
42098.96,Myanmar,MMR,1992,1.52,2.04,1.41,0.16,0,5.13,42402000,217522260,January-1992,January
43043.759999999995,Myanmar,MMR,1993,1.52,2.12,1.51,0.16,0,5.3100000000000005,42890000,227745900.00000003,January-1993,January
48093.659999999996,Myanmar,MMR,1994,1.52,2.18,2.31,0.16,0,6.17,43383000,267673110,January-1994,January
50609.869999999995,Myanmar,MMR,1995,1.52,2.52,2.47,0.17,0,6.68,43902000,293265360,January-1995,January
54157.44,Myanmar,MMR,1996,1.62,2.79,2.61,0.17,0,7.1899999999999995,44452000,319609880,January-1996,January
57055.270000000004,Myanmar,MMR,1997,1.76,3.01,2.56,0.18,0,7.51,45027000,338152770,January-1997,January
58975.04,Myanmar,MMR,1998,1.9,3.17,2.39,0.19,0,7.650000000000001,45611000,348924150.00000006,January-1998,January
59101.38,Myanmar,MMR,1999,1.7,3.65,2.55,0.21,0,8.11,46181000,374527910,January-1999,January
67858,Myanmar,MMR,2000,1.91,4.99,2.46,0.24,0,9.6,46720000,448512000,January-2000,January
73486.01000000001,Myanmar,MMR,2001,1.98,5.8,2.62,0.25,0,10.649999999999999,47225000,502946249.99999994,January-2001,January
86311.91,Myanmar,MMR,2002,2.1,6.67,3.81,0.26,0,12.84,47702000,612493680,January-2002,January
102307.69,Myanmar,MMR,2003,2.45,8.32,4.33,0.3,0.01,15.41,48149000,741976090,January-2003,January
114181.28,Myanmar,MMR,2004,2.37,10.15,5.08,0.38,0.01,17.990000000000002,48564000,873666360.0000001,January-2004,January
133835.21000000002,Myanmar,MMR,2005,2.58,12.1,6.34,0.43,0,21.45,48950000,1049977500,January-2005,January
151652.94,Myanmar,MMR,2006,2.91,13.89,7.1,0.48,0,24.38,49301000,1201958380,January-2006,January
166554.03,Myanmar,MMR,2007,3.14,15.41,7.84,0.52,0,26.91,49621000,1335301110,January-2007,January
181782.16999999998,Myanmar,MMR,2008,3.35,16.8,8.78,0.56,0,29.49,49930000,1472435700,January-2008,January
203398.07,Myanmar,MMR,2009,3.47,19.26,10.07,0.72,0.01,33.529999999999994,50250000,1684882499.9999998,January-2009,January
239643.94999999998,Myanmar,MMR,2010,4.93,21.05,10.94,0.81,0.02,37.75000000000001,50601000,1910187750.0000005,January-2010,January
249392.92,Myanmar,MMR,2011,4.99,22.14,11.48,0.91,0.03,39.55,50991000,2016694049.9999998,January-2011,January
248382.66999999998,Myanmar,MMR,2012,5.01,21.98,11.39,0.9,0.02,39.300000000000004,51414000,2020570200.0000002,January-2012,January
246261.2,Myanmar,MMR,2013,4.94,21.87,11.31,0.89,0.02,39.03000000000001,51852000,2023783560.0000005,January-2013,January
330902.24,Myanmar,MMR,2014,6.77,28.47,15.25,1.38,0,51.87,52281000,2711815470,January-2014,January
353886.03,Myanmar,MMR,2015,7.31,30.5,15.91,1.6,0,55.32,52681000,2914312920,January-2015,January
367628.73,Myanmar,MMR,2016,8.11,30.58,16,1.66,0,56.349999999999994,53045000,2989085749.9999995,January-2016,January
383809.62,Myanmar,MMR,2017,8.53,30.37,17.48,1.86,0,58.239999999999995,53383000,3109025919.9999995,January-2017,January
100299.44,Pakistan,PAK,1961,5.18,0.21,0,2.23,0.21,7.829999999999999,46065000,360688949.99999994,January-1961,January
100847.36,Pakistan,PAK,1962,5.19,0.22,0,2.27,0.21,7.89,47199000,372400110,January-1962,January
100118.83,Pakistan,PAK,1963,5.12,0.22,0,2.31,0.2,7.8500000000000005,48387000,379837950,January-1963,January
100050.15,Pakistan,PAK,1964,5.09,0.23,0,2.35,0.2,7.87,49628000,390572360,January-1964,January
99255.09999999999,Pakistan,PAK,1965,5.01,0.23,0,2.4,0.19,7.830000000000001,50918000,398687940.00000006,January-1965,January
99297.32,Pakistan,PAK,1966,4.99,0.23,0,2.44,0.19,7.8500000000000005,52260000,410241000,January-1966,January
99407.09,Pakistan,PAK,1967,5,0.24,0,2.43,0.18,7.85,53656000,421199600,January-1967,January
99011.16,Pakistan,PAK,1968,4.98,0.24,0,2.42,0.18,7.82,55103000,430905460,January-1968,January
98990.05,Pakistan,PAK,1969,4.99,0.24,0,2.4,0.17,7.800000000000001,56598000,441464400.00000006,January-1969,January
98723.97,Pakistan,PAK,1970,4.95,0.24,0,2.44,0.18,7.8100000000000005,58142000,454089020,January-1970,January
98941.45,Pakistan,PAK,1971,4.93,0.24,0,2.5,0.17,7.84,59734000,468314560,January-1971,January
99070.26999999999,Pakistan,PAK,1972,4.89,0.23,0,2.59,0.17,7.88,61382000,483690160,January-1972,January
101241.97,Pakistan,PAK,1973,4.94,0.25,0,2.74,0.16,8.09,63099000,510470910,January-1973,January
101693.62,Pakistan,PAK,1974,4.87,0.3,0,2.89,0.17,8.23,64906000,534176380,January-1974,January
101288.02,Pakistan,PAK,1975,4.75,0.33,0,3.04,0.16,8.280000000000001,66817000,553244760.0000001,January-1975,January
101784.05,Pakistan,PAK,1976,4.68,0.37,0,3.2,0.16,8.41,68834000,578893940,January-1976,January
102234.66999999998,Pakistan,PAK,1977,4.59,0.41,0,3.39,0.15,8.540000000000001,70958000,605981320.0000001,January-1977,January
102003.2,Pakistan,PAK,1978,4.47,0.46,0,3.55,0.15,8.63,73197000,631690110,January-1978,January
102673.36,Pakistan,PAK,1979,4.4,0.52,0,3.72,0.15,8.790000000000001,75561000,664181190.0000001,January-1979,January
105874.47,Pakistan,PAK,1980,4.75,0.58,0,3.44,0.14,8.91,78054000,695461140,January-1980,January
106769.51999999999,Pakistan,PAK,1981,4.76,0.65,0,3.49,0.14,9.040000000000001,80680000,729347200.0000001,January-1981,January
107270.9,Pakistan,PAK,1982,4.75,0.68,0,3.55,0.14,9.120000000000001,83432000,760899840.0000001,January-1982,January
108487.55,Pakistan,PAK,1983,4.75,0.86,0,3.6,0.14,9.350000000000001,86286000,806774100.0000001,January-1983,January
111118.31,Pakistan,PAK,1984,4.83,0.94,0,3.72,0.13,9.620000000000001,89214000,858238680.0000001,January-1984,January
114293.6,Pakistan,PAK,1985,4.92,1.09,0,3.85,0.13,9.99,92192000,920998080,January-1985,January
124520.56,Pakistan,PAK,1986,5.57,1.3,0,3.77,0.12,10.76,95215000,1024513400,January-1986,January
127374.25,Pakistan,PAK,1987,5.67,1.34,0,3.9,0.12,11.03,98286000,1084094580,January-1987,January
130680.41999999998,Pakistan,PAK,1988,5.76,1.5,0,4.04,0.12,11.42,101390000,1157873800,January-1988,January
134186.25,Pakistan,PAK,1989,5.86,1.63,0,4.2,0.12,11.81,104513000,1234298530,January-1989,January
136967.93,Pakistan,PAK,1990,6,1.45,0,4.36,0.12,11.93,107648000,1284240640,January-1990,January
139543.37,Pakistan,PAK,1991,6.09,1.36,0,4.54,0.12,12.11,110779000,1341533690,January-1991,January
143973.07,Pakistan,PAK,1992,6.23,1.48,0,4.74,0.12,12.57,113911000,1431861270,January-1992,January
151324.91999999998,Pakistan,PAK,1993,6.38,2.24,0,4.94,0.11,13.670000000000002,117087000,1600579290.0000002,January-1993,January
156540.93,Pakistan,PAK,1994,6.54,2.43,0,5.16,0.11,14.24,120363000,1713969120,January-1994,January
160887.52,Pakistan,PAK,1995,6.68,2.47,0,5.39,0.11,14.649999999999999,123777000,1813333049.9999998,January-1995,January
126097.69,Pakistan,PAK,1996,5.51,2.77,0,3.33,0.11,11.719999999999999,127349000,1492530279.9999998,January-1996,January
136570.85,Pakistan,PAK,1997,6.19,2.93,0,3.25,0.11,12.48,131057000,1635591360,January-1997,January
132628.42,Pakistan,PAK,1998,6.17,2.11,0,3.24,0.11,11.629999999999999,134843008,1568224183.04,January-1998,January
133190.67,Pakistan,PAK,1999,6.17,2.24,0,3.24,0.11,11.76,138624992,1630229905.92,January-1999,January
133009.86,Pakistan,PAK,2000,6.15,2.31,0,3.22,0.11,11.790000000000001,142344000,1678235760.0000002,January-2000,January
133798.43,Pakistan,PAK,2001,6.17,2.34,0,3.26,0.11,11.879999999999999,145978000,1734218639.9999998,January-2001,January
134695.64,Pakistan,PAK,2002,6.2,2.4,0,3.28,0.11,11.989999999999998,149550000,1793104499.9999998,January-2002,January
135481.95,Pakistan,PAK,2003,6.22,2.47,0,3.3,0.11,12.099999999999998,153092992,1852425203.1999996,January-2003,January
136802.78,Pakistan,PAK,2004,6.3,2.47,0,3.31,0.11,12.19,156664992,1909746252.48,January-2004,January
137639.02,Pakistan,PAK,2005,6.34,2.46,0,3.34,0.11,12.25,160304000,1963724000,January-2005,January
160411.5,Pakistan,PAK,2006,8.11,3.22,0,2.45,0.12,13.9,164023008,2279919811.2000003,January-2006,January
163149.57,Pakistan,PAK,2007,8.24,3.41,0,2.44,0.12,14.209999999999999,167808000,2384551680,January-2007,January
164892.93,Pakistan,PAK,2008,8.28,3.63,0,2.46,0.13,14.500000000000002,171648992,2488910384.0000005,January-2008,January
166966.73,Pakistan,PAK,2009,8.35,3.86,0,2.46,0.13,14.799999999999999,175526000,2597784800,January-2009,January
169414.21999999997,Pakistan,PAK,2010,8.45,4.11,0,2.44,0.13,15.129999999999999,179424992,2714700128.96,January-2010,January
172609.19,Pakistan,PAK,2011,8.59,4.37,0,2.43,0.13,15.520000000000001,183340000,2845436800.0000005,January-2011,January
175403.81,Pakistan,PAK,2012,8.69,4.68,0,2.42,0.13,15.92,187280000,2981497600,January-2012,January
179185.53000000003,Pakistan,PAK,2013,8.82,5.01,0,2.46,0.12,16.41,191260992,3138592878.72,January-2013,January
168155.07,Pakistan,PAK,2014,8.28,4.83,0,2.24,0.08,15.43,195304992,3013556026.56,January-2014,January
170397.45,Pakistan,PAK,2015,8.33,5.15,0,2.25,0.08,15.81,199427008,3152940996.48,January-2015,January
173936.25999999998,Pakistan,PAK,2016,8.45,5.5,0,2.27,0.08,16.299999999999997,203631008,3319185430.3999996,January-2016,January
178376.69999999998,Pakistan,PAK,2017,8.62,5.86,,2.3,0.08,16.86,207906000,3505295160,January-2017,January
94663.84,Philippines,PHL,1961,2.5,2.28,7.58,0.1,0.23,12.69,27161000,344673090,January-1961,January
106784.73999999999,Philippines,PHL,1962,3.01,2.22,8.32,0.11,0.23,13.89,28077000,389989530,January-1962,January
106574,Philippines,PHL,1963,2.89,2.42,8.42,0.13,0.25,14.110000000000001,29013000,409373430.00000006,January-1963,January
103955.55,Philippines,PHL,1964,2.62,2.5,8.62,0.13,0.24,14.11,29959000,422721490,January-1964,January
113581.04999999999,Philippines,PHL,1965,2.92,2.65,9.42,0.08,0.25,15.32,30910000,473541200,January-1965,January
122857.5,Philippines,PHL,1966,3.23,2.84,9.99,0.11,0.25,16.42,31864000,523206880.00000006,January-1966,January
117986.62,Philippines,PHL,1967,2.81,2.74,10.33,0.11,0.29,16.28,32824000,534374720.00000006,January-1967,January
121286.62,Philippines,PHL,1968,2.64,3.65,10.72,0.07,0.28,17.360000000000003,33795000,586681200.0000001,January-1968,January
120661.03999999998,Philippines,PHL,1969,2.59,3.2,11.04,0.09,0.23,17.15,34786000,596579900,January-1969,January
110530.93000000001,Philippines,PHL,1970,2.33,2.68,10.32,0.14,0.24,15.71,35804000,562480840,January-1970,January
109835.56,Philippines,PHL,1971,2.32,2.85,10.18,0.09,0.22,15.66,36850000,577071000,January-1971,January
105361.89,Philippines,PHL,1972,2.64,2.97,8.42,0.16,0.23,14.420000000000002,37923000,546849660.0000001,January-1972,January
121412,Philippines,PHL,1973,3.32,3.09,9.19,0.21,0.23,16.04,39023000,625928920,January-1973,January
155302.78,Philippines,PHL,1974,5.46,3.14,9.29,0.22,0.23,18.34,40144000,736240960,January-1974,January
113581.08,Philippines,PHL,1975,3.27,3.3,7.83,0.23,0.24,14.870000000000001,41286000,613922820,January-1975,January
102684.22,Philippines,PHL,1976,2.66,3.19,7.66,0.23,0.3,14.040000000000001,42447000,595955880,January-1976,January
99107.2,Philippines,PHL,1977,2.86,3.09,6.62,0.23,0.27,13.07,43629000,570231030,January-1977,January
107153.84,Philippines,PHL,1978,3.22,2.99,7.08,0.25,0.26,13.8,44838000,618764400,January-1978,January
115803.2,Philippines,PHL,1979,2.94,4.45,8.22,0.23,0.24,16.080000000000002,46080000,740966400.0000001,January-1979,January
118636.51000000001,Philippines,PHL,1980,2.8,4.77,8.72,0.3,0.23,16.82,47358000,796561560,January-1980,January
115852.55,Philippines,PHL,1981,2.24,5.25,9.35,0.3,0.24,17.38,48673000,845936740,January-1981,January
104949.75,Philippines,PHL,1982,1.92,5.94,7.84,0.31,0.23,16.24,50024000,812389759.9999999,January-1982,January
106795.76,Philippines,PHL,1983,1.78,5.51,8.79,0.33,0.23,16.639999999999997,51409000,855445759.9999999,January-1983,January
107360.34,Philippines,PHL,1984,1.62,3.51,10.77,0.31,0.22,16.429999999999996,52827000,867947609.9999998,January-1984,January
87213.04999999999,Philippines,PHL,1985,1.64,3.51,7.31,0.34,0.21,13.01,54276000,706130760,January-1985,January
95347,Philippines,PHL,1986,1.78,3.57,8.25,0.35,0.21,14.16,55755000,789490800,January-1986,January
101813.25,Philippines,PHL,1987,1.98,3.66,8.75,0.35,0.21,14.950000000000001,57264000,856096800.0000001,January-1987,January
107998.87,Philippines,PHL,1988,2.03,3.49,9.66,0.43,0.21,15.82,58795000,930136900,January-1988,January
120156.23999999999,Philippines,PHL,1989,2.38,3.67,10.63,0.45,0.2,17.33,60341000,1045709529.9999999,January-1989,January
124047.17,Philippines,PHL,1990,2.23,3.92,11.5,0.44,0.2,18.29,61895000,1132059550,January-1990,January
136572.08000000002,Philippines,PHL,1991,2.19,4.54,13.32,0.39,0.22,20.66,63455000,1310980300,January-1991,January
137186.66,Philippines,PHL,1992,2.28,4.75,13.01,0.41,0.19,20.64,65020000,1342012800,January-1992,January
